Cshunt,Ls2,W,Cs,Lp,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1.4e-13,1.2e-10,1.5e-05,5.4e-13,2e-10,0.02329,-6.865,-4.9,10.33,44.49,33.13,9.58
1.4e-13,1.2e-10,1.5e-05,5.4e-13,1e-10,0.02329,-2.487,-2.968,11.52,27.89,21.47,8.453
1.4e-13,1.2e-10,1.5e-05,5.4e-13,1.2e-10,0.02329,-3.266,-4.72,11.96,36.29,29.08,9.149
1.4e-13,1.2e-10,1.5e-05,5.4e-13,1.4e-10,0.02329,-4.326,-5.896,11.71,41.76,33.42,9.471
1.4e-13,1.2e-10,1.5e-05,5.4e-13,1.6e-10,0.02329,-5.38,-6.004,11.24,44.42,34.82,9.597
1.4e-13,1.2e-10,1.5e-05,5.4e-13,1.8e-10,0.02329,-6.243,-5.505,10.76,45.05,34.4,9.617
1.4e-13,1.2e-10,1.5e-05,5.4e-13,2.2e-10,0.02329,-7.276,-4.368,9.952,43.36,31.61,9.514
1.4e-13,1.2e-10,1.5e-05,5.4e-13,2.4e-10,0.02329,-7.532,-3.939,9.628,42.01,30.1,9.434
1.4e-13,1.2e-10,1.5e-05,5.4e-13,2.6e-10,0.02329,-7.681,-3.597,9.349,40.65,28.71,9.393
1.4e-13,1.2e-10,1.5e-05,5.4e-13,2.8e-10,0.02329,-7.761,-3.324,9.109,39.36,27.47,9.356
1.4e-13,1.2e-10,1.5e-05,5.4e-13,3e-10,0.02329,-7.797,-3.103,8.899,38.18,26.37,9.316
1.4e-13,1.2e-10,1.5e-05,5.6e-13,2e-10,0.02329,-6.853,-4.936,10.35,44.55,33.21,9.579
1.4e-13,1.2e-10,1.5e-05,5.6e-13,1e-10,0.02329,-2.474,-2.95,11.52,27.76,21.36,8.437
1.4e-13,1.2e-10,1.5e-05,5.6e-13,1.2e-10,0.02329,-3.245,-4.704,11.97,36.17,28.99,9.137
1.4e-13,1.2e-10,1.5e-05,5.6e-13,1.4e-10,0.02329,-4.3,-5.903,11.73,41.68,33.39,9.463
1.4e-13,1.2e-10,1.5e-05,5.6e-13,1.6e-10,0.02329,-5.355,-6.034,11.26,44.39,34.83,9.592
1.4e-13,1.2e-10,1.5e-05,5.6e-13,1.8e-10,0.02329,-6.224,-5.543,10.78,45.07,34.45,9.615
1.4e-13,1.2e-10,1.5e-05,5.6e-13,2.2e-10,0.02329,-7.272,-4.4,9.971,43.44,31.7,9.514
1.4e-13,1.2e-10,1.5e-05,5.6e-13,2.4e-10,0.02329,-7.533,-3.967,9.646,42.1,30.19,9.436
1.4e-13,1.2e-10,1.5e-05,5.6e-13,2.6e-10,0.02329,-7.687,-3.622,9.367,40.75,28.8,9.391
1.4e-13,1.2e-10,1.5e-05,5.6e-13,2.8e-10,0.02329,-7.77,-3.346,9.126,39.46,27.56,9.355
1.4e-13,1.2e-10,1.5e-05,5.6e-13,3e-10,0.02329,-7.809,-3.123,8.916,38.28,26.46,9.315
1.4e-13,1.2e-10,1.5e-05,5.8e-13,2e-10,0.02329,-6.843,-4.97,10.37,44.6,33.28,9.579
1.4e-13,1.2e-10,1.5e-05,5.8e-13,1e-10,0.02329,-2.463,-2.932,11.52,27.64,21.26,8.422
1.4e-13,1.2e-10,1.5e-05,5.8e-13,1.2e-10,0.02329,-3.225,-4.688,11.98,36.06,28.9,9.127
1.4e-13,1.2e-10,1.5e-05,5.8e-13,1.4e-10,0.02329,-4.275,-5.909,11.74,41.61,33.35,9.456
1.4e-13,1.2e-10,1.5e-05,5.8e-13,1.6e-10,0.02329,-5.332,-6.062,11.28,44.37,34.85,9.588
1.4e-13,1.2e-10,1.5e-05,5.8e-13,1.8e-10,0.02329,-6.206,-5.578,10.8,45.09,34.5,9.612
1.4e-13,1.2e-10,1.5e-05,5.8e-13,2.2e-10,0.02329,-7.268,-4.43,9.989,43.51,31.77,9.515
1.4e-13,1.2e-10,1.5e-05,5.8e-13,2.4e-10,0.02329,-7.535,-3.993,9.664,42.19,30.27,9.437
1.4e-13,1.2e-10,1.5e-05,5.8e-13,2.6e-10,0.02329,-7.693,-3.645,9.384,40.84,28.88,9.389
1.4e-13,1.2e-10,1.5e-05,5.8e-13,2.8e-10,0.02329,-7.779,-3.366,9.142,39.56,27.64,9.353
1.4e-13,1.2e-10,1.5e-05,5.8e-13,3e-10,0.02329,-7.82,-3.141,8.931,38.38,26.53,9.314
1.4e-13,1.2e-10,1.5e-05,6.2e-13,2e-10,0.02329,-6.824,-5.031,10.4,44.7,33.4,9.577
1.4e-13,1.2e-10,1.5e-05,6.2e-13,1e-10,0.02329,-2.442,-2.901,11.51,27.43,21.07,8.396
1.4e-13,1.2e-10,1.5e-05,6.2e-13,1.2e-10,0.02329,-3.189,-4.661,12.0,35.86,28.75,9.108
1.4e-13,1.2e-10,1.5e-05,6.2e-13,1.4e-10,0.02329,-4.231,-5.92,11.77,41.48,33.28,9.442
1.4e-13,1.2e-10,1.5e-05,6.2e-13,1.6e-10,0.02329,-5.29,-6.113,11.31,44.33,34.87,9.579
1.4e-13,1.2e-10,1.5e-05,6.2e-13,1.8e-10,0.02329,-6.174,-5.643,10.83,45.13,34.58,9.608
1.4e-13,1.2e-10,1.5e-05,6.2e-13,2.2e-10,0.02329,-7.261,-4.485,10.02,43.64,31.91,9.515
1.4e-13,1.2e-10,1.5e-05,6.2e-13,2.4e-10,0.02329,-7.538,-4.041,9.694,42.34,30.41,9.439
1.4e-13,1.2e-10,1.5e-05,6.2e-13,2.6e-10,0.02329,-7.704,-3.687,9.413,41.0,29.02,9.385
1.4e-13,1.2e-10,1.5e-05,6.2e-13,2.8e-10,0.02329,-7.796,-3.403,9.17,39.72,27.78,9.35
1.4e-13,1.2e-10,1.5e-05,6.2e-13,3e-10,0.02329,-7.84,-3.175,8.959,38.54,26.67,9.312
1.4e-13,1.2e-10,1.5e-05,6.4e-13,2e-10,0.02329,-6.815,-5.06,10.41,44.74,33.45,9.576
1.4e-13,1.2e-10,1.5e-05,6.4e-13,1e-10,0.02329,-2.433,-2.887,11.51,27.33,20.99,8.383
1.4e-13,1.2e-10,1.5e-05,6.4e-13,1.2e-10,0.02329,-3.173,-4.649,12.01,35.77,28.68,9.099
1.4e-13,1.2e-10,1.5e-05,6.4e-13,1.4e-10,0.02329,-4.211,-5.925,11.79,41.42,33.25,9.436
1.4e-13,1.2e-10,1.5e-05,6.4e-13,1.6e-10,0.02329,-5.27,-6.136,11.33,44.31,34.88,9.575
1.4e-13,1.2e-10,1.5e-05,6.4e-13,1.8e-10,0.02329,-6.159,-5.672,10.85,45.15,34.62,9.605
1.4e-13,1.2e-10,1.5e-05,6.4e-13,2.2e-10,0.02329,-7.258,-4.51,10.04,43.7,31.97,9.515
1.4e-13,1.2e-10,1.5e-05,6.4e-13,2.4e-10,0.02329,-7.54,-4.063,9.708,42.41,30.48,9.44
1.4e-13,1.2e-10,1.5e-05,6.4e-13,2.6e-10,0.02329,-7.709,-3.706,9.426,41.07,29.09,9.382
1.4e-13,1.2e-10,1.5e-05,6.4e-13,2.8e-10,0.02329,-7.804,-3.42,9.183,39.79,27.84,9.349
1.4e-13,1.2e-10,1.5e-05,6.4e-13,3e-10,0.02329,-7.85,-3.19,8.971,38.61,26.73,9.311
1.4e-13,1.2e-10,1.5e-05,6.6e-13,2e-10,0.02329,-6.807,-5.086,10.43,44.78,33.5,9.575
1.4e-13,1.2e-10,1.5e-05,6.6e-13,1e-10,0.02329,-2.424,-2.874,11.51,27.24,20.91,8.372
1.4e-13,1.2e-10,1.5e-05,6.6e-13,1.2e-10,0.02329,-3.158,-4.637,12.02,35.68,28.61,9.09
1.4e-13,1.2e-10,1.5e-05,6.6e-13,1.4e-10,0.02329,-4.192,-5.93,11.8,41.36,33.22,9.43
1.4e-13,1.2e-10,1.5e-05,6.6e-13,1.6e-10,0.02329,-5.253,-6.159,11.34,44.29,34.89,9.571
1.4e-13,1.2e-10,1.5e-05,6.6e-13,1.8e-10,0.02329,-6.146,-5.7,10.86,45.16,34.66,9.603
1.4e-13,1.2e-10,1.5e-05,6.6e-13,2.2e-10,0.02329,-7.256,-4.534,10.05,43.75,32.03,9.515
1.4e-13,1.2e-10,1.5e-05,6.6e-13,2.4e-10,0.02329,-7.542,-4.083,9.721,42.47,30.53,9.441
1.4e-13,1.2e-10,1.5e-05,6.6e-13,2.6e-10,0.02329,-7.714,-3.724,9.439,41.14,29.15,9.38
1.4e-13,1.2e-10,1.5e-05,6.6e-13,2.8e-10,0.02329,-7.811,-3.436,9.195,39.86,27.9,9.347
1.4e-13,1.2e-10,1.5e-05,6.6e-13,3e-10,0.02329,-7.859,-3.204,8.982,38.68,26.79,9.31
1.4e-13,1.2e-10,1.5e-05,6.8e-13,2e-10,0.02329,-6.799,-5.112,10.44,44.81,33.55,9.574
1.4e-13,1.2e-10,1.5e-05,6.8e-13,1e-10,0.02329,-2.416,-2.862,11.51,27.15,20.84,8.361
1.4e-13,1.2e-10,1.5e-05,6.8e-13,1.2e-10,0.02329,-3.144,-4.626,12.02,35.6,28.55,9.082
1.4e-13,1.2e-10,1.5e-05,6.8e-13,1.4e-10,0.02329,-4.174,-5.934,11.81,41.31,33.19,9.424
1.4e-13,1.2e-10,1.5e-05,6.8e-13,1.6e-10,0.02329,-5.236,-6.179,11.36,44.27,34.89,9.567
1.4e-13,1.2e-10,1.5e-05,6.8e-13,1.8e-10,0.02329,-6.133,-5.727,10.88,45.17,34.69,9.601
1.4e-13,1.2e-10,1.5e-05,6.8e-13,2.2e-10,0.02329,-7.253,-4.556,10.06,43.8,32.08,9.515
1.4e-13,1.2e-10,1.5e-05,6.8e-13,2.4e-10,0.02329,-7.543,-4.103,9.733,42.53,30.59,9.441
1.4e-13,1.2e-10,1.5e-05,6.8e-13,2.6e-10,0.02329,-7.719,-3.741,9.45,41.2,29.2,9.378
1.4e-13,1.2e-10,1.5e-05,6.8e-13,2.8e-10,0.02329,-7.818,-3.451,9.206,39.93,27.95,9.345
1.4e-13,1.2e-10,1.5e-05,6.8e-13,3e-10,0.02329,-7.868,-3.217,8.993,38.75,26.84,9.309
1.4e-13,1.2e-10,1.5e-05,7e-13,2e-10,0.02329,-6.792,-5.136,10.45,44.84,33.59,9.573
1.4e-13,1.2e-10,1.5e-05,7e-13,1e-10,0.02329,-2.408,-2.851,11.5,27.07,20.77,8.351
1.4e-13,1.2e-10,1.5e-05,7e-13,1.2e-10,0.02329,-3.13,-4.616,12.03,35.53,28.49,9.075
1.4e-13,1.2e-10,1.5e-05,7e-13,1.4e-10,0.02329,-4.158,-5.938,11.82,41.26,33.17,9.419
1.4e-13,1.2e-10,1.5e-05,7e-13,1.6e-10,0.02329,-5.22,-6.199,11.37,44.25,34.9,9.564
1.4e-13,1.2e-10,1.5e-05,7e-13,1.8e-10,0.02329,-6.121,-5.752,10.89,45.18,34.72,9.599
1.4e-13,1.2e-10,1.5e-05,7e-13,2.2e-10,0.02329,-7.251,-4.578,10.07,43.85,32.13,9.515
1.4e-13,1.2e-10,1.5e-05,7e-13,2.4e-10,0.02329,-7.545,-4.121,9.745,42.58,30.64,9.442
1.4e-13,1.2e-10,1.5e-05,7e-13,2.6e-10,0.02329,-7.723,-3.757,9.461,41.26,29.25,9.376
1.4e-13,1.2e-10,1.5e-05,7e-13,2.8e-10,0.02329,-7.825,-3.465,9.216,39.99,28.0,9.344
1.4e-13,1.2e-10,1.5e-05,7e-13,3e-10,0.02329,-7.876,-3.23,9.003,38.81,26.89,9.307
1.4e-13,1.2e-10,1.6e-05,6e-13,2e-10,0.02484,-8.263,-5.665,9.888,44.77,31.98,9.773
1.4e-13,1.2e-10,1.6e-05,6e-13,1e-10,0.02484,-3.275,-3.593,10.77,28.75,21.46,8.748
1.4e-13,1.2e-10,1.6e-05,6e-13,1.2e-10,0.02484,-4.193,-5.777,11.27,37.23,28.87,9.404
1.4e-13,1.2e-10,1.6e-05,6e-13,1.4e-10,0.02484,-5.394,-7.216,11.1,42.64,32.93,9.701
1.4e-13,1.2e-10,1.6e-05,6e-13,1.6e-10,0.02484,-6.578,-7.205,10.71,45.11,34.04,9.81
1.4e-13,1.2e-10,1.6e-05,6e-13,1.8e-10,0.02484,-7.552,-6.462,10.28,45.53,33.38,9.819
1.4e-13,1.2e-10,1.6e-05,6e-13,2.2e-10,0.02484,-8.739,-5.005,9.539,43.48,30.42,9.7
1.4e-13,1.2e-10,1.6e-05,6e-13,2.4e-10,0.02484,-9.036,-4.489,9.235,42.03,28.93,9.647
1.4e-13,1.2e-10,1.6e-05,6e-13,2.6e-10,0.02484,-9.21,-4.086,8.972,40.6,27.58,9.615
1.4e-13,1.2e-10,1.6e-05,6e-13,2.8e-10,0.02484,-9.301,-3.769,8.743,39.27,26.39,9.577
1.4e-13,1.2e-10,1.6e-05,6e-13,3e-10,0.02484,-9.341,-3.514,8.543,38.07,25.35,9.537
1.4e-13,1.2e-10,1.6e-05,5e-13,2e-10,0.02484,-8.324,-5.455,9.797,44.45,31.64,9.776
1.4e-13,1.2e-10,1.6e-05,5e-13,1e-10,0.02484,-3.349,-3.709,10.79,29.41,22.02,8.824
1.4e-13,1.2e-10,1.6e-05,5e-13,1.2e-10,0.02484,-4.315,-5.871,11.23,37.82,29.31,9.459
1.4e-13,1.2e-10,1.6e-05,5e-13,1.4e-10,0.02484,-5.541,-7.146,11.03,42.99,33.1,9.738
1.4e-13,1.2e-10,1.6e-05,5e-13,1.6e-10,0.02484,-6.715,-6.996,10.62,45.18,33.94,9.833
1.4e-13,1.2e-10,1.6e-05,5e-13,1.8e-10,0.02484,-7.656,-6.229,10.19,45.36,33.12,9.83
1.4e-13,1.2e-10,1.6e-05,5e-13,2.2e-10,0.02484,-8.759,-4.824,9.45,43.06,30.05,9.697
1.4e-13,1.2e-10,1.6e-05,5e-13,2.4e-10,0.02484,-9.022,-4.333,9.149,41.57,28.55,9.662
1.4e-13,1.2e-10,1.6e-05,5e-13,2.6e-10,0.02484,-9.17,-3.951,8.888,40.12,27.2,9.626
1.4e-13,1.2e-10,1.6e-05,5e-13,2.8e-10,0.02484,-9.243,-3.649,8.662,38.79,26.02,9.585
1.4e-13,1.2e-10,1.6e-05,5e-13,3e-10,0.02484,-9.27,-3.407,8.465,37.59,24.98,9.542
1.4e-13,1.2e-10,1.6e-05,5.2e-13,2e-10,0.02484,-8.31,-5.503,9.819,44.52,31.72,9.776
1.4e-13,1.2e-10,1.6e-05,5.2e-13,1e-10,0.02484,-3.332,-3.682,10.79,29.25,21.89,8.807
1.4e-13,1.2e-10,1.6e-05,5.2e-13,1.2e-10,0.02484,-4.287,-5.849,11.24,37.69,29.21,9.446
1.4e-13,1.2e-10,1.6e-05,5.2e-13,1.4e-10,0.02484,-5.507,-7.163,11.05,42.91,33.06,9.73
1.4e-13,1.2e-10,1.6e-05,5.2e-13,1.6e-10,0.02484,-6.683,-7.044,10.64,45.17,33.97,9.828
1.4e-13,1.2e-10,1.6e-05,5.2e-13,1.8e-10,0.02484,-7.632,-6.282,10.21,45.4,33.18,9.828
1.4e-13,1.2e-10,1.6e-05,5.2e-13,2.2e-10,0.02484,-8.754,-4.866,9.471,43.16,30.14,9.698
1.4e-13,1.2e-10,1.6e-05,5.2e-13,2.4e-10,0.02484,-9.025,-4.369,9.169,41.67,28.64,9.659
1.4e-13,1.2e-10,1.6e-05,5.2e-13,2.6e-10,0.02484,-9.179,-3.982,8.908,40.23,27.29,9.624
1.4e-13,1.2e-10,1.6e-05,5.2e-13,2.8e-10,0.02484,-9.256,-3.677,8.681,38.9,26.11,9.584
1.4e-13,1.2e-10,1.6e-05,5.2e-13,3e-10,0.02484,-9.286,-3.432,8.484,37.7,25.07,9.541
1.4e-13,1.2e-10,1.6e-05,5.4e-13,2e-10,0.02484,-8.297,-5.548,9.838,44.59,31.8,9.775
1.4e-13,1.2e-10,1.6e-05,5.4e-13,1e-10,0.02484,-3.316,-3.657,10.78,29.11,21.77,8.791
1.4e-13,1.2e-10,1.6e-05,5.4e-13,1.2e-10,0.02484,-4.26,-5.829,11.25,37.56,29.11,9.435
1.4e-13,1.2e-10,1.6e-05,5.4e-13,1.4e-10,0.02484,-5.476,-7.178,11.06,42.83,33.03,9.722
1.4e-13,1.2e-10,1.6e-05,5.4e-13,1.6e-10,0.02484,-6.654,-7.088,10.66,45.16,33.99,9.824
1.4e-13,1.2e-10,1.6e-05,5.4e-13,1.8e-10,0.02484,-7.61,-6.332,10.23,45.44,33.24,9.826
1.4e-13,1.2e-10,1.6e-05,5.4e-13,2.2e-10,0.02484,-8.75,-4.904,9.49,43.25,30.22,9.699
1.4e-13,1.2e-10,1.6e-05,5.4e-13,2.4e-10,0.02484,-9.028,-4.402,9.188,41.77,28.72,9.656
1.4e-13,1.2e-10,1.6e-05,5.4e-13,2.6e-10,0.02484,-9.187,-4.011,8.926,40.34,27.37,9.622
1.4e-13,1.2e-10,1.6e-05,5.4e-13,2.8e-10,0.02484,-9.268,-3.702,8.699,39.01,26.19,9.582
1.4e-13,1.2e-10,1.6e-05,5.4e-13,3e-10,0.02484,-9.301,-3.455,8.5,37.8,25.15,9.54
1.4e-13,1.2e-10,1.6e-05,5.6e-13,2e-10,0.02484,-8.285,-5.589,9.856,44.66,31.86,9.775
1.4e-13,1.2e-10,1.6e-05,5.6e-13,1e-10,0.02484,-3.302,-3.634,10.78,28.98,21.66,8.776
1.4e-13,1.2e-10,1.6e-05,5.6e-13,1.2e-10,0.02484,-4.236,-5.81,11.25,37.44,29.03,9.424
1.4e-13,1.2e-10,1.6e-05,5.6e-13,1.4e-10,0.02484,-5.446,-7.191,11.08,42.76,33.0,9.715
1.4e-13,1.2e-10,1.6e-05,5.6e-13,1.6e-10,0.02484,-6.627,-7.13,10.68,45.14,34.01,9.819
1.4e-13,1.2e-10,1.6e-05,5.6e-13,1.8e-10,0.02484,-7.589,-6.378,10.25,45.47,33.29,9.823
1.4e-13,1.2e-10,1.6e-05,5.6e-13,2.2e-10,0.02484,-8.746,-4.94,9.508,43.33,30.29,9.7
1.4e-13,1.2e-10,1.6e-05,5.6e-13,2.4e-10,0.02484,-9.031,-4.433,9.205,41.87,28.79,9.653
1.4e-13,1.2e-10,1.6e-05,5.6e-13,2.6e-10,0.02484,-9.195,-4.038,8.942,40.43,27.45,9.62
1.4e-13,1.2e-10,1.6e-05,5.6e-13,2.8e-10,0.02484,-9.28,-3.726,8.715,39.1,26.26,9.581
1.4e-13,1.2e-10,1.6e-05,5.6e-13,3e-10,0.02484,-9.315,-3.476,8.516,37.9,25.22,9.539
1.4e-13,1.2e-10,1.6e-05,5.8e-13,2e-10,0.02484,-8.274,-5.629,9.873,44.71,31.93,9.774
1.4e-13,1.2e-10,1.6e-05,5.8e-13,1e-10,0.02484,-3.288,-3.612,10.77,28.86,21.56,8.762
1.4e-13,1.2e-10,1.6e-05,5.8e-13,1.2e-10,0.02484,-4.214,-5.793,11.26,37.33,28.94,9.414
1.4e-13,1.2e-10,1.6e-05,5.8e-13,1.4e-10,0.02484,-5.419,-7.204,11.09,42.7,32.96,9.708
1.4e-13,1.2e-10,1.6e-05,5.8e-13,1.6e-10,0.02484,-6.601,-7.169,10.69,45.13,34.02,9.815
1.4e-13,1.2e-10,1.6e-05,5.8e-13,1.8e-10,0.02484,-7.57,-6.421,10.27,45.5,33.34,9.821
1.4e-13,1.2e-10,1.6e-05,5.8e-13,2.2e-10,0.02484,-8.742,-4.974,9.524,43.41,30.36,9.7
1.4e-13,1.2e-10,1.6e-05,5.8e-13,2.4e-10,0.02484,-9.034,-4.462,9.221,41.95,28.86,9.65
1.4e-13,1.2e-10,1.6e-05,5.8e-13,2.6e-10,0.02484,-9.202,-4.063,8.958,40.52,27.52,9.617
1.4e-13,1.2e-10,1.6e-05,5.8e-13,2.8e-10,0.02484,-9.291,-3.748,8.73,39.19,26.33,9.579
1.4e-13,1.2e-10,1.6e-05,5.8e-13,3e-10,0.02484,-9.328,-3.496,8.53,37.99,25.29,9.538
1.4e-13,1.2e-10,1.6e-05,6.2e-13,2e-10,0.02484,-8.254,-5.7,9.903,44.82,32.03,9.772
1.4e-13,1.2e-10,1.6e-05,6.2e-13,1e-10,0.02484,-3.264,-3.574,10.77,28.64,21.37,8.736
1.4e-13,1.2e-10,1.6e-05,6.2e-13,1.2e-10,0.02484,-4.173,-5.762,11.27,37.13,28.8,9.395
1.4e-13,1.2e-10,1.6e-05,6.2e-13,1.4e-10,0.02484,-5.371,-7.227,11.11,42.58,32.91,9.695
1.4e-13,1.2e-10,1.6e-05,6.2e-13,1.6e-10,0.02484,-6.556,-7.24,10.72,45.1,34.05,9.806
1.4e-13,1.2e-10,1.6e-05,6.2e-13,1.8e-10,0.02484,-7.536,-6.501,10.3,45.55,33.42,9.816
1.4e-13,1.2e-10,1.6e-05,6.2e-13,2.2e-10,0.02484,-8.736,-5.035,9.553,43.54,30.48,9.7
1.4e-13,1.2e-10,1.6e-05,6.2e-13,2.4e-10,0.02484,-9.039,-4.514,9.249,42.1,28.99,9.644
1.4e-13,1.2e-10,1.6e-05,6.2e-13,2.6e-10,0.02484,-9.217,-4.108,8.985,40.67,27.64,9.613
1.4e-13,1.2e-10,1.6e-05,6.2e-13,2.8e-10,0.02484,-9.311,-3.788,8.756,39.35,26.45,9.576
1.4e-13,1.2e-10,1.6e-05,6.2e-13,3e-10,0.02484,-9.353,-3.531,8.556,38.14,25.4,9.536
1.4e-13,1.2e-10,1.6e-05,6.4e-13,2e-10,0.02484,-8.245,-5.733,9.916,44.86,32.08,9.771
1.4e-13,1.2e-10,1.6e-05,6.4e-13,1e-10,0.02484,-3.253,-3.557,10.76,28.54,21.29,8.724
1.4e-13,1.2e-10,1.6e-05,6.4e-13,1.2e-10,0.02484,-4.155,-5.747,11.28,37.04,28.73,9.386
1.4e-13,1.2e-10,1.6e-05,6.4e-13,1.4e-10,0.02484,-5.349,-7.237,11.13,42.52,32.88,9.689
1.4e-13,1.2e-10,1.6e-05,6.4e-13,1.6e-10,0.02484,-6.535,-7.272,10.74,45.08,34.06,9.802
1.4e-13,1.2e-10,1.6e-05,6.4e-13,1.8e-10,0.02484,-7.52,-6.538,10.31,45.57,33.45,9.814
1.4e-13,1.2e-10,1.6e-05,6.4e-13,2.2e-10,0.02484,-8.734,-5.063,9.566,43.6,30.53,9.7
1.4e-13,1.2e-10,1.6e-05,6.4e-13,2.4e-10,0.02484,-9.042,-4.538,9.262,42.16,29.04,9.641
1.4e-13,1.2e-10,1.6e-05,6.4e-13,2.6e-10,0.02484,-9.223,-4.129,8.997,40.74,27.69,9.61
1.4e-13,1.2e-10,1.6e-05,6.4e-13,2.8e-10,0.02484,-9.321,-3.806,8.768,39.41,26.5,9.574
1.4e-13,1.2e-10,1.6e-05,6.4e-13,3e-10,0.02484,-9.365,-3.547,8.567,38.21,25.45,9.534
1.4e-13,1.2e-10,1.6e-05,6.6e-13,2e-10,0.02484,-8.236,-5.764,9.929,44.9,32.13,9.77
1.4e-13,1.2e-10,1.6e-05,6.6e-13,1e-10,0.02484,-3.242,-3.542,10.76,28.45,21.21,8.713
1.4e-13,1.2e-10,1.6e-05,6.6e-13,1.2e-10,0.02484,-4.138,-5.734,11.29,36.96,28.67,9.378
1.4e-13,1.2e-10,1.6e-05,6.6e-13,1.4e-10,0.02484,-5.328,-7.247,11.14,42.47,32.85,9.683
1.4e-13,1.2e-10,1.6e-05,6.6e-13,1.6e-10,0.02484,-6.516,-7.303,10.75,45.07,34.07,9.799
1.4e-13,1.2e-10,1.6e-05,6.6e-13,1.8e-10,0.02484,-7.506,-6.572,10.32,45.59,33.49,9.812
1.4e-13,1.2e-10,1.6e-05,6.6e-13,2.2e-10,0.02484,-8.731,-5.09,9.579,43.66,30.58,9.7
1.4e-13,1.2e-10,1.6e-05,6.6e-13,2.4e-10,0.02484,-9.044,-4.561,9.273,42.23,29.09,9.638
1.4e-13,1.2e-10,1.6e-05,6.6e-13,2.6e-10,0.02484,-9.229,-4.148,9.009,40.81,27.74,9.608
1.4e-13,1.2e-10,1.6e-05,6.6e-13,2.8e-10,0.02484,-9.33,-3.823,8.779,39.48,26.55,9.572
1.4e-13,1.2e-10,1.6e-05,6.6e-13,3e-10,0.02484,-9.376,-3.562,8.578,38.27,25.5,9.533
1.4e-13,1.2e-10,1.6e-05,6.8e-13,2e-10,0.02484,-8.229,-5.793,9.941,44.94,32.17,9.769
1.4e-13,1.2e-10,1.6e-05,6.8e-13,1e-10,0.02484,-3.233,-3.527,10.76,28.36,21.14,8.702
1.4e-13,1.2e-10,1.6e-05,6.8e-13,1.2e-10,0.02484,-4.122,-5.722,11.29,36.88,28.61,9.37
1.4e-13,1.2e-10,1.6e-05,6.8e-13,1.4e-10,0.02484,-5.309,-7.256,11.15,42.42,32.83,9.677
1.4e-13,1.2e-10,1.6e-05,6.8e-13,1.6e-10,0.02484,-6.498,-7.332,10.76,45.06,34.08,9.795
1.4e-13,1.2e-10,1.6e-05,6.8e-13,1.8e-10,0.02484,-7.492,-6.605,10.34,45.61,33.52,9.81
1.4e-13,1.2e-10,1.6e-05,6.8e-13,2.2e-10,0.02484,-8.729,-5.115,9.59,43.71,30.62,9.7
1.4e-13,1.2e-10,1.6e-05,6.8e-13,2.4e-10,0.02484,-9.047,-4.582,9.285,42.28,29.13,9.635
1.4e-13,1.2e-10,1.6e-05,6.8e-13,2.6e-10,0.02484,-9.235,-4.167,9.019,40.86,27.79,9.606
1.4e-13,1.2e-10,1.6e-05,6.8e-13,2.8e-10,0.02484,-9.339,-3.839,8.789,39.54,26.59,9.57
1.4e-13,1.2e-10,1.6e-05,6.8e-13,3e-10,0.02484,-9.386,-3.577,8.588,38.33,25.54,9.531
1.4e-13,1.2e-10,1.6e-05,7e-13,2e-10,0.02484,-8.221,-5.821,9.952,44.98,32.21,9.768
1.4e-13,1.2e-10,1.6e-05,7e-13,1e-10,0.02484,-3.223,-3.513,10.75,28.27,21.07,8.692
1.4e-13,1.2e-10,1.6e-05,7e-13,1.2e-10,0.02484,-4.107,-5.71,11.3,36.8,28.55,9.363
1.4e-13,1.2e-10,1.6e-05,7e-13,1.4e-10,0.02484,-5.291,-7.265,11.15,42.37,32.8,9.672
1.4e-13,1.2e-10,1.6e-05,7e-13,1.6e-10,0.02484,-6.481,-7.359,10.77,45.04,34.09,9.791
1.4e-13,1.2e-10,1.6e-05,7e-13,1.8e-10,0.02484,-7.479,-6.636,10.35,45.62,33.55,9.807
1.4e-13,1.2e-10,1.6e-05,7e-13,2.2e-10,0.02484,-8.727,-5.138,9.601,43.75,30.67,9.7
1.4e-13,1.2e-10,1.6e-05,7e-13,2.4e-10,0.02484,-9.049,-4.602,9.295,42.34,29.18,9.632
1.4e-13,1.2e-10,1.6e-05,7e-13,2.6e-10,0.02484,-9.241,-4.184,9.029,40.92,27.83,9.604
1.4e-13,1.2e-10,1.6e-05,7e-13,2.8e-10,0.02484,-9.347,-3.854,8.799,39.59,26.63,9.568
1.4e-13,1.2e-10,1.6e-05,7e-13,3e-10,0.02484,-9.396,-3.59,8.597,38.39,25.58,9.53
1.4e-13,1.2e-10,1.7e-05,6e-13,2e-10,0.0264,-9.792,-6.298,9.417,44.56,30.36,9.933
1.4e-13,1.2e-10,1.7e-05,6e-13,1e-10,0.0264,-4.194,-4.317,10.12,29.9,21.52,9.047
1.4e-13,1.2e-10,1.7e-05,6e-13,1.2e-10,0.0264,-5.267,-6.99,10.62,38.43,28.55,9.657
1.4e-13,1.2e-10,1.7e-05,6e-13,1.4e-10,0.0264,-6.614,-8.645,10.5,43.58,32.1,9.921
1.4e-13,1.2e-10,1.7e-05,6e-13,1.6e-10,0.0264,-7.921,-8.356,10.16,45.64,32.67,10.01
