Cshunt,Ls2,W,Cs,Lp,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1.8e-13,1.1e-10,2.3e-05,5.2e-13,1.6e-10,0.03572,-19.95,-7.814,6.792,40.13,19.9,10.71
1.8e-13,1.1e-10,2.3e-05,5.2e-13,1.8e-10,0.03572,-22.37,-6.348,6.414,37.34,18.04,10.56
1.8e-13,1.1e-10,2.3e-05,5.2e-13,2.2e-10,0.03572,-26.04,-4.812,5.803,33.13,15.36,10.35
1.8e-13,1.1e-10,2.3e-05,5.2e-13,2.4e-10,0.03572,-26.99,-4.366,5.561,31.6,14.38,10.29
1.8e-13,1.1e-10,2.3e-05,5.2e-13,2.6e-10,0.03572,-27.34,-4.032,5.355,30.35,13.56,10.23
1.8e-13,1.1e-10,2.3e-05,5.2e-13,2.8e-10,0.03572,-27.27,-3.772,5.177,29.31,12.86,10.17
1.8e-13,1.1e-10,2.3e-05,5.2e-13,3e-10,0.03572,-26.97,-3.566,5.021,28.43,12.27,10.12
1.8e-13,1.1e-10,2.3e-05,5.4e-13,2e-10,0.03572,-24.4,-5.462,6.097,35.07,16.58,10.41
1.8e-13,1.1e-10,2.3e-05,5.4e-13,1e-10,0.03572,-12.0,-15.21,7.662,41.03,24.37,10.77
1.8e-13,1.1e-10,2.3e-05,5.4e-13,1.2e-10,0.03572,-14.55,-16.63,7.581,44.53,24.57,10.91
1.8e-13,1.1e-10,2.3e-05,5.4e-13,1.4e-10,0.03572,-17.25,-10.57,7.214,43.1,22.21,10.85
1.8e-13,1.1e-10,2.3e-05,5.4e-13,1.6e-10,0.03572,-19.87,-7.87,6.804,40.18,19.92,10.71
1.8e-13,1.1e-10,2.3e-05,5.4e-13,1.8e-10,0.03572,-22.3,-6.387,6.426,37.4,18.06,10.56
1.8e-13,1.1e-10,2.3e-05,5.4e-13,2.2e-10,0.03572,-26.01,-4.836,5.815,33.19,15.38,10.35
1.8e-13,1.1e-10,2.3e-05,5.4e-13,2.4e-10,0.03572,-27.0,-4.387,5.573,31.65,14.4,10.29
1.8e-13,1.1e-10,2.3e-05,5.4e-13,2.6e-10,0.03572,-27.39,-4.05,5.366,30.4,13.58,10.23
1.8e-13,1.1e-10,2.3e-05,5.4e-13,2.8e-10,0.03572,-27.35,-3.788,5.188,29.35,12.88,10.17
1.8e-13,1.1e-10,2.3e-05,5.4e-13,3e-10,0.03572,-27.06,-3.58,5.033,28.47,12.29,10.12
1.8e-13,1.1e-10,2.3e-05,5.6e-13,2e-10,0.03572,-24.34,-5.49,6.108,35.12,16.6,10.41
1.8e-13,1.1e-10,2.3e-05,5.6e-13,1e-10,0.03572,-11.96,-15.1,7.661,40.94,24.31,10.76
1.8e-13,1.1e-10,2.3e-05,5.6e-13,1.2e-10,0.03572,-14.49,-16.83,7.587,44.51,24.57,10.91
1.8e-13,1.1e-10,2.3e-05,5.6e-13,1.4e-10,0.03572,-17.19,-10.66,7.223,43.13,22.23,10.85
1.8e-13,1.1e-10,2.3e-05,5.6e-13,1.6e-10,0.03572,-19.8,-7.921,6.814,40.23,19.94,10.71
1.8e-13,1.1e-10,2.3e-05,5.6e-13,1.8e-10,0.03572,-22.23,-6.423,6.437,37.45,18.08,10.56
1.8e-13,1.1e-10,2.3e-05,5.6e-13,2.2e-10,0.03572,-25.98,-4.859,5.826,33.23,15.4,10.35
1.8e-13,1.1e-10,2.3e-05,5.6e-13,2.4e-10,0.03572,-27.01,-4.406,5.584,31.7,14.42,10.28
1.8e-13,1.1e-10,2.3e-05,5.6e-13,2.6e-10,0.03572,-27.44,-4.066,5.377,30.44,13.6,10.23
1.8e-13,1.1e-10,2.3e-05,5.6e-13,2.8e-10,0.03572,-27.42,-3.803,5.198,29.39,12.9,10.17
1.8e-13,1.1e-10,2.3e-05,5.6e-13,3e-10,0.03572,-27.15,-3.593,5.043,28.51,12.3,10.12
1.8e-13,1.1e-10,2.3e-05,5.8e-13,2e-10,0.03572,-24.29,-5.516,6.118,35.17,16.61,10.41
1.8e-13,1.1e-10,2.3e-05,5.8e-13,1e-10,0.03572,-11.92,-15.0,7.66,40.84,24.25,10.75
1.8e-13,1.1e-10,2.3e-05,5.8e-13,1.2e-10,0.03572,-14.45,-17.02,7.592,44.49,24.56,10.9
1.8e-13,1.1e-10,2.3e-05,5.8e-13,1.4e-10,0.03572,-17.13,-10.74,7.232,43.16,22.23,10.85
1.8e-13,1.1e-10,2.3e-05,5.8e-13,1.6e-10,0.03572,-19.74,-7.97,6.824,40.28,19.95,10.71
1.8e-13,1.1e-10,2.3e-05,5.8e-13,1.8e-10,0.03572,-22.17,-6.457,6.447,37.5,18.09,10.56
1.8e-13,1.1e-10,2.3e-05,5.8e-13,2.2e-10,0.03572,-25.96,-4.879,5.836,33.28,15.41,10.34
1.8e-13,1.1e-10,2.3e-05,5.8e-13,2.4e-10,0.03572,-27.02,-4.423,5.594,31.74,14.43,10.28
1.8e-13,1.1e-10,2.3e-05,5.8e-13,2.6e-10,0.03572,-27.49,-4.081,5.386,30.48,13.61,10.22
1.8e-13,1.1e-10,2.3e-05,5.8e-13,2.8e-10,0.03572,-27.49,-3.816,5.208,29.43,12.92,10.17
1.8e-13,1.1e-10,2.3e-05,5.8e-13,3e-10,0.03572,-27.23,-3.605,5.052,28.54,12.32,10.12
1.8e-13,1.1e-10,2.3e-05,6.2e-13,2e-10,0.03572,-24.2,-5.561,6.136,35.24,16.63,10.41
1.8e-13,1.1e-10,2.3e-05,6.2e-13,1e-10,0.03572,-11.86,-14.82,7.658,40.68,24.14,10.73
1.8e-13,1.1e-10,2.3e-05,6.2e-13,1.2e-10,0.03572,-14.36,-17.38,7.603,44.45,24.54,10.89
1.8e-13,1.1e-10,2.3e-05,6.2e-13,1.4e-10,0.03572,-17.02,-10.89,7.247,43.21,22.25,10.84
1.8e-13,1.1e-10,2.3e-05,6.2e-13,1.6e-10,0.03572,-19.62,-8.056,6.842,40.36,19.97,10.7
1.8e-13,1.1e-10,2.3e-05,6.2e-13,1.8e-10,0.03572,-22.05,-6.517,6.465,37.58,18.11,10.55
1.8e-13,1.1e-10,2.3e-05,6.2e-13,2.2e-10,0.03572,-25.91,-4.916,5.854,33.35,15.43,10.34
1.8e-13,1.1e-10,2.3e-05,6.2e-13,2.4e-10,0.03572,-27.04,-4.454,5.611,31.81,14.45,10.28
1.8e-13,1.1e-10,2.3e-05,6.2e-13,2.6e-10,0.03572,-27.57,-4.107,5.403,30.54,13.63,10.22
1.8e-13,1.1e-10,2.3e-05,6.2e-13,2.8e-10,0.03572,-27.62,-3.839,5.224,29.48,12.94,10.16
1.8e-13,1.1e-10,2.3e-05,6.2e-13,3e-10,0.03572,-27.38,-3.626,5.068,28.59,12.34,10.11
1.8e-13,1.1e-10,2.3e-05,6.4e-13,2e-10,0.03572,-24.15,-5.581,6.144,35.28,16.64,10.41
1.8e-13,1.1e-10,2.3e-05,6.4e-13,1e-10,0.03572,-11.83,-14.74,7.657,40.6,24.08,10.72
1.8e-13,1.1e-10,2.3e-05,6.4e-13,1.2e-10,0.03572,-14.32,-17.55,7.607,44.43,24.53,10.89
1.8e-13,1.1e-10,2.3e-05,6.4e-13,1.4e-10,0.03572,-16.98,-10.96,7.254,43.23,22.25,10.84
1.8e-13,1.1e-10,2.3e-05,6.4e-13,1.6e-10,0.03572,-19.57,-8.096,6.85,40.39,19.97,10.7
1.8e-13,1.1e-10,2.3e-05,6.4e-13,1.8e-10,0.03572,-22.0,-6.544,6.473,37.61,18.12,10.55
1.8e-13,1.1e-10,2.3e-05,6.4e-13,2.2e-10,0.03572,-25.88,-4.932,5.862,33.38,15.44,10.33
1.8e-13,1.1e-10,2.3e-05,6.4e-13,2.4e-10,0.03572,-27.05,-4.467,5.619,31.83,14.46,10.27
1.8e-13,1.1e-10,2.3e-05,6.4e-13,2.6e-10,0.03572,-27.6,-4.119,5.41,30.57,13.64,10.21
1.8e-13,1.1e-10,2.3e-05,6.4e-13,2.8e-10,0.03572,-27.68,-3.85,5.231,29.51,12.95,10.16
1.8e-13,1.1e-10,2.3e-05,6.4e-13,3e-10,0.03572,-27.45,-3.635,5.075,28.62,12.35,10.11
1.8e-13,1.1e-10,2.3e-05,6.6e-13,2e-10,0.03572,-24.11,-5.6,6.152,35.31,16.64,10.41
1.8e-13,1.1e-10,2.3e-05,6.6e-13,1e-10,0.03572,-11.81,-14.67,7.656,40.53,24.03,10.72
1.8e-13,1.1e-10,2.3e-05,6.6e-13,1.2e-10,0.03572,-14.28,-17.71,7.611,44.41,24.52,10.88
1.8e-13,1.1e-10,2.3e-05,6.6e-13,1.4e-10,0.03572,-16.93,-11.03,7.261,43.25,22.25,10.83
1.8e-13,1.1e-10,2.3e-05,6.6e-13,1.6e-10,0.03572,-19.53,-8.133,6.857,40.42,19.98,10.7
1.8e-13,1.1e-10,2.3e-05,6.6e-13,1.8e-10,0.03572,-21.95,-6.569,6.481,37.64,18.12,10.55
1.8e-13,1.1e-10,2.3e-05,6.6e-13,2.2e-10,0.03572,-25.86,-4.947,5.869,33.41,15.45,10.33
1.8e-13,1.1e-10,2.3e-05,6.6e-13,2.4e-10,0.03572,-27.05,-4.48,5.626,31.86,14.47,10.27
1.8e-13,1.1e-10,2.3e-05,6.6e-13,2.6e-10,0.03572,-27.64,-4.13,5.417,30.59,13.65,10.21
1.8e-13,1.1e-10,2.3e-05,6.6e-13,2.8e-10,0.03572,-27.73,-3.859,5.238,29.53,12.95,10.16
1.8e-13,1.1e-10,2.3e-05,6.6e-13,3e-10,0.03572,-27.52,-3.644,5.081,28.64,12.36,10.11
1.8e-13,1.1e-10,2.3e-05,6.8e-13,2e-10,0.03572,-24.07,-5.618,6.159,35.34,16.65,10.41
1.8e-13,1.1e-10,2.3e-05,6.8e-13,1e-10,0.03572,-11.78,-14.59,7.655,40.46,23.99,10.71
1.8e-13,1.1e-10,2.3e-05,6.8e-13,1.2e-10,0.03572,-14.25,-17.86,7.615,44.39,24.51,10.88
1.8e-13,1.1e-10,2.3e-05,6.8e-13,1.4e-10,0.03572,-16.89,-11.09,7.266,43.26,22.25,10.83
1.8e-13,1.1e-10,2.3e-05,6.8e-13,1.6e-10,0.03572,-19.48,-8.167,6.864,40.45,19.98,10.7
1.8e-13,1.1e-10,2.3e-05,6.8e-13,1.8e-10,0.03572,-21.91,-6.592,6.488,37.67,18.12,10.55
1.8e-13,1.1e-10,2.3e-05,6.8e-13,2.2e-10,0.03572,-25.84,-4.962,5.876,33.43,15.45,10.33
1.8e-13,1.1e-10,2.3e-05,6.8e-13,2.4e-10,0.03572,-27.06,-4.492,5.633,31.88,14.47,10.27
1.8e-13,1.1e-10,2.3e-05,6.8e-13,2.6e-10,0.03572,-27.67,-4.14,5.424,30.61,13.65,10.21
1.8e-13,1.1e-10,2.3e-05,6.8e-13,2.8e-10,0.03572,-27.78,-3.868,5.244,29.55,12.96,10.15
1.8e-13,1.1e-10,2.3e-05,6.8e-13,3e-10,0.03572,-27.58,-3.652,5.087,28.66,12.36,10.1
1.8e-13,1.1e-10,2.3e-05,7e-13,2e-10,0.03572,-24.04,-5.635,6.165,35.36,16.65,10.41
1.8e-13,1.1e-10,2.3e-05,7e-13,1e-10,0.03572,-11.76,-14.53,7.654,40.39,23.94,10.7
1.8e-13,1.1e-10,2.3e-05,7e-13,1.2e-10,0.03572,-14.22,-18.01,7.619,44.37,24.5,10.87
1.8e-13,1.1e-10,2.3e-05,7e-13,1.4e-10,0.03572,-16.85,-11.14,7.272,43.28,22.25,10.83
1.8e-13,1.1e-10,2.3e-05,7e-13,1.6e-10,0.03572,-19.44,-8.2,6.87,40.48,19.98,10.7
1.8e-13,1.1e-10,2.3e-05,7e-13,1.8e-10,0.03572,-21.86,-6.614,6.494,37.7,18.13,10.55
1.8e-13,1.1e-10,2.3e-05,7e-13,2.2e-10,0.03572,-25.82,-4.975,5.882,33.45,15.45,10.32
1.8e-13,1.1e-10,2.3e-05,7e-13,2.4e-10,0.03572,-27.06,-4.503,5.639,31.9,14.47,10.26
1.8e-13,1.1e-10,2.3e-05,7e-13,2.6e-10,0.03572,-27.7,-4.149,5.43,30.63,13.66,10.21
1.8e-13,1.1e-10,2.3e-05,7e-13,2.8e-10,0.03572,-27.83,-3.876,5.249,29.57,12.96,10.15
1.8e-13,1.1e-10,2.3e-05,7e-13,3e-10,0.03572,-27.64,-3.659,5.092,28.67,12.37,10.1
1.8e-13,1.1e-10,2.4e-05,6e-13,2e-10,0.03727,-24.78,-5.688,5.801,33.98,15.12,10.56
1.8e-13,1.1e-10,2.4e-05,6e-13,1e-10,0.03727,-12.77,-16.33,7.265,41.85,22.08,10.88
1.8e-13,1.1e-10,2.4e-05,6e-13,1.2e-10,0.03727,-15.11,-18.17,7.213,44.49,21.68,10.99
1.8e-13,1.1e-10,2.4e-05,6e-13,1.4e-10,0.03727,-17.6,-11.05,6.872,42.28,19.7,10.9
1.8e-13,1.1e-10,2.4e-05,6e-13,1.6e-10,0.03727,-20.06,-8.189,6.482,39.09,17.85,10.74
1.8e-13,1.1e-10,2.4e-05,6e-13,1.8e-10,0.03727,-22.45,-6.646,6.119,36.26,16.34,10.62
1.8e-13,1.1e-10,2.4e-05,6e-13,2.2e-10,0.03727,-27.08,-5.04,5.528,32.16,14.11,10.49
1.8e-13,1.1e-10,2.4e-05,6e-13,2.4e-10,0.03727,-29.31,-4.575,5.295,30.7,13.27,10.42
1.8e-13,1.1e-10,2.4e-05,6e-13,2.6e-10,0.03727,-31.42,-4.226,5.094,29.5,12.56,10.35
1.8e-13,1.1e-10,2.4e-05,6e-13,2.8e-10,0.03727,-33.22,-3.956,4.92,28.5,11.95,10.29
1.8e-13,1.1e-10,2.4e-05,6e-13,3e-10,0.03727,-34.45,-3.74,4.768,27.76,11.43,10.24
1.8e-13,1.1e-10,2.4e-05,5e-13,2e-10,0.03727,-25.28,-5.551,5.748,33.76,15.08,10.58
1.8e-13,1.1e-10,2.4e-05,5e-13,1e-10,0.03727,-12.95,-17.07,7.272,42.29,22.36,10.93
1.8e-13,1.1e-10,2.4e-05,5e-13,1.2e-10,0.03727,-15.37,-17.03,7.185,44.51,21.76,11.02
1.8e-13,1.1e-10,2.4e-05,5e-13,1.4e-10,0.03727,-17.93,-10.62,6.828,42.08,19.71,10.91
1.8e-13,1.1e-10,2.4e-05,5e-13,1.6e-10,0.03727,-20.44,-7.934,6.431,38.84,17.84,10.75
1.8e-13,1.1e-10,2.4e-05,5e-13,1.8e-10,0.03727,-22.89,-6.468,6.066,36.02,16.32,10.65
1.8e-13,1.1e-10,2.4e-05,5e-13,2.2e-10,0.03727,-27.62,-4.929,5.475,31.95,14.07,10.5
1.8e-13,1.1e-10,2.4e-05,5e-13,2.4e-10,0.03727,-29.85,-4.481,5.243,30.5,13.22,10.43
1.8e-13,1.1e-10,2.4e-05,5e-13,2.6e-10,0.03727,-31.86,-4.145,5.043,29.32,12.51,10.37
1.8e-13,1.1e-10,2.4e-05,5e-13,2.8e-10,0.03727,-33.4,-3.883,4.87,28.33,11.89,10.31
1.8e-13,1.1e-10,2.4e-05,5e-13,3e-10,0.03727,-34.23,-3.674,4.719,27.68,11.36,10.25
1.8e-13,1.1e-10,2.4e-05,5.2e-13,2e-10,0.03727,-25.17,-5.584,5.76,33.81,15.09,10.57
1.8e-13,1.1e-10,2.4e-05,5.2e-13,1e-10,0.03727,-12.91,-16.89,7.271,42.19,22.3,10.92
1.8e-13,1.1e-10,2.4e-05,5.2e-13,1.2e-10,0.03727,-15.31,-17.28,7.192,44.51,21.74,11.01
1.8e-13,1.1e-10,2.4e-05,5.2e-13,1.4e-10,0.03727,-17.85,-10.72,6.838,42.13,19.71,10.91
1.8e-13,1.1e-10,2.4e-05,5.2e-13,1.6e-10,0.03727,-20.35,-7.994,6.443,38.9,17.85,10.75
1.8e-13,1.1e-10,2.4e-05,5.2e-13,1.8e-10,0.03727,-22.79,-6.509,6.078,36.08,16.33,10.64
1.8e-13,1.1e-10,2.4e-05,5.2e-13,2.2e-10,0.03727,-27.49,-4.956,5.487,32.01,14.08,10.5
1.8e-13,1.1e-10,2.4e-05,5.2e-13,2.4e-10,0.03727,-29.73,-4.504,5.256,30.55,13.24,10.43
1.8e-13,1.1e-10,2.4e-05,5.2e-13,2.6e-10,0.03727,-31.76,-4.164,5.056,29.36,12.52,10.36
1.8e-13,1.1e-10,2.4e-05,5.2e-13,2.8e-10,0.03727,-33.37,-3.9,4.882,28.38,11.91,10.3
1.8e-13,1.1e-10,2.4e-05,5.2e-13,3e-10,0.03727,-34.29,-3.69,4.731,27.7,11.38,10.25
1.8e-13,1.1e-10,2.4e-05,5.4e-13,2e-10,0.03727,-25.06,-5.613,5.772,33.86,15.1,10.57
1.8e-13,1.1e-10,2.4e-05,5.4e-13,1e-10,0.03727,-12.87,-16.73,7.269,42.09,22.24,10.91
1.8e-13,1.1e-10,2.4e-05,5.4e-13,1.2e-10,0.03727,-15.25,-17.52,7.198,44.51,21.73,11.01
1.8e-13,1.1e-10,2.4e-05,5.4e-13,1.4e-10,0.03727,-17.78,-10.81,6.848,42.18,19.71,10.91
1.8e-13,1.1e-10,2.4e-05,5.4e-13,1.6e-10,0.03727,-20.27,-8.048,6.454,38.95,17.85,10.75
1.8e-13,1.1e-10,2.4e-05,5.4e-13,1.8e-10,0.03727,-22.69,-6.548,6.09,36.13,16.33,10.64
1.8e-13,1.1e-10,2.4e-05,5.4e-13,2.2e-10,0.03727,-27.37,-4.98,5.499,32.05,14.09,10.5
1.8e-13,1.1e-10,2.4e-05,5.4e-13,2.4e-10,0.03727,-29.61,-4.524,5.267,30.6,13.25,10.43
1.8e-13,1.1e-10,2.4e-05,5.4e-13,2.6e-10,0.03727,-31.67,-4.182,5.067,29.4,12.54,10.36
1.8e-13,1.1e-10,2.4e-05,5.4e-13,2.8e-10,0.03727,-33.33,-3.916,4.893,28.42,11.93,10.3
1.8e-13,1.1e-10,2.4e-05,5.4e-13,3e-10,0.03727,-34.34,-3.704,4.742,27.72,11.4,10.25
1.8e-13,1.1e-10,2.4e-05,5.6e-13,2e-10,0.03727,-24.96,-5.64,5.783,33.91,15.11,10.56
1.8e-13,1.1e-10,2.4e-05,5.6e-13,1e-10,0.03727,-12.83,-16.59,7.268,42.01,22.19,10.9
1.8e-13,1.1e-10,2.4e-05,5.6e-13,1.2e-10,0.03727,-15.2,-17.75,7.203,44.5,21.71,11.0
1.8e-13,1.1e-10,2.4e-05,5.6e-13,1.4e-10,0.03727,-17.71,-10.9,6.856,42.22,19.71,10.9
1.8e-13,1.1e-10,2.4e-05,5.6e-13,1.6e-10,0.03727,-20.19,-8.099,6.464,39.0,17.85,10.74
1.8e-13,1.1e-10,2.4e-05,5.6e-13,1.8e-10,0.03727,-22.61,-6.583,6.1,36.18,16.34,10.63
1.8e-13,1.1e-10,2.4e-05,5.6e-13,2.2e-10,0.03727,-27.27,-5.002,5.51,32.09,14.1,10.49
1.8e-13,1.1e-10,2.4e-05,5.6e-13,2.4e-10,0.03727,-29.5,-4.543,5.277,30.63,13.26,10.42
1.8e-13,1.1e-10,2.4e-05,5.6e-13,2.6e-10,0.03727,-31.58,-4.198,5.077,29.44,12.55,10.36
1.8e-13,1.1e-10,2.4e-05,5.6e-13,2.8e-10,0.03727,-33.3,-3.93,4.903,28.45,11.94,10.3
1.8e-13,1.1e-10,2.4e-05,5.6e-13,3e-10,0.03727,-34.39,-3.717,4.751,27.73,11.41,10.24
1.8e-13,1.1e-10,2.4e-05,5.8e-13,2e-10,0.03727,-24.87,-5.665,5.792,33.95,15.11,10.56
1.8e-13,1.1e-10,2.4e-05,5.8e-13,1e-10,0.03727,-12.8,-16.45,7.267,41.92,22.13,10.89
1.8e-13,1.1e-10,2.4e-05,5.8e-13,1.2e-10,0.03727,-15.15,-17.96,7.208,44.5,21.7,11.0
1.8e-13,1.1e-10,2.4e-05,5.8e-13,1.4e-10,0.03727,-17.65,-10.98,6.864,42.25,19.7,10.9
1.8e-13,1.1e-10,2.4e-05,5.8e-13,1.6e-10,0.03727,-20.12,-8.146,6.473,39.05,17.85,10.74
1.8e-13,1.1e-10,2.4e-05,5.8e-13,1.8e-10,0.03727,-22.52,-6.616,6.11,36.22,16.34,10.63
1.8e-13,1.1e-10,2.4e-05,5.8e-13,2.2e-10,0.03727,-27.17,-5.022,5.519,32.13,14.11,10.49
1.8e-13,1.1e-10,2.4e-05,5.8e-13,2.4e-10,0.03727,-29.4,-4.56,5.286,30.67,13.27,10.42
1.8e-13,1.1e-10,2.4e-05,5.8e-13,2.6e-10,0.03727,-31.5,-4.213,5.086,29.47,12.56,10.36
1.8e-13,1.1e-10,2.4e-05,5.8e-13,2.8e-10,0.03727,-33.26,-3.944,4.912,28.48,11.95,10.3
1.8e-13,1.1e-10,2.4e-05,5.8e-13,3e-10,0.03727,-34.42,-3.729,4.76,27.75,11.42,10.24
1.8e-13,1.1e-10,2.4e-05,6.2e-13,2e-10,0.03727,-24.71,-5.71,5.81,34.01,15.12,10.55
1.8e-13,1.1e-10,2.4e-05,6.2e-13,1e-10,0.03727,-12.74,-16.21,7.264,41.77,22.03,10.88
1.8e-13,1.1e-10,2.4e-05,6.2e-13,1.2e-10,0.03727,-15.07,-18.37,7.217,44.48,21.66,10.99
1.8e-13,1.1e-10,2.4e-05,6.2e-13,1.4e-10,0.03727,-17.55,-11.12,6.878,42.31,19.69,10.9
1.8e-13,1.1e-10,2.4e-05,6.2e-13,1.6e-10,0.03727,-20.0,-8.23,6.49,39.12,17.85,10.74
1.8e-13,1.1e-10,2.4e-05,6.2e-13,1.8e-10,0.03727,-22.38,-6.674,6.127,36.3,16.34,10.62
1.8e-13,1.1e-10,2.4e-05,6.2e-13,2.2e-10,0.03727,-26.99,-5.058,5.536,32.19,14.11,10.48
1.8e-13,1.1e-10,2.4e-05,6.2e-13,2.4e-10,0.03727,-29.22,-4.59,5.302,30.72,13.27,10.41
1.8e-13,1.1e-10,2.4e-05,6.2e-13,2.6e-10,0.03727,-31.34,-4.239,5.102,29.52,12.57,10.35
1.8e-13,1.1e-10,2.4e-05,6.2e-13,2.8e-10,0.03727,-33.18,-3.967,4.927,28.53,11.96,10.29
1.8e-13,1.1e-10,2.4e-05,6.2e-13,3e-10,0.03727,-34.48,-3.75,4.775,27.77,11.43,10.24
1.8e-13,1.1e-10,2.4e-05,6.4e-13,2e-10,0.03727,-24.63,-5.729,5.817,34.04,15.12,10.55
1.8e-13,1.1e-10,2.4e-05,6.4e-13,1e-10,0.03727,-12.71,-16.1,7.263,41.71,21.98,10.87
1.8e-13,1.1e-10,2.4e-05,6.4e-13,1.2e-10,0.03727,-15.03,-18.56,7.221,44.47,21.65,10.98
1.8e-13,1.1e-10,2.4e-05,6.4e-13,1.4e-10,0.03727,-17.5,-11.19,6.885,42.34,19.68,10.89
1.8e-13,1.1e-10,2.4e-05,6.4e-13,1.6e-10,0.03727,-19.94,-8.268,6.497,39.15,17.84,10.74
1.8e-13,1.1e-10,2.4e-05,6.4e-13,1.8e-10,0.03727,-22.31,-6.7,6.135,36.33,16.34,10.61
1.8e-13,1.1e-10,2.4e-05,6.4e-13,2.2e-10,0.03727,-26.91,-5.073,5.543,32.22,14.11,10.48
1.8e-13,1.1e-10,2.4e-05,6.4e-13,2.4e-10,0.03727,-29.14,-4.603,5.31,30.75,13.28,10.41
1.8e-13,1.1e-10,2.4e-05,6.4e-13,2.6e-10,0.03727,-31.27,-4.25,5.109,29.55,12.57,10.35
1.8e-13,1.1e-10,2.4e-05,6.4e-13,2.8e-10,0.03727,-33.14,-3.977,4.934,28.55,11.96,10.29
1.8e-13,1.1e-10,2.4e-05,6.4e-13,3e-10,0.03727,-34.49,-3.759,4.782,27.77,11.44,10.23
1.8e-13,1.1e-10,2.4e-05,6.6e-13,2e-10,0.03727,-24.56,-5.748,5.824,34.07,15.12,10.54
1.8e-13,1.1e-10,2.4e-05,6.6e-13,1e-10,0.03727,-12.68,-16.0,7.262,41.64,21.94,10.86
1.8e-13,1.1e-10,2.4e-05,6.6e-13,1.2e-10,0.03727,-14.99,-18.75,7.224,44.46,21.63,10.98
1.8e-13,1.1e-10,2.4e-05,6.6e-13,1.4e-10,0.03727,-17.45,-11.25,6.891,42.36,19.67,10.89
1.8e-13,1.1e-10,2.4e-05,6.6e-13,1.6e-10,0.03727,-19.89,-8.304,6.504,39.18,17.84,10.73
1.8e-13,1.1e-10,2.4e-05,6.6e-13,1.8e-10,0.03727,-22.25,-6.725,6.142,36.36,16.34,10.61
1.8e-13,1.1e-10,2.4e-05,6.6e-13,2.2e-10,0.03727,-26.84,-5.088,5.55,32.24,14.11,10.48
1.8e-13,1.1e-10,2.4e-05,6.6e-13,2.4e-10,0.03727,-29.07,-4.615,5.316,30.77,13.28,10.41
1.8e-13,1.1e-10,2.4e-05,6.6e-13,2.6e-10,0.03727,-31.2,-4.261,5.115,29.56,12.57,10.34
1.8e-13,1.1e-10,2.4e-05,6.6e-13,2.8e-10,0.03727,-33.1,-3.986,4.94,28.57,11.97,10.28
1.8e-13,1.1e-10,2.4e-05,6.6e-13,3e-10,0.03727,-34.51,-3.767,4.788,27.78,11.44,10.23
1.8e-13,1.1e-10,2.4e-05,6.8e-13,2e-10,0.03727,-24.5,-5.765,5.831,34.09,15.11,10.54
1.8e-13,1.1e-10,2.4e-05,6.8e-13,1e-10,0.03727,-12.66,-15.91,7.261,41.58,21.9,10.85
1.8e-13,1.1e-10,2.4e-05,6.8e-13,1.2e-10,0.03727,-14.96,-18.92,7.228,44.46,21.61,10.97
1.8e-13,1.1e-10,2.4e-05,6.8e-13,1.4e-10,0.03727,-17.41,-11.31,6.896,42.38,19.66,10.89
1.8e-13,1.1e-10,2.4e-05,6.8e-13,1.6e-10,0.03727,-19.84,-8.337,6.51,39.21,17.83,10.73
1.8e-13,1.1e-10,2.4e-05,6.8e-13,1.8e-10,0.03727,-22.2,-6.748,6.148,36.38,16.33,10.61
1.8e-13,1.1e-10,2.4e-05,6.8e-13,2.2e-10,0.03727,-26.77,-5.102,5.557,32.26,14.11,10.47
1.8e-13,1.1e-10,2.4e-05,6.8e-13,2.4e-10,0.03727,-29.0,-4.627,5.322,30.79,13.28,10.4
1.8e-13,1.1e-10,2.4e-05,6.8e-13,2.6e-10,0.03727,-31.14,-4.271,5.121,29.58,12.57,10.34
1.8e-13,1.1e-10,2.4e-05,6.8e-13,2.8e-10,0.03727,-33.06,-3.995,4.946,28.58,11.97,10.28
1.8e-13,1.1e-10,2.4e-05,6.8e-13,3e-10,0.03727,-34.52,-3.775,4.793,27.78,11.44,10.23
1.8e-13,1.1e-10,2.4e-05,7e-13,2e-10,0.03727,-24.44,-5.781,5.837,34.11,15.11,10.54
1.8e-13,1.1e-10,2.4e-05,7e-13,1e-10,0.03727,-12.64,-15.82,7.26,41.52,21.85,10.85
1.8e-13,1.1e-10,2.4e-05,7e-13,1.2e-10,0.03727,-14.93,-19.09,7.231,44.45,21.6,10.97
1.8e-13,1.1e-10,2.4e-05,7e-13,1.4e-10,0.03727,-17.37,-11.36,6.901,42.4,19.66,10.88
1.8e-13,1.1e-10,2.4e-05,7e-13,1.6e-10,0.03727,-19.79,-8.368,6.516,39.23,17.83,10.73
1.8e-13,1.1e-10,2.4e-05,7e-13,1.8e-10,0.03727,-22.14,-6.769,6.154,36.4,16.33,10.6
1.8e-13,1.1e-10,2.4e-05,7e-13,2.2e-10,0.03727,-26.7,-5.115,5.563,32.28,14.11,10.47
1.8e-13,1.1e-10,2.4e-05,7e-13,2.4e-10,0.03727,-28.93,-4.637,5.328,30.8,13.28,10.4
1.8e-13,1.1e-10,2.4e-05,7e-13,2.6e-10,0.03727,-31.08,-4.28,5.127,29.6,12.57,10.34
