C1,W,Lg,Ls,VGS,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
2.78e-13,3.25e-06,5.33e-09,1.5e-10,0.7667,4838000000,0.001329,-10.46,1.799,7.673
2.78e-13,3.25e-06,5.33e-09,1.75e-10,0.9,5478000000,0.002211,-8.244,1.815,6.988
2.78e-13,3.25e-06,5.33e-09,1.75e-10,0.5,2926000000,9.83e-05,-14.31,1.899,2.186
2.78e-13,3.25e-06,5.33e-09,1.75e-10,0.6333,4573000000,0.0005465,-11.13,1.795,6.25
2.78e-13,3.25e-06,5.33e-09,1.75e-10,0.7667,5326000000,0.001329,-8.833,1.797,6.887
2.78e-13,3.25e-06,5.33e-09,2e-10,0.9,5958000000,0.002211,-7.224,1.817,6.282
2.78e-13,3.25e-06,5.33e-09,2e-10,0.5,3035000000,9.83e-05,-16.68,1.892,1.859
2.78e-13,3.25e-06,5.33e-09,2e-10,0.6333,4954000000,0.0005465,-9.654,1.792,5.598
2.78e-13,3.25e-06,5.33e-09,2e-10,0.7667,5826000000,0.001329,-7.665,1.795,6.164
2.78e-13,3.25e-06,5.56e-09,1e-10,0.9,3848000000,0.002211,-16.63,1.81,9.779
2.78e-13,3.25e-06,5.56e-09,1e-10,0.5,2593000000,9.83e-05,-8.029,1.908,3.243
2.78e-13,3.25e-06,5.56e-09,1e-10,0.6333,3448000000,0.0005465,-12.97,1.793,8.587
2.78e-13,3.25e-06,5.56e-09,1e-10,0.7667,3766000000,0.001329,-14.47,1.8,9.635
2.78e-13,3.25e-06,5.56e-09,1.25e-10,0.9,4325000000,0.002211,-12.47,1.808,8.811
2.78e-13,3.25e-06,5.56e-09,1.25e-10,0.5,2674000000,9.83e-05,-9.494,1.911,2.926
2.78e-13,3.25e-06,5.56e-09,1.25e-10,0.6333,3763000000,0.0005465,-12.84,1.794,7.809
2.78e-13,3.25e-06,5.56e-09,1.25e-10,0.7667,4193000000,0.001329,-12.08,1.803,8.709
2.78e-13,3.25e-06,5.56e-09,1.5e-10,0.9,4808000000,0.002211,-10.12,1.806,7.937
2.78e-13,3.25e-06,5.56e-09,1.5e-10,0.5,2761000000,9.83e-05,-11.09,1.907,2.609
2.78e-13,3.25e-06,5.56e-09,1.5e-10,0.6333,4088000000,0.0005465,-11.72,1.796,7.083
2.78e-13,3.25e-06,5.56e-09,1.5e-10,0.7667,4635000000,0.001329,-10.14,1.804,7.866
2.78e-13,3.25e-06,5.56e-09,1.75e-10,0.9,5295000000,0.002211,-8.566,1.805,7.142
2.78e-13,3.25e-06,5.56e-09,1.75e-10,0.5,2853000000,9.83e-05,-12.83,1.899,2.293
2.78e-13,3.25e-06,5.56e-09,1.75e-10,0.6333,4423000000,0.0005465,-10.43,1.798,6.405
2.78e-13,3.25e-06,5.56e-09,1.75e-10,0.7667,5097000000,0.001329,-8.694,1.8,7.091
2.78e-13,3.25e-06,5.56e-09,2e-10,0.9,5801000000,0.002211,-7.445,1.805,6.411
2.78e-13,3.25e-06,5.56e-09,2e-10,0.5,2950000000,9.83e-05,-14.67,1.891,1.978
2.78e-13,3.25e-06,5.56e-09,2e-10,0.6333,4770000000,0.0005465,-9.282,1.795,5.77
2.78e-13,3.25e-06,5.56e-09,2e-10,0.7667,5558000000,0.001329,-7.602,1.796,6.376
2.78e-13,3.25e-06,5.78e-09,1e-10,0.9,3677000000,0.002211,-15.77,1.818,9.988
2.78e-13,3.25e-06,5.78e-09,1e-10,0.5,2581000000,9.83e-05,-8.067,1.891,3.25
2.78e-13,3.25e-06,5.78e-09,1e-10,0.6333,3347000000,0.0005465,-16.94,1.783,8.723
2.78e-13,3.25e-06,5.78e-09,1e-10,0.7667,3747000000,0.001329,-13.23,1.786,9.656
2.78e-13,3.25e-06,5.78e-09,1.25e-10,0.9,4113000000,0.002211,-12.36,1.813,9.035
2.78e-13,3.25e-06,5.78e-09,1.25e-10,0.5,2688000000,9.83e-05,-8.826,1.893,2.894
2.78e-13,3.25e-06,5.78e-09,1.25e-10,0.6333,3695000000,0.0005465,-14.62,1.782,7.888
2.78e-13,3.25e-06,5.78e-09,1.25e-10,0.7667,4137000000,0.001329,-11.24,1.786,8.781
2.78e-13,3.25e-06,5.78e-09,1.5e-10,0.9,4562000000,0.002211,-10.14,1.809,8.17
2.78e-13,3.25e-06,5.78e-09,1.5e-10,0.5,2760000000,9.83e-05,-9.428,1.896,2.604
2.78e-13,3.25e-06,5.78e-09,1.5e-10,0.6333,4057000000,0.0005465,-12.33,1.782,7.125
2.78e-13,3.25e-06,5.78e-09,1.5e-10,0.7667,4538000000,0.001329,-9.597,1.787,7.974
2.78e-13,3.25e-06,5.78e-09,1.75e-10,0.9,5027000000,0.002211,-8.615,1.806,7.381
2.78e-13,3.25e-06,5.78e-09,1.75e-10,0.5,2837000000,9.83e-05,-10.64,1.899,2.313
2.78e-13,3.25e-06,5.78e-09,1.75e-10,0.6333,4372000000,0.0005465,-10.6,1.782,6.47
2.78e-13,3.25e-06,5.78e-09,1.75e-10,0.7667,4948000000,0.001329,-8.337,1.789,7.226
2.78e-13,3.25e-06,5.78e-09,2e-10,0.9,5497000000,0.002211,-7.497,1.803,6.654
2.78e-13,3.25e-06,5.78e-09,2e-10,0.5,2920000000,9.83e-05,-11.94,1.898,2.022
2.78e-13,3.25e-06,5.78e-09,2e-10,0.6333,4679000000,0.0005465,-9.279,1.782,5.864
2.78e-13,3.25e-06,5.78e-09,2e-10,0.7667,5377000000,0.001329,-7.359,1.791,6.531
2.78e-13,3.25e-06,6e-09,1e-10,0.9,3640000000,0.002211,-11.86,1.797,10.03
2.78e-13,3.25e-06,6e-09,1e-10,0.5,2358000000,9.83e-05,-9.367,1.875,3.632
2.78e-13,3.25e-06,6e-09,1e-10,0.6333,3121000000,0.0005465,-29.33,1.781,9.03
2.78e-13,3.25e-06,6e-09,1e-10,0.7667,3517000000,0.001329,-17.52,1.781,9.946
2.78e-13,3.25e-06,6e-09,1.25e-10,0.9,4037000000,0.002211,-10.51,1.798,9.128
2.78e-13,3.25e-06,6e-09,1.25e-10,0.5,2489000000,9.83e-05,-10.47,1.875,3.215
2.78e-13,3.25e-06,6e-09,1.25e-10,0.6333,3454000000,0.0005465,-18.11,1.778,8.197
2.78e-13,3.25e-06,6e-09,1.25e-10,0.7667,3943000000,0.001329,-13.06,1.78,8.998
2.78e-13,3.25e-06,6e-09,1.5e-10,0.9,4444000000,0.002211,-9.231,1.8,8.298
2.78e-13,3.25e-06,6e-09,1.5e-10,0.5,2625000000,9.83e-05,-11.41,1.875,2.814
2.78e-13,3.25e-06,6e-09,1.5e-10,0.6333,3788000000,0.0005465,-13.98,1.776,7.433
2.78e-13,3.25e-06,6e-09,1.5e-10,0.7667,4377000000,0.001329,-10.58,1.778,8.141
2.78e-13,3.25e-06,6e-09,1.75e-10,0.9,4864000000,0.002211,-8.116,1.803,7.533
2.78e-13,3.25e-06,6e-09,1.75e-10,0.5,2759000000,9.83e-05,-12.09,1.877,2.428
2.78e-13,3.25e-06,6e-09,1.75e-10,0.6333,4123000000,0.0005465,-11.56,1.774,6.728
2.78e-13,3.25e-06,6e-09,1.75e-10,0.7667,4812000000,0.001329,-8.941,1.777,7.36
2.78e-13,3.25e-06,6e-09,2e-10,0.9,5299000000,0.002211,-7.2,1.806,6.825
2.78e-13,3.25e-06,6e-09,2e-10,0.5,2893000000,9.83e-05,-12.47,1.878,2.056
2.78e-13,3.25e-06,6e-09,2e-10,0.6333,4467000000,0.0005465,-9.923,1.772,6.073
2.78e-13,3.25e-06,6e-09,2e-10,0.7667,5250000000,0.001329,-7.766,1.777,6.641
2.78e-13,3.36e-06,5.2e-09,1e-10,0.9,4156000000,0.002284,-12.67,1.84,9.562
2.78e-13,3.36e-06,5.2e-09,1e-10,0.5,2608000000,0.0001015,-10.28,1.934,3.334
2.78e-13,3.36e-06,5.2e-09,1e-10,0.6333,3589000000,0.0005645,-23.5,1.824,8.542
2.78e-13,3.36e-06,5.2e-09,1e-10,0.7667,4031000000,0.001373,-17.31,1.824,9.456
2.78e-13,3.36e-06,5.2e-09,1.25e-10,0.9,4619000000,0.002284,-10.74,1.841,8.645
2.78e-13,3.36e-06,5.2e-09,1.25e-10,0.5,2718000000,0.0001015,-12.38,1.927,2.966
2.78e-13,3.36e-06,5.2e-09,1.25e-10,0.6333,3959000000,0.0005645,-17.25,1.82,7.711
2.78e-13,3.36e-06,5.2e-09,1.25e-10,0.7667,4524000000,0.001373,-12.85,1.822,8.504
2.78e-13,3.36e-06,5.2e-09,1.5e-10,0.9,5098000000,0.002284,-9.231,1.843,7.805
2.78e-13,3.36e-06,5.2e-09,1.5e-10,0.5,2836000000,0.0001015,-14.92,1.92,2.603
2.78e-13,3.36e-06,5.2e-09,1.5e-10,0.6333,4336000000,0.0005645,-13.59,1.817,6.948
2.78e-13,3.36e-06,5.2e-09,1.5e-10,0.7667,5021000000,0.001373,-10.4,1.82,7.643
2.78e-13,3.36e-06,5.2e-09,1.75e-10,0.9,5592000000,0.002284,-8.062,1.845,7.032
2.78e-13,3.36e-06,5.2e-09,1.75e-10,0.5,2961000000,0.0001015,-18.21,1.915,2.247
2.78e-13,3.36e-06,5.2e-09,1.75e-10,0.6333,4728000000,0.0005645,-11.31,1.814,6.242
2.78e-13,3.36e-06,5.2e-09,1.75e-10,0.7667,5529000000,0.001373,-8.788,1.818,6.857
2.78e-13,3.36e-06,5.2e-09,2e-10,0.9,6097000000,0.002284,-7.124,1.848,6.316
2.78e-13,3.36e-06,5.2e-09,2e-10,0.5,3093000000,0.0001015,-23.02,1.91,1.898
2.78e-13,3.36e-06,5.2e-09,2e-10,0.6333,5123000000,0.0005645,-9.726,1.812,5.585
2.78e-13,3.36e-06,5.2e-09,2e-10,0.7667,6052000000,0.001373,-7.63,1.818,6.135
2.78e-13,3.36e-06,4e-09,1e-10,0.9,5314000000,0.002284,-15.36,1.885,8.45
2.78e-13,3.36e-06,4e-09,1e-10,0.5,3414000000,0.0001015,-10.52,1.976,2.241
2.78e-13,3.36e-06,4e-09,1e-10,0.6333,4709000000,0.0005645,-16.93,1.858,7.333
2.78e-13,3.36e-06,4e-09,1e-10,0.7667,5143000000,0.001373,-15.13,1.871,8.362
2.78e-13,3.36e-06,4e-09,1.25e-10,0.9,5986000000,0.002284,-11.71,1.883,7.476
2.78e-13,3.36e-06,4e-09,1.25e-10,0.5,3608000000,0.0001015,-11.87,1.975,1.814
2.78e-13,3.36e-06,4e-09,1.25e-10,0.6333,5146000000,0.0005645,-14.07,1.857,6.542
2.78e-13,3.36e-06,4e-09,1.25e-10,0.7667,5761000000,0.001373,-12.0,1.872,7.41
2.78e-13,3.36e-06,4e-09,1.5e-10,0.9,6598000000,0.002284,-9.57,1.883,6.638
2.78e-13,3.36e-06,4e-09,1.5e-10,0.5,3809000000,0.0001015,-12.98,1.976,1.401
2.78e-13,3.36e-06,4e-09,1.5e-10,0.6333,5609000000,0.0005645,-11.75,1.858,5.804
2.78e-13,3.36e-06,4e-09,1.5e-10,0.7667,6403000000,0.001373,-9.887,1.867,6.546
2.78e-13,3.36e-06,4e-09,1.75e-10,0.9,7243000000,0.002284,-8.124,1.883,5.864
2.78e-13,3.36e-06,4e-09,1.75e-10,0.5,3951000000,0.0001015,-13.66,1.978,1.076
2.78e-13,3.36e-06,4e-09,1.75e-10,0.6333,6086000000,0.0005645,-10.08,1.859,5.113
2.78e-13,3.36e-06,4e-09,1.75e-10,0.7667,7061000000,0.001373,-8.409,1.863,5.754
2.78e-13,3.36e-06,4e-09,2e-10,0.9,7909000000,0.002284,-7.072,1.885,5.145
2.78e-13,3.36e-06,4e-09,2e-10,0.5,4085000000,0.0001015,-13.97,1.976,0.7694
2.78e-13,3.36e-06,4e-09,2e-10,0.6333,6585000000,0.0005645,-8.925,1.857,4.465
2.78e-13,3.36e-06,4e-09,2e-10,0.7667,7739000000,0.001373,-7.318,1.859,5.024
2.78e-13,3.36e-06,4.22e-09,1e-10,0.9,5070000000,0.002284,-14.45,1.875,8.661
2.78e-13,3.36e-06,4.22e-09,1e-10,0.5,3198000000,0.0001015,-10.2,1.978,2.511
2.78e-13,3.36e-06,4.22e-09,1e-10,0.6333,4407000000,0.0005645,-15.62,1.854,7.622
2.78e-13,3.36e-06,4.22e-09,1e-10,0.7667,4881000000,0.001373,-16.3,1.862,8.592
2.78e-13,3.36e-06,4.22e-09,1.25e-10,0.9,5641000000,0.002284,-11.4,1.874,7.738
2.78e-13,3.36e-06,4.22e-09,1.25e-10,0.5,3333000000,0.0001015,-12.36,1.969,2.148
2.78e-13,3.36e-06,4.22e-09,1.25e-10,0.6333,4843000000,0.0005645,-14.3,1.855,6.81
2.78e-13,3.36e-06,4.22e-09,1.25e-10,0.7667,5482000000,0.001373,-12.4,1.858,7.634
2.78e-13,3.36e-06,4.22e-09,1.5e-10,0.9,6235000000,0.002284,-9.431,1.875,6.892
2.78e-13,3.36e-06,4.22e-09,1.5e-10,0.5,3479000000,0.0001015,-15.0,1.961,1.788
2.78e-13,3.36e-06,4.22e-09,1.5e-10,0.6333,5298000000,0.0005645,-12.28,1.855,6.057
2.78e-13,3.36e-06,4.22e-09,1.5e-10,0.7667,6097000000,0.001373,-10.08,1.854,6.766
2.78e-13,3.36e-06,4.22e-09,1.75e-10,0.9,6853000000,0.002284,-8.059,1.877,6.112
2.78e-13,3.36e-06,4.22e-09,1.75e-10,0.5,3631000000,0.0001015,-18.45,1.954,1.432
2.78e-13,3.36e-06,4.22e-09,1.75e-10,0.6333,5761000000,0.0005645,-10.57,1.849,5.356
2.78e-13,3.36e-06,4.22e-09,1.75e-10,0.7667,6723000000,0.001373,-8.531,1.852,5.973
2.78e-13,3.36e-06,4.22e-09,2e-10,0.9,7486000000,0.002284,-7.044,1.88,5.389
2.78e-13,3.36e-06,4.22e-09,2e-10,0.5,3789000000,0.0001015,-23.61,1.948,1.081
2.78e-13,3.36e-06,4.22e-09,2e-10,0.6333,6239000000,0.0005645,-9.23,1.845,4.701
2.78e-13,3.36e-06,4.22e-09,2e-10,0.7667,7369000000,0.001373,-7.407,1.85,5.243
2.78e-13,3.36e-06,4.44e-09,1e-10,0.9,4819000000,0.002284,-13.9,1.866,8.891
2.78e-13,3.36e-06,4.44e-09,1e-10,0.5,2997000000,0.0001015,-11.31,1.953,2.768
2.78e-13,3.36e-06,4.44e-09,1e-10,0.6333,4174000000,0.0005645,-17.37,1.85,7.86
2.78e-13,3.36e-06,4.44e-09,1e-10,0.7667,4653000000,0.001373,-16.75,1.852,8.805
2.78e-13,3.36e-06,4.44e-09,1.25e-10,0.9,5361000000,0.002284,-11.2,1.866,7.966
2.78e-13,3.36e-06,4.44e-09,1.25e-10,0.5,3157000000,0.0001015,-13.5,1.948,2.365
2.78e-13,3.36e-06,4.44e-09,1.25e-10,0.6333,4595000000,0.0005645,-15.23,1.85,7.039
2.78e-13,3.36e-06,4.44e-09,1.25e-10,0.7667,5227000000,0.001373,-12.56,1.848,7.847
2.78e-13,3.36e-06,4.44e-09,1.5e-10,0.9,5926000000,0.002284,-9.354,1.867,7.119
2.78e-13,3.36e-06,4.44e-09,1.5e-10,0.5,3320000000,0.0001015,-15.95,1.945,1.972
2.78e-13,3.36e-06,4.44e-09,1.5e-10,0.6333,5038000000,0.0005645,-12.72,1.844,6.281
2.78e-13,3.36e-06,4.44e-09,1.5e-10,0.7667,5814000000,0.001373,-10.18,1.845,6.979
2.78e-13,3.36e-06,4.44e-09,1.75e-10,0.9,6514000000,0.002284,-8.031,1.87,6.339
2.78e-13,3.36e-06,4.44e-09,1.75e-10,0.5,3486000000,0.0001015,-18.49,1.942,1.589
2.78e-13,3.36e-06,4.44e-09,1.75e-10,0.6333,5484000000,0.0005645,-10.82,1.84,5.577
2.78e-13,3.36e-06,4.44e-09,1.75e-10,0.7667,6411000000,0.001373,-8.602,1.843,6.187
2.78e-13,3.36e-06,4.44e-09,2e-10,0.9,7118000000,0.002284,-7.041,1.873,5.618
2.78e-13,3.36e-06,4.44e-09,2e-10,0.5,3657000000,0.0001015,-20.31,1.941,1.216
2.78e-13,3.36e-06,4.44e-09,2e-10,0.6333,5939000000,0.0005645,-9.39,1.836,4.92
2.78e-13,3.36e-06,4.44e-09,2e-10,0.7667,7020000000,0.001373,-7.465,1.842,5.459
2.78e-13,3.36e-06,4.67e-09,1e-10,0.9,4624000000,0.002284,-13.97,1.857,9.08
2.78e-13,3.36e-06,4.67e-09,1e-10,0.5,2928000000,0.0001015,-10.63,1.942,2.868
2.78e-13,3.36e-06,4.67e-09,1e-10,0.6333,3986000000,0.0005645,-17.67,1.844,8.067
2.78e-13,3.36e-06,4.67e-09,1e-10,0.7667,4438000000,0.001373,-16.88,1.845,9.016
2.78e-13,3.36e-06,4.67e-09,1.25e-10,0.9,5130000000,0.002284,-11.28,1.857,8.164
2.78e-13,3.36e-06,4.67e-09,1.25e-10,0.5,3091000000,0.0001015,-12.14,1.941,2.449
2.78e-13,3.36e-06,4.67e-09,1.25e-10,0.6333,4385000000,0.0005645,-15.43,1.842,7.248
2.78e-13,3.36e-06,4.67e-09,1.25e-10,0.7667,4985000000,0.001373,-12.66,1.841,8.061
2.78e-13,3.36e-06,4.67e-09,1.5e-10,0.9,5665000000,0.002284,-9.418,1.858,7.324
2.78e-13,3.36e-06,4.67e-09,1.5e-10,0.5,3256000000,0.0001015,-13.47,1.94,2.044
2.78e-13,3.36e-06,4.67e-09,1.5e-10,0.6333,4803000000,0.0005645,-12.86,1.837,6.491
2.78e-13,3.36e-06,4.67e-09,1.5e-10,0.7667,5540000000,0.001373,-10.26,1.838,7.196
2.78e-13,3.36e-06,4.67e-09,1.75e-10,0.9,6215000000,0.002284,-8.088,1.86,6.549
2.78e-13,3.36e-06,4.67e-09,1.75e-10,0.5,3423000000,0.0001015,-14.43,1.941,1.652
2.78e-13,3.36e-06,4.67e-09,1.75e-10,0.6333,5232000000,0.0005645,-10.91,1.833,5.788
2.78e-13,3.36e-06,4.67e-09,1.75e-10,0.7667,6109000000,0.001373,-8.668,1.836,6.406
2.78e-13,3.36e-06,4.67e-09,2e-10,0.9,6789000000,0.002284,-7.091,1.863,5.832
2.78e-13,3.36e-06,4.67e-09,2e-10,0.5,3594000000,0.0001015,-14.84,1.942,1.272
2.78e-13,3.36e-06,4.67e-09,2e-10,0.6333,5664000000,0.0005645,-9.469,1.829,5.133
2.78e-13,3.36e-06,4.67e-09,2e-10,0.7667,6684000000,0.001373,-7.522,1.834,5.68
2.78e-13,3.36e-06,4.89e-09,1e-10,0.9,4455000000,0.002284,-14.73,1.848,9.252
2.78e-13,3.36e-06,4.89e-09,1e-10,0.5,2886000000,0.0001015,-9.653,1.937,2.926
2.78e-13,3.36e-06,4.89e-09,1e-10,0.6333,3830000000,0.0005645,-16.33,1.836,8.247
2.78e-13,3.36e-06,4.89e-09,1e-10,0.7667,4239000000,0.001373,-16.58,1.841,9.222
2.78e-13,3.36e-06,4.89e-09,1.25e-10,0.9,4957000000,0.002284,-11.64,1.848,8.323
2.78e-13,3.36e-06,4.89e-09,1.25e-10,0.5,3047000000,0.0001015,-10.74,1.937,2.504
2.78e-13,3.36e-06,4.89e-09,1.25e-10,0.6333,4205000000,0.0005645,-14.86,1.838,7.437
2.78e-13,3.36e-06,4.89e-09,1.25e-10,0.7667,4754000000,0.001373,-12.66,1.837,8.274
2.78e-13,3.36e-06,4.89e-09,1.5e-10,0.9,5452000000,0.002284,-9.634,1.848,7.499
2.78e-13,3.36e-06,4.89e-09,1.5e-10,0.5,3208000000,0.0001015,-11.62,1.938,2.097
2.78e-13,3.36e-06,4.89e-09,1.5e-10,0.6333,4593000000,0.0005645,-12.67,1.833,6.688
2.78e-13,3.36e-06,4.89e-09,1.5e-10,0.7667,5280000000,0.001373,-10.3,1.833,7.414
2.78e-13,3.36e-06,4.89e-09,1.75e-10,0.9,5968000000,0.002284,-8.236,1.849,6.736
2.78e-13,3.36e-06,4.89e-09,1.75e-10,0.5,3327000000,0.0001015,-12.2,1.94,1.765
2.78e-13,3.36e-06,4.89e-09,1.75e-10,0.6333,5001000000,0.0005645,-10.86,1.829,5.991
2.78e-13,3.36e-06,4.89e-09,1.75e-10,0.7667,5814000000,0.001373,-8.719,1.83,6.628
2.78e-13,3.36e-06,4.89e-09,2e-10,0.9,6502000000,0.002284,-7.2,1.851,6.027
2.78e-13,3.36e-06,4.89e-09,2e-10,0.5,3424000000,0.0001015,-12.45,1.943,1.474
2.78e-13,3.36e-06,4.89e-09,2e-10,0.6333,5410000000,0.0005645,-9.468,1.825,5.34
2.78e-13,3.36e-06,4.89e-09,2e-10,0.7667,6362000000,0.001373,-7.572,1.828,5.904
2.78e-13,3.36e-06,5.11e-09,1e-10,0.9,4203000000,0.002284,-16.03,1.842,9.51
2.78e-13,3.36e-06,5.11e-09,1e-10,0.5,2819000000,0.0001015,-9.088,1.931,3.019
2.78e-13,3.36e-06,5.11e-09,1e-10,0.6333,3716000000,0.0005645,-13.9,1.825,8.38
2.78e-13,3.36e-06,5.11e-09,1e-10,0.7667,4074000000,0.001373,-15.23,1.834,9.405
2.78e-13,3.36e-06,5.11e-09,1.25e-10,0.9,4727000000,0.002284,-12.18,1.841,8.541
2.78e-13,3.36e-06,5.11e-09,1.25e-10,0.5,2975000000,0.0001015,-10.02,1.932,2.598
2.78e-13,3.36e-06,5.11e-09,1.25e-10,0.6333,4065000000,0.0005645,-13.43,1.826,7.592
2.78e-13,3.36e-06,5.11e-09,1.25e-10,0.7667,4548000000,0.001373,-12.29,1.837,8.471
2.78e-13,3.36e-06,5.11e-09,1.5e-10,0.9,5253000000,0.002284,-9.94,1.839,7.668
2.78e-13,3.36e-06,5.11e-09,1.5e-10,0.5,3090000000,0.0001015,-10.76,1.934,2.253
2.78e-13,3.36e-06,5.11e-09,1.5e-10,0.6333,4425000000,0.0005645,-11.99,1.828,6.858
2.78e-13,3.36e-06,5.11e-09,1.5e-10,0.7667,5046000000,0.001373,-10.18,1.832,7.621
2.78e-13,3.36e-06,5.11e-09,1.75e-10,0.9,5781000000,0.002284,-8.435,1.839,6.885
2.78e-13,3.36e-06,5.11e-09,1.75e-10,0.5,3177000000,0.0001015,-11.25,1.936,1.96
2.78e-13,3.36e-06,5.11e-09,1.75e-10,0.6333,4799000000,0.0005645,-10.54,1.828,6.174
2.78e-13,3.36e-06,5.11e-09,1.75e-10,0.7667,5547000000,0.001373,-8.685,1.828,6.842
2.78e-13,3.36e-06,5.11e-09,2e-10,0.9,6275000000,0.002284,-7.343,1.839,6.192
2.78e-13,3.36e-06,5.11e-09,2e-10,0.5,3272000000,0.0001015,-12.44,1.939,1.665
2.78e-13,3.36e-06,5.11e-09,2e-10,0.6333,5185000000,0.0005645,-9.31,1.823,5.533
2.78e-13,3.36e-06,5.11e-09,2e-10,0.7667,6060000000,0.001373,-7.571,1.825,6.123
2.78e-13,3.36e-06,5.33e-09,1e-10,0.9,3985000000,0.002284,-16.66,1.842,9.749
2.78e-13,3.36e-06,5.33e-09,1e-10,0.5,2709000000,0.0001015,-9.045,1.922,3.184
2.78e-13,3.36e-06,5.33e-09,1e-10,0.6333,3673000000,0.0005645,-15.06,1.815,8.432
2.78e-13,3.36e-06,5.33e-09,1e-10,0.7667,3969000000,0.001373,-12.79,1.82,9.528
2.78e-13,3.36e-06,5.33e-09,1.25e-10,0.9,4474000000,0.002284,-12.5,1.839,8.786
2.78e-13,3.36e-06,5.33e-09,1.25e-10,0.5,2858000000,0.0001015,-9.984,1.923,2.765
2.78e-13,3.36e-06,5.33e-09,1.25e-10,0.6333,3988000000,0.0005645,-13.45,1.815,7.681
2.78e-13,3.36e-06,5.33e-09,1.25e-10,0.7667,4406000000,0.001373,-11.25,1.822,8.622
2.78e-13,3.36e-06,5.33e-09,1.5e-10,0.9,4975000000,0.002284,-10.14,1.836,7.915
2.78e-13,3.36e-06,5.33e-09,1.5e-10,0.5,3004000000,0.0001015,-10.73,1.925,2.368
2.78e-13,3.36e-06,5.33e-09,1.5e-10,0.6333,4319000000,0.0005645,-11.64,1.815,6.976
2.78e-13,3.36e-06,5.33e-09,1.5e-10,0.7667,4859000000,0.001373,-9.704,1.823,7.792
2.78e-13,3.36e-06,5.33e-09,1.75e-10,0.9,5484000000,0.002284,-8.579,1.833,7.121
2.78e-13,3.36e-06,5.33e-09,1.75e-10,0.5,3085000000,0.0001015,-11.24,1.927,2.082
2.78e-13,3.36e-06,5.33e-09,1.75e-10,0.6333,4658000000,0.0005645,-10.14,1.816,6.313
2.78e-13,3.36e-06,5.33e-09,1.75e-10,0.7667,5328000000,0.001373,-8.44,1.826,7.027
2.78e-13,3.36e-06,5.33e-09,2e-10,0.9,6009000000,0.002284,-7.451,1.831,6.391
2.78e-13,3.36e-06,5.33e-09,2e-10,0.5,3172000000,0.0001015,-11.73,1.93,1.794
2.78e-13,3.36e-06,5.33e-09,2e-10,0.6333,5007000000,0.0005645,-8.956,1.817,5.69
2.78e-13,3.36e-06,5.33e-09,2e-10,0.7667,5803000000,0.001373,-7.438,1.828,6.319
2.78e-13,3.36e-06,5.56e-09,1e-10,0.9,3843000000,0.002284,-14.49,1.838,9.917
2.78e-13,3.36e-06,5.56e-09,1e-10,0.5,2555000000,0.0001015,-9.521,1.911,3.422
2.78e-13,3.36e-06,5.56e-09,1e-10,0.6333,3426000000,0.0005645,-21.06,1.808,8.745
2.78e-13,3.36e-06,5.56e-09,1e-10,0.7667,3891000000,0.001373,-14.85,1.81,9.618
2.78e-13,3.36e-06,5.56e-09,1.25e-10,0.9,4290000000,0.002284,-11.87,1.841,8.976
2.78e-13,3.36e-06,5.56e-09,1.25e-10,0.5,2700000000,0.0001015,-10.62,1.911,3.005
2.78e-13,3.36e-06,5.56e-09,1.25e-10,0.6333,3790000000,0.0005645,-16.26,1.806,7.908
2.78e-13,3.36e-06,5.56e-09,1.25e-10,0.7667,4358000000,0.001373,-11.99,1.81,8.684
2.78e-13,3.36e-06,5.56e-09,1.5e-10,0.9,4756000000,0.002284,-9.905,1.841,8.12
2.78e-13,3.36e-06,5.56e-09,1.5e-10,0.5,2843000000,0.0001015,-11.53,1.912,2.604
2.78e-13,3.36e-06,5.56e-09,1.5e-10,0.6333,4163000000,0.0005645,-13.1,1.805,7.142
2.78e-13,3.36e-06,5.56e-09,1.5e-10,0.7667,4762000000,0.001373,-9.994,1.81,7.891
2.78e-13,3.36e-06,5.56e-09,1.75e-10,0.9,5236000000,0.002284,-8.479,1.837,7.336
2.78e-13,3.36e-06,5.56e-09,1.75e-10,0.5,2986000000,0.0001015,-12.18,1.913,2.217
2.78e-13,3.36e-06,5.56e-09,1.75e-10,0.6333,4538000000,0.0005645,-11.02,1.804,6.436
2.78e-13,3.36e-06,5.56e-09,1.75e-10,0.7667,5183000000,0.001373,-8.572,1.81,7.154
2.78e-13,3.36e-06,5.56e-09,2e-10,0.9,5718000000,0.002284,-7.408,1.833,6.613
2.78e-13,3.36e-06,5.56e-09,2e-10,0.5,3129000000,0.0001015,-12.5,1.915,1.844
2.78e-13,3.36e-06,5.56e-09,2e-10,0.6333,4912000000,0.0005645,-9.547,1.804,5.782
2.78e-13,3.36e-06,5.56e-09,2e-10,0.7667,5624000000,0.001373,-7.51,1.811,6.467
2.78e-13,3.36e-06,5.78e-09,1e-10,0.9,3819000000,0.002284,-12.99,1.82,9.948
2.78e-13,3.36e-06,5.78e-09,1e-10,0.5,2391000000,0.0001015,-10.39,1.901,3.699
2.78e-13,3.36e-06,5.78e-09,1e-10,0.6333,3247000000,0.0005645,-24.64,1.809,8.988
2.78e-13,3.36e-06,5.78e-09,1e-10,0.7667,3644000000,0.001373,-17.86,1.809,9.921
