C1,W,Lg,Ls,VGS,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
1e-13,3.79e-06,5.11e-09,1.25e-10,0.6333,5143000000,0.0006368,-21.01,1.698,7.864
1e-13,3.79e-06,5.11e-09,1.25e-10,0.7667,5806000000,0.001549,-20.49,1.696,8.906
1e-13,3.79e-06,5.11e-09,1.5e-10,0.9,6512000000,0.002576,-17.46,1.722,8.411
1e-13,3.79e-06,5.11e-09,1.5e-10,0.5,3547000000,0.0001145,-9.761,1.884,2.458
1e-13,3.79e-06,5.11e-09,1.5e-10,0.6333,5563000000,0.0006368,-21.99,1.696,7.26
1e-13,3.79e-06,5.11e-09,1.5e-10,0.7667,6351000000,0.001549,-17.12,1.696,8.233
1e-13,3.79e-06,5.11e-09,1.75e-10,0.9,7186000000,0.002576,-14.43,1.718,7.751
1e-13,3.79e-06,5.11e-09,1.75e-10,0.5,3664000000,0.0001145,-11.23,1.876,2.186
1e-13,3.79e-06,5.11e-09,1.75e-10,0.6333,5958000000,0.0006368,-18.48,1.695,6.716
1e-13,3.79e-06,5.11e-09,1.75e-10,0.7667,6944000000,0.001549,-14.22,1.696,7.602
1e-13,3.79e-06,5.11e-09,2e-10,0.9,7920000000,0.002576,-12.27,1.715,7.133
1e-13,3.79e-06,5.11e-09,2e-10,0.5,3785000000,0.0001145,-12.89,1.869,1.915
1e-13,3.79e-06,5.11e-09,2e-10,0.6333,6380000000,0.0006368,-15.5,1.694,6.196
1e-13,3.79e-06,5.11e-09,2e-10,0.7667,7595000000,0.001549,-12.15,1.696,7.009
1e-13,3.79e-06,5.33e-09,1e-10,0.9,5228000000,0.002576,-16.12,1.707,10.03
1e-13,3.79e-06,5.33e-09,1e-10,0.5,3286000000,0.0001145,-6.991,1.876,3.083
1e-13,3.79e-06,5.33e-09,1e-10,0.6333,4517000000,0.0006368,-16.29,1.684,8.77
1e-13,3.79e-06,5.33e-09,1e-10,0.7667,5100000000,0.001549,-21.92,1.681,9.842
1e-13,3.79e-06,5.33e-09,1.25e-10,0.9,5755000000,0.002576,-17.19,1.708,9.289
1e-13,3.79e-06,5.33e-09,1.25e-10,0.5,3376000000,0.0001145,-7.913,1.876,2.822
1e-13,3.79e-06,5.33e-09,1.25e-10,0.6333,4925000000,0.0006368,-23.6,1.682,8.103
1e-13,3.79e-06,5.33e-09,1.25e-10,0.7667,5663000000,0.001549,-30.48,1.679,9.078
1e-13,3.79e-06,5.33e-09,1.5e-10,0.9,6335000000,0.002576,-15.59,1.708,8.603
1e-13,3.79e-06,5.33e-09,1.5e-10,0.5,3473000000,0.0001145,-9.122,1.875,2.56
1e-13,3.79e-06,5.33e-09,1.5e-10,0.6333,5342000000,0.0006368,-34.9,1.679,7.481
1e-13,3.79e-06,5.33e-09,1.5e-10,0.7667,6250000000,0.001549,-20.17,1.678,8.374
1e-13,3.79e-06,5.33e-09,1.75e-10,0.9,6951000000,0.002576,-13.77,1.709,7.962
1e-13,3.79e-06,5.33e-09,1.75e-10,0.5,3577000000,0.0001145,-10.44,1.867,2.299
1e-13,3.79e-06,5.33e-09,1.75e-10,0.6333,5795000000,0.0006368,-22.03,1.677,6.897
1e-13,3.79e-06,5.33e-09,1.75e-10,0.7667,6821000000,0.001549,-15.71,1.676,7.76
1e-13,3.79e-06,5.33e-09,2e-10,0.9,7662000000,0.002576,-12.1,1.707,7.361
1e-13,3.79e-06,5.33e-09,2e-10,0.5,3689000000,0.0001145,-11.9,1.859,2.039
1e-13,3.79e-06,5.33e-09,2e-10,0.6333,6254000000,0.0006368,-17.26,1.676,6.348
1e-13,3.79e-06,5.33e-09,2e-10,0.7667,7411000000,0.001549,-13.09,1.675,7.189
1e-13,3.79e-06,5.56e-09,1e-10,0.9,5144000000,0.002576,-20.08,1.688,10.15
1e-13,3.79e-06,5.56e-09,1e-10,0.5,3205000000,0.0001145,-7.283,1.854,3.204
1e-13,3.79e-06,5.56e-09,1e-10,0.6333,4380000000,0.0006368,-14.34,1.674,8.94
1e-13,3.79e-06,5.56e-09,1e-10,0.7667,4928000000,0.001549,-18.74,1.67,10.05
1e-13,3.79e-06,5.56e-09,1.25e-10,0.9,5724000000,0.002576,-24.75,1.687,9.388
1e-13,3.79e-06,5.56e-09,1.25e-10,0.5,3346000000,0.0001145,-8.186,1.854,2.872
1e-13,3.79e-06,5.56e-09,1.25e-10,0.6333,4761000000,0.0006368,-19.0,1.67,8.297
1e-13,3.79e-06,5.56e-09,1.25e-10,0.7667,5441000000,0.001549,-24.96,1.667,9.305
1e-13,3.79e-06,5.56e-09,1.5e-10,0.9,6243000000,0.002576,-19.49,1.686,8.737
1e-13,3.79e-06,5.56e-09,1.5e-10,0.5,3456000000,0.0001145,-9.059,1.854,2.592
1e-13,3.79e-06,5.56e-09,1.5e-10,0.6333,5156000000,0.0006368,-23.69,1.667,7.694
1e-13,3.79e-06,5.56e-09,1.5e-10,0.7667,6005000000,0.001549,-20.82,1.664,8.617
1e-13,3.79e-06,5.56e-09,1.75e-10,0.9,6839000000,0.002576,-15.57,1.686,8.125
1e-13,3.79e-06,5.56e-09,1.75e-10,0.5,3545000000,0.0001145,-9.879,1.854,2.35
1e-13,3.79e-06,5.56e-09,1.75e-10,0.6333,5561000000,0.0006368,-21.73,1.664,7.126
1e-13,3.79e-06,5.56e-09,1.75e-10,0.7667,6583000000,0.001549,-16.43,1.662,7.976
1e-13,3.79e-06,5.56e-09,2e-10,0.9,7493000000,0.002576,-13.07,1.685,7.547
1e-13,3.79e-06,5.56e-09,2e-10,0.5,3640000000,0.0001145,-10.62,1.855,2.107
1e-13,3.79e-06,5.56e-09,2e-10,0.6333,6002000000,0.0006368,-17.85,1.661,6.589
1e-13,3.79e-06,5.56e-09,2e-10,0.7667,7240000000,0.001549,-13.68,1.66,7.377
1e-13,3.79e-06,5.78e-09,1e-10,0.9,4946000000,0.002576,-19.12,1.678,10.38
1e-13,3.79e-06,5.78e-09,1e-10,0.5,3022000000,0.0001145,-7.642,1.834,3.47
1e-13,3.79e-06,5.78e-09,1e-10,0.6333,4369000000,0.0006368,-12.34,1.662,9.006
1e-13,3.79e-06,5.78e-09,1e-10,0.7667,4865000000,0.001549,-14.31,1.657,10.16
1e-13,3.79e-06,5.78e-09,1.25e-10,0.9,5474000000,0.002576,-27.85,1.675,9.634
1e-13,3.79e-06,5.78e-09,1.25e-10,0.5,3152000000,0.0001145,-8.7,1.832,3.147
1e-13,3.79e-06,5.78e-09,1.25e-10,0.6333,4703000000,0.0006368,-14.49,1.661,8.403
1e-13,3.79e-06,5.78e-09,1.25e-10,0.7667,5343000000,0.001549,-16.18,1.657,9.457
1e-13,3.79e-06,5.78e-09,1.5e-10,0.9,6065000000,0.002576,-21.95,1.672,8.944
1e-13,3.79e-06,5.78e-09,1.5e-10,0.5,3285000000,0.0001145,-9.772,1.83,2.832
1e-13,3.79e-06,5.78e-09,1.5e-10,0.6333,5064000000,0.0006368,-15.75,1.661,7.832
1e-13,3.79e-06,5.78e-09,1.5e-10,0.7667,5837000000,0.001549,-16.44,1.658,8.798
1e-13,3.79e-06,5.78e-09,1.75e-10,0.9,6687000000,0.002576,-16.88,1.67,8.302
1e-13,3.79e-06,5.78e-09,1.75e-10,0.5,3418000000,0.0001145,-10.84,1.829,2.525
1e-13,3.79e-06,5.78e-09,1.75e-10,0.6333,5437000000,0.0006368,-16.36,1.657,7.29
1e-13,3.79e-06,5.78e-09,1.75e-10,0.7667,6397000000,0.001549,-14.97,1.655,8.18
1e-13,3.79e-06,5.78e-09,2e-10,0.9,7378000000,0.002576,-13.94,1.668,7.702
1e-13,3.79e-06,5.78e-09,2e-10,0.5,3555000000,0.0001145,-11.88,1.829,2.226
1e-13,3.79e-06,5.78e-09,2e-10,0.6333,5821000000,0.0006368,-15.55,1.653,6.775
1e-13,3.79e-06,5.78e-09,2e-10,0.7667,6992000000,0.001549,-13.21,1.652,7.599
1e-13,3.79e-06,6e-09,1e-10,0.9,4887000000,0.002576,-14.01,1.665,10.5
1e-13,3.79e-06,6e-09,1e-10,0.5,2875000000,0.0001145,-7.722,1.82,3.68
1e-13,3.79e-06,6e-09,1e-10,0.6333,4251000000,0.0006368,-14.3,1.642,9.174
1e-13,3.79e-06,6e-09,1e-10,0.7667,4801000000,0.001549,-18.11,1.638,10.28
1e-13,3.79e-06,6e-09,1.25e-10,0.9,5381000000,0.002576,-16.29,1.666,9.79
1e-13,3.79e-06,6e-09,1.25e-10,0.5,2993000000,0.0001145,-8.914,1.816,3.373
1e-13,3.79e-06,6e-09,1.25e-10,0.6333,4628000000,0.0006368,-18.87,1.641,8.532
1e-13,3.79e-06,6e-09,1.25e-10,0.7667,5308000000,0.001549,-25.01,1.636,9.55
1e-13,3.79e-06,6e-09,1.5e-10,0.9,5902000000,0.002576,-16.69,1.667,9.129
1e-13,3.79e-06,6e-09,1.5e-10,0.5,3115000000,0.0001145,-10.19,1.813,3.072
1e-13,3.79e-06,6e-09,1.5e-10,0.6333,5009000000,0.0006368,-23.92,1.639,7.931
1e-13,3.79e-06,6e-09,1.5e-10,0.7667,5835000000,0.001549,-22.27,1.635,8.884
1e-13,3.79e-06,6e-09,1.75e-10,0.9,6486000000,0.002576,-15.21,1.666,8.511
1e-13,3.79e-06,6e-09,1.75e-10,0.5,3238000000,0.0001145,-11.55,1.81,2.777
1e-13,3.79e-06,6e-09,1.75e-10,0.6333,5419000000,0.0006368,-22.61,1.638,7.368
1e-13,3.79e-06,6e-09,1.75e-10,0.7667,6334000000,0.001549,-17.43,1.635,8.303
1e-13,3.79e-06,6e-09,2e-10,0.9,7139000000,0.002576,-13.41,1.663,7.931
1e-13,3.79e-06,6e-09,2e-10,0.5,3362000000,0.0001145,-13.01,1.807,2.489
1e-13,3.79e-06,6e-09,2e-10,0.6333,5788000000,0.0006368,-18.57,1.637,6.875
1e-13,3.79e-06,6e-09,2e-10,0.7667,6895000000,0.001549,-14.44,1.634,7.752
1e-13,3.89e-06,5.2e-09,1e-10,0.9,5375000000,0.002649,-15.74,1.727,10.02
1e-13,3.89e-06,5.2e-09,1e-10,0.5,3339000000,0.0001178,-7.125,1.902,3.119
1e-13,3.89e-06,5.2e-09,1e-10,0.6333,4668000000,0.0006549,-16.4,1.702,8.74
1e-13,3.89e-06,5.2e-09,1e-10,0.7667,5274000000,0.001593,-21.65,1.699,9.81
1e-13,3.89e-06,5.2e-09,1.25e-10,0.9,5925000000,0.002649,-16.97,1.728,9.282
1e-13,3.89e-06,5.2e-09,1.25e-10,0.5,3437000000,0.0001178,-8.298,1.9,2.85
1e-13,3.89e-06,5.2e-09,1.25e-10,0.6333,5089000000,0.0006549,-23.48,1.7,8.074
1e-13,3.89e-06,5.2e-09,1.25e-10,0.7667,5867000000,0.001593,-27.8,1.697,9.048
1e-13,3.89e-06,5.2e-09,1.5e-10,0.9,6543000000,0.002649,-16.05,1.728,8.594
1e-13,3.89e-06,5.2e-09,1.5e-10,0.5,3544000000,0.0001178,-9.576,1.892,2.581
1e-13,3.89e-06,5.2e-09,1.5e-10,0.6333,5534000000,0.0006549,-30.46,1.697,7.453
1e-13,3.89e-06,5.2e-09,1.5e-10,0.7667,6438000000,0.001593,-19.77,1.695,8.374
1e-13,3.89e-06,5.2e-09,1.75e-10,0.9,7212000000,0.002649,-14.07,1.727,7.952
1e-13,3.89e-06,5.2e-09,1.75e-10,0.5,3659000000,0.0001178,-10.98,1.885,2.314
1e-13,3.89e-06,5.2e-09,1.75e-10,0.6333,6000000000,0.0006549,-21.48,1.695,6.87
1e-13,3.89e-06,5.2e-09,1.75e-10,0.7667,7027000000,0.001593,-15.55,1.694,7.766
1e-13,3.89e-06,5.2e-09,2e-10,0.9,7956000000,0.002649,-12.26,1.723,7.349
1e-13,3.89e-06,5.2e-09,2e-10,0.5,3777000000,0.0001178,-12.56,1.878,2.049
1e-13,3.89e-06,5.2e-09,2e-10,0.6333,6446000000,0.0006549,-17.03,1.694,6.345
1e-13,3.89e-06,5.2e-09,2e-10,0.7667,7674000000,0.001593,-13.01,1.694,7.191
1e-13,3.89e-06,4e-09,1e-10,0.9,6384000000,0.002649,-18.22,1.825,8.955
1e-13,3.89e-06,4e-09,1e-10,0.5,4068000000,0.0001178,-8.39,1.987,2.227
1e-13,3.89e-06,4e-09,1e-10,0.6333,5565000000,0.0006549,-19.95,1.795,7.735
1e-13,3.89e-06,4e-09,1e-10,0.7667,6303000000,0.001593,-37.34,1.794,8.745
1e-13,3.89e-06,4e-09,1.25e-10,0.9,7106000000,0.002649,-16.59,1.825,8.15
1e-13,3.89e-06,4e-09,1.25e-10,0.5,4197000000,0.0001178,-9.411,1.987,1.946
1e-13,3.89e-06,4e-09,1.25e-10,0.6333,6101000000,0.0006549,-29.41,1.79,7.026
1e-13,3.89e-06,4e-09,1.25e-10,0.7667,7033000000,0.001593,-21.07,1.791,7.929
1e-13,3.89e-06,4e-09,1.5e-10,0.9,7886000000,0.002649,-14.1,1.826,7.405
1e-13,3.89e-06,4e-09,1.5e-10,0.5,4334000000,0.0001178,-10.7,1.984,1.663
1e-13,3.89e-06,4e-09,1.5e-10,0.6333,6653000000,0.0006549,-21.88,1.787,6.364
1e-13,3.89e-06,4e-09,1.5e-10,0.7667,7710000000,0.001593,-15.6,1.789,7.226
1e-13,3.89e-06,4e-09,1.75e-10,0.9,8729000000,0.002649,-11.97,1.821,6.714
1e-13,3.89e-06,4e-09,1.75e-10,0.5,4479000000,0.0001178,-12.44,1.974,1.38
1e-13,3.89e-06,4e-09,1.75e-10,0.6333,7239000000,0.0006549,-16.82,1.783,5.745
1e-13,3.89e-06,4e-09,1.75e-10,0.7667,8463000000,0.001593,-12.69,1.787,6.566
1e-13,3.89e-06,4e-09,2e-10,0.9,9665000000,0.002649,-10.36,1.816,6.07
1e-13,3.89e-06,4e-09,2e-10,0.5,4634000000,0.0001178,-14.46,1.965,1.097
1e-13,3.89e-06,4e-09,2e-10,0.6333,7835000000,0.0006549,-13.91,1.78,5.168
1e-13,3.89e-06,4e-09,2e-10,0.7667,9288000000,0.001593,-10.79,1.787,5.947
1e-13,3.89e-06,4.22e-09,1e-10,0.9,6129000000,0.002649,-18.4,1.807,9.186
1e-13,3.89e-06,4.22e-09,1e-10,0.5,3781000000,0.0001178,-8.695,1.966,2.55
1e-13,3.89e-06,4.22e-09,1e-10,0.6333,5362000000,0.0006549,-20.03,1.775,7.937
1e-13,3.89e-06,4.22e-09,1e-10,0.7667,6095000000,0.001593,-27.33,1.774,8.945
1e-13,3.89e-06,4.22e-09,1.25e-10,0.9,6823000000,0.002649,-17.84,1.808,8.387
1e-13,3.89e-06,4.22e-09,1.25e-10,0.5,3927000000,0.0001178,-10.22,1.959,2.237
1e-13,3.89e-06,4.22e-09,1.25e-10,0.6333,5883000000,0.0006549,-39.81,1.772,7.232
1e-13,3.89e-06,4.22e-09,1.25e-10,0.7667,6734000000,0.001593,-21.36,1.772,8.176
1e-13,3.89e-06,4.22e-09,1.5e-10,0.9,7574000000,0.002649,-14.91,1.804,7.649
1e-13,3.89e-06,4.22e-09,1.5e-10,0.5,4081000000,0.0001178,-11.95,1.952,1.926
1e-13,3.89e-06,4.22e-09,1.5e-10,0.6333,6416000000,0.0006549,-23.54,1.769,6.575
1e-13,3.89e-06,4.22e-09,1.5e-10,0.7667,7387000000,0.001593,-16.0,1.771,7.476
1e-13,3.89e-06,4.22e-09,1.75e-10,0.9,8380000000,0.002649,-12.54,1.799,6.963
1e-13,3.89e-06,4.22e-09,1.75e-10,0.5,4241000000,0.0001178,-13.95,1.946,1.62
1e-13,3.89e-06,4.22e-09,1.75e-10,0.6333,6976000000,0.0006549,-17.52,1.766,5.961
1e-13,3.89e-06,4.22e-09,1.75e-10,0.7667,8106000000,0.001593,-13.03,1.77,6.821
1e-13,3.89e-06,4.22e-09,2e-10,0.9,9272000000,0.002649,-10.79,1.795,6.324
1e-13,3.89e-06,4.22e-09,2e-10,0.5,4409000000,0.0001178,-16.34,1.94,1.317
1e-13,3.89e-06,4.22e-09,2e-10,0.6333,7484000000,0.0006549,-14.37,1.764,5.425
1e-13,3.89e-06,4.22e-09,2e-10,0.7667,8891000000,0.001593,-11.08,1.77,6.206
1e-13,3.89e-06,4.44e-09,1e-10,0.9,5911000000,0.002649,-17.99,1.788,9.398
1e-13,3.89e-06,4.44e-09,1e-10,0.5,3625000000,0.0001178,-8.852,1.941,2.741
1e-13,3.89e-06,4.44e-09,1e-10,0.6333,5175000000,0.0006549,-19.13,1.757,8.134
1e-13,3.89e-06,4.44e-09,1e-10,0.7667,5882000000,0.001593,-25.34,1.756,9.153
1e-13,3.89e-06,4.44e-09,1.25e-10,0.9,6576000000,0.002649,-18.16,1.789,8.611
1e-13,3.89e-06,4.44e-09,1.25e-10,0.5,3780000000,0.0001178,-10.3,1.936,2.411
1e-13,3.89e-06,4.44e-09,1.25e-10,0.6333,5671000000,0.0006549,-32.14,1.754,7.437
1e-13,3.89e-06,4.44e-09,1.25e-10,0.7667,6493000000,0.001593,-22.22,1.754,8.392
1e-13,3.89e-06,4.44e-09,1.5e-10,0.9,7285000000,0.002649,-15.4,1.786,7.883
1e-13,3.89e-06,4.44e-09,1.5e-10,0.5,3940000000,0.0001178,-11.87,1.932,2.088
1e-13,3.89e-06,4.44e-09,1.5e-10,0.6333,6187000000,0.0006549,-24.86,1.752,6.788
1e-13,3.89e-06,4.44e-09,1.5e-10,0.7667,7122000000,0.001593,-16.62,1.753,7.704
1e-13,3.89e-06,4.44e-09,1.75e-10,0.9,8051000000,0.002649,-12.96,1.781,7.206
1e-13,3.89e-06,4.44e-09,1.75e-10,0.5,4107000000,0.0001178,-13.58,1.928,1.771
1e-13,3.89e-06,4.44e-09,1.75e-10,0.6333,6712000000,0.0006549,-18.23,1.749,6.184
1e-13,3.89e-06,4.44e-09,1.75e-10,0.7667,7801000000,0.001593,-13.49,1.752,7.058
1e-13,3.89e-06,4.44e-09,2e-10,0.9,8912000000,0.002649,-11.15,1.777,6.575
1e-13,3.89e-06,4.44e-09,2e-10,0.5,4281000000,0.0001178,-15.42,1.926,1.46
1e-13,3.89e-06,4.44e-09,2e-10,0.6333,7196000000,0.0006549,-14.88,1.748,5.657
1e-13,3.89e-06,4.44e-09,2e-10,0.7667,8541000000,0.001593,-11.45,1.752,6.451
1e-13,3.89e-06,4.67e-09,1e-10,0.9,5737000000,0.002649,-16.69,1.768,9.59
1e-13,3.89e-06,4.67e-09,1e-10,0.5,3515000000,0.0001178,-8.619,1.923,2.875
1e-13,3.89e-06,4.67e-09,1e-10,0.6333,4995000000,0.0006549,-18.18,1.741,8.333
1e-13,3.89e-06,4.67e-09,1e-10,0.7667,5661000000,0.001593,-25.54,1.738,9.373
1e-13,3.89e-06,4.67e-09,1.25e-10,0.9,6361000000,0.002649,-17.27,1.769,8.82
1e-13,3.89e-06,4.67e-09,1.25e-10,0.5,3673000000,0.0001178,-9.917,1.92,2.541
1e-13,3.89e-06,4.67e-09,1.25e-10,0.6333,5458000000,0.0006549,-29.17,1.738,7.647
1e-13,3.89e-06,4.67e-09,1.25e-10,0.7667,6301000000,0.001593,-24.75,1.736,8.585
1e-13,3.89e-06,4.67e-09,1.5e-10,0.9,7023000000,0.002649,-15.35,1.77,8.106
1e-13,3.89e-06,4.67e-09,1.5e-10,0.5,3835000000,0.0001178,-11.27,1.917,2.214
1e-13,3.89e-06,4.67e-09,1.5e-10,0.6333,5956000000,0.0006549,-27.5,1.735,7.007
1e-13,3.89e-06,4.67e-09,1.5e-10,0.7667,6907000000,0.001593,-17.67,1.735,7.906
1e-13,3.89e-06,4.67e-09,1.75e-10,0.9,7769000000,0.002649,-13.16,1.766,7.442
1e-13,3.89e-06,4.67e-09,1.75e-10,0.5,4001000000,0.0001178,-12.66,1.915,1.894
1e-13,3.89e-06,4.67e-09,1.75e-10,0.6333,6457000000,0.0006549,-19.3,1.732,6.408
1e-13,3.89e-06,4.67e-09,1.75e-10,0.7667,7540000000,0.001593,-14.15,1.734,7.274
1e-13,3.89e-06,4.67e-09,2e-10,0.9,8587000000,0.002649,-11.4,1.761,6.82
1e-13,3.89e-06,4.67e-09,2e-10,0.5,4175000000,0.0001178,-14.02,1.914,1.582
1e-13,3.89e-06,4.67e-09,2e-10,0.6333,6963000000,0.0006549,-15.57,1.73,5.862
1e-13,3.89e-06,4.67e-09,2e-10,0.7667,8252000000,0.001593,-11.94,1.733,6.679
1e-13,3.89e-06,4.89e-09,1e-10,0.9,5610000000,0.002649,-18.54,1.748,9.751
1e-13,3.89e-06,4.89e-09,1e-10,0.5,3415000000,0.0001178,-8.357,1.907,3.007
1e-13,3.89e-06,4.89e-09,1e-10,0.6333,4826000000,0.0006549,-16.91,1.726,8.528
1e-13,3.89e-06,4.89e-09,1e-10,0.7667,5440000000,0.001593,-24.49,1.722,9.594
1e-13,3.89e-06,4.89e-09,1.25e-10,0.9,6184000000,0.002649,-18.85,1.747,9.005
1e-13,3.89e-06,4.89e-09,1.25e-10,0.5,3568000000,0.0001178,-9.559,1.904,2.673
1e-13,3.89e-06,4.89e-09,1.25e-10,0.6333,5265000000,0.0006549,-24.86,1.722,7.856
1e-13,3.89e-06,4.89e-09,1.25e-10,0.7667,6059000000,0.001593,-29.44,1.72,8.819
1e-13,3.89e-06,4.89e-09,1.5e-10,0.9,6821000000,0.002649,-15.97,1.747,8.311
1e-13,3.89e-06,4.89e-09,1.5e-10,0.5,3724000000,0.0001178,-10.79,1.902,2.347
1e-13,3.89e-06,4.89e-09,1.5e-10,0.6333,5727000000,0.0006549,-29.26,1.719,7.228
1e-13,3.89e-06,4.89e-09,1.5e-10,0.7667,6698000000,0.001593,-19.01,1.718,8.105
1e-13,3.89e-06,4.89e-09,1.75e-10,0.9,7519000000,0.002649,-13.45,1.748,7.662
1e-13,3.89e-06,4.89e-09,1.75e-10,0.5,3885000000,0.0001178,-12.02,1.901,2.03
1e-13,3.89e-06,4.89e-09,1.75e-10,0.6333,6209000000,0.0006549,-20.48,1.716,6.638
1e-13,3.89e-06,4.89e-09,1.75e-10,0.7667,7351000000,0.001593,-14.94,1.716,7.463
1e-13,3.89e-06,4.89e-09,2e-10,0.9,8287000000,0.002649,-11.58,1.749,7.054
1e-13,3.89e-06,4.89e-09,2e-10,0.5,4054000000,0.0001178,-13.21,1.9,1.72
1e-13,3.89e-06,4.89e-09,2e-10,0.6333,6705000000,0.0006549,-16.36,1.714,6.083
1e-13,3.89e-06,4.89e-09,2e-10,0.7667,8024000000,0.001593,-12.5,1.714,6.885
1e-13,3.89e-06,5.11e-09,1e-10,0.9,5506000000,0.002649,-21.67,1.729,9.893
1e-13,3.89e-06,5.11e-09,1e-10,0.5,3304000000,0.0001178,-8.207,1.89,3.159
1e-13,3.89e-06,5.11e-09,1e-10,0.6333,4684000000,0.0006549,-14.93,1.713,8.699
1e-13,3.89e-06,5.11e-09,1e-10,0.7667,5266000000,0.001593,-20.09,1.709,9.797
1e-13,3.89e-06,5.11e-09,1.25e-10,0.9,6083000000,0.002649,-24.06,1.727,9.149
1e-13,3.89e-06,5.11e-09,1.25e-10,0.5,3449000000,0.0001178,-9.387,1.888,2.83
1e-13,3.89e-06,5.11e-09,1.25e-10,0.6333,5101000000,0.0006549,-19.68,1.709,8.047
1e-13,3.89e-06,5.11e-09,1.25e-10,0.7667,5837000000,0.001593,-24.89,1.706,9.041
1e-13,3.89e-06,5.11e-09,1.5e-10,0.9,6679000000,0.002649,-18.3,1.726,8.482
1e-13,3.89e-06,5.11e-09,1.5e-10,0.5,3598000000,0.0001178,-10.6,1.886,2.509
1e-13,3.89e-06,5.11e-09,1.5e-10,0.6333,5526000000,0.0006549,-23.01,1.705,7.435
1e-13,3.89e-06,5.11e-09,1.5e-10,0.7667,6439000000,0.001593,-19.45,1.703,8.341
1e-13,3.89e-06,5.11e-09,1.75e-10,0.9,7318000000,0.002649,-14.72,1.726,7.855
1e-13,3.89e-06,5.11e-09,1.75e-10,0.5,3750000000,0.0001178,-11.82,1.884,2.196
1e-13,3.89e-06,5.11e-09,1.75e-10,0.6333,5979000000,0.0006549,-20.14,1.702,6.859
1e-13,3.89e-06,5.11e-09,1.75e-10,0.7667,7097000000,0.001593,-15.48,1.7,7.691
1e-13,3.89e-06,5.11e-09,2e-10,0.9,8055000000,0.002649,-12.42,1.726,7.265
1e-13,3.89e-06,5.11e-09,2e-10,0.5,3907000000,0.0001178,-13.02,1.883,1.89
1e-13,3.89e-06,5.11e-09,2e-10,0.6333,6448000000,0.0006549,-16.71,1.699,6.315
1e-13,3.89e-06,5.11e-09,2e-10,0.7667,7808000000,0.001593,-12.97,1.698,7.083
1e-13,3.89e-06,5.33e-09,1e-10,0.9,5275000000,0.002649,-21.79,1.715,10.13
1e-13,3.89e-06,5.33e-09,1e-10,0.5,3182000000,0.0001178,-8.141,1.874,3.331
1e-13,3.89e-06,5.33e-09,1e-10,0.6333,4615000000,0.0006549,-12.62,1.7,8.815
1e-13,3.89e-06,5.33e-09,1e-10,0.7667,5155000000,0.001593,-15.54,1.697,9.954
1e-13,3.89e-06,5.33e-09,1.25e-10,0.9,5878000000,0.002649,-34.2,1.712,9.369
1e-13,3.89e-06,5.33e-09,1.25e-10,0.5,3319000000,0.0001178,-9.355,1.871,3.01
1e-13,3.89e-06,5.33e-09,1.25e-10,0.6333,4993000000,0.0006549,-15.28,1.7,8.193
1e-13,3.89e-06,5.33e-09,1.25e-10,0.7667,5672000000,0.001593,-18.16,1.697,9.225
1e-13,3.89e-06,5.33e-09,1.5e-10,0.9,6507000000,0.002649,-20.62,1.71,8.665
1e-13,3.89e-06,5.33e-09,1.5e-10,0.5,3458000000,0.0001178,-10.63,1.868,2.695
1e-13,3.89e-06,5.33e-09,1.5e-10,0.6333,5388000000,0.0006549,-17.3,1.695,7.605
1e-13,3.89e-06,5.33e-09,1.5e-10,0.7667,6242000000,0.001593,-17.35,1.693,8.548
1e-13,3.89e-06,5.33e-09,1.75e-10,0.9,7211000000,0.002649,-15.9,1.708,8.012
1e-13,3.89e-06,5.33e-09,1.75e-10,0.5,3600000000,0.0001178,-11.96,1.866,2.389
1e-13,3.89e-06,5.33e-09,1.75e-10,0.6333,5793000000,0.0006549,-17.26,1.691,7.049
1e-13,3.89e-06,5.33e-09,1.75e-10,0.7667,6840000000,0.001593,-15.04,1.689,7.915
1e-13,3.89e-06,5.33e-09,2e-10,0.9,7920000000,0.002649,-13.21,1.706,7.439
1e-13,3.89e-06,5.33e-09,2e-10,0.5,3746000000,0.0001178,-13.31,1.864,2.089
1e-13,3.89e-06,5.33e-09,2e-10,0.6333,6239000000,0.0006549,-15.74,1.687,6.522
1e-13,3.89e-06,5.33e-09,2e-10,0.7667,7528000000,0.001593,-12.98,1.686,7.321
1e-13,3.89e-06,5.56e-09,1e-10,0.9,5148000000,0.002649,-16.6,1.708,10.31
1e-13,3.89e-06,5.56e-09,1e-10,0.5,3069000000,0.0001178,-7.998,1.861,3.493
1e-13,3.89e-06,5.56e-09,1e-10,0.6333,4573000000,0.0006549,-14.42,1.679,8.911
1e-13,3.89e-06,5.56e-09,1e-10,0.7667,5131000000,0.001593,-17.52,1.675,10.03
1e-13,3.89e-06,5.56e-09,1.25e-10,0.9,5687000000,0.002649,-20.14,1.704,9.572
1e-13,3.89e-06,5.56e-09,1.25e-10,0.5,3196000000,0.0001178,-9.252,1.857,3.184
1e-13,3.89e-06,5.56e-09,1.25e-10,0.6333,4972000000,0.0006549,-18.19,1.678,8.262
1e-13,3.89e-06,5.56e-09,1.25e-10,0.7667,5614000000,0.001593,-20.65,1.674,9.344
1e-13,3.89e-06,5.56e-09,1.5e-10,0.9,6290000000,0.002649,-18.79,1.7,8.89
