C1,C2,L1,L2,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
8e-13,1e-13,5e-10,6e-10,5e-06,5e-06,0.0776,28800000000.0,1370000000.0,12.27,-96.74
8e-13,1e-13,5e-10,6e-10,5e-06,5.5e-06,0.0776,28600000000.0,3630000000.0,11.02,-93.0
8e-13,1e-13,5e-10,6e-10,5e-06,6e-06,0.0776,28600000000.0,2060000000.0,10.64,-94.84
8e-13,1e-13,5e-10,6e-10,5e-06,6.5e-06,0.0776,29100000000.0,2130000000.0,10.16,-96.31
8e-13,1e-13,5e-10,6e-10,5e-06,7e-06,0.0776,29000000000.0,975000000.0,11.69,-83.07
8e-13,1e-13,5e-10,6e-10,5e-06,7.5e-06,0.0776,28800000000.0,1420000000.0,9.462,-96.57
8e-13,1e-13,5e-10,6e-10,5e-06,8e-06,0.0776,28700000000.0,722000000.0,9.135,-95.71
8e-13,1e-13,5e-10,6e-10,5e-06,8.5e-06,0.0776,28700000000.0,959000000.0,11.36,-90.28
8e-13,1e-13,5e-10,6e-10,5e-06,9e-06,0.0776,28700000000.0,929000000.0,8.441,-94.12
8e-13,1e-13,5e-10,6e-10,5.5e-06,5.5e-06,0.0853,27800000000.0,3830000000.0,11.71,-90.35
8e-13,1e-13,5e-10,6e-10,5.5e-06,6e-06,0.0853,28800000000.0,3730000000.0,10.87,-88.41
8e-13,1e-13,5e-10,6e-10,5.5e-06,6.5e-06,0.0853,28500000000.0,386000000.0,12.04,-93.51
8e-13,1e-13,5e-10,6e-10,5.5e-06,7e-06,0.0853,28200000000.0,1940000000.0,10.15,-95.03
8e-13,1e-13,5e-10,6e-10,5.5e-06,7.5e-06,0.0853,28000000000.0,2190000000.0,9.778,-94.69
8e-13,1e-13,5e-10,6e-10,5.5e-06,8e-06,0.0853,27800000000.0,998000000.0,11.68,-92.01
8e-13,1e-13,5e-10,6e-10,5.5e-06,8.5e-06,0.0853,27600000000.0,1480000000.0,9.13,-94.15
8e-13,1e-13,5e-10,6e-10,6e-06,5e-06,0.0931,27400000000.0,2120000000.0,8.918,-80.9
8e-13,1e-13,5e-10,6e-10,6e-06,5.5e-06,0.0931,29200000000.0,3890000000.0,8.858,-81.21
8e-13,1e-13,5e-10,6e-10,6e-06,6e-06,0.0931,28500000000.0,3850000000.0,9.844,-71.81
8e-13,1e-13,5e-10,6e-10,6e-06,6.5e-06,0.0931,26700000000.0,3770000000.0,11.22,-85.31
8e-13,1e-13,5e-10,6e-10,6e-06,7.5e-06,0.0931,26000000000.0,3810000000.0,10.28,-92.03
8e-13,1e-13,5e-10,6e-10,6e-06,8e-06,0.0931,26400000000.0,1960000000.0,9.817,-93.0
8e-13,1e-13,5e-10,6e-10,6e-06,8.5e-06,0.0931,26900000000.0,1590000000.0,9.265,-84.76
8e-13,1e-13,5e-10,6e-10,6e-06,9e-06,0.0931,26700000000.0,3660000000.0,11.43,-90.18
8e-13,1e-13,5e-10,6e-10,6.5e-06,5e-06,0.101,28000000000.0,2650000000.0,8.541,-82.17
8e-13,1e-13,5e-10,6e-10,6.5e-06,5.5e-06,0.101,28000000000.0,3260000000.0,8.543,-81.95
8e-13,1e-13,5e-10,6e-10,6.5e-06,6.5e-06,0.101,26400000000.0,3120000000.0,9.71,-87.57
8e-13,1e-13,5e-10,6e-10,6.5e-06,8e-06,0.101,25600000000.0,3730000000.0,10.07,-87.58
8e-13,1e-13,5e-10,6e-10,6.5e-06,8.5e-06,0.101,25300000000.0,3840000000.0,9.954,-89.5
8e-13,1e-13,5e-10,6e-10,6.5e-06,9e-06,0.101,25100000000.0,1330000000.0,8.117,-92.51
8e-13,1e-13,5e-10,6e-10,7e-06,6e-06,0.109,26600000000.0,3150000000.0,8.196,-82.52
8e-13,1e-13,5e-10,6e-10,7e-06,6.5e-06,0.109,26600000000.0,3470000000.0,8.134,-82.2
8e-13,1e-13,5e-10,6e-10,7e-06,7e-06,0.109,26700000000.0,3750000000.0,7.96,-81.16
8e-13,1e-13,5e-10,6e-10,7e-06,8.5e-06,0.109,25600000000.0,3730000000.0,10.29,-78.8
8e-13,1e-13,5e-10,6e-10,7.5e-06,5e-06,0.116,26000000000.0,1800000000.0,7.975,-83.82
8e-13,1e-13,5e-10,6e-10,7.5e-06,6.5e-06,0.116,25900000000.0,2870000000.0,7.868,-83.17
8e-13,1e-13,5e-10,6e-10,7.5e-06,7e-06,0.116,26100000000.0,3320000000.0,7.812,-82.89
8e-13,1e-13,5e-10,6e-10,7.5e-06,8.5e-06,0.116,24900000000.0,607000000.0,9.989,-91.43
8e-13,1e-13,5e-10,6e-10,8e-06,7e-06,0.124,25000000000.0,2560000000.0,7.554,-83.85
8e-13,1e-13,5e-10,6e-10,8e-06,7.5e-06,0.124,24900000000.0,2980000000.0,7.501,-83.61
8e-13,1e-13,5e-10,6e-10,8e-06,9e-06,0.124,24900000000.0,3670000000.0,7.02,-80.87
8e-13,1e-13,5e-10,6e-10,8.5e-06,5e-06,0.132,24700000000.0,1540000000.0,7.541,-85.72
8e-13,1e-13,5e-10,6e-10,8.5e-06,5.5e-06,0.132,24600000000.0,1580000000.0,7.479,-84.84
8e-13,1e-13,5e-10,6e-10,8.5e-06,6.5e-06,0.132,24300000000.0,1680000000.0,7.36,-84.92
8e-13,1e-13,5e-10,6e-10,8.5e-06,7.5e-06,0.132,24100000000.0,2220000000.0,7.253,-84.54
8e-13,1e-13,5e-10,6e-10,9e-06,5e-06,0.14,24200000000.0,1310000000.0,11.46,-90.6
8e-13,1e-13,5e-10,6e-10,9e-06,7.5e-06,0.14,23700000000.0,1710000000.0,7.022,-85.41
8e-13,1e-13,5e-10,6e-10,9e-06,9e-06,0.14,23200000000.0,2590000000.0,6.837,-84.82
8e-13,1e-13,5e-10,5e-10,5e-06,5e-06,0.0776,31200000000.0,1290000000.0,12.0,-77.89
8e-13,1e-13,5e-10,5e-10,5e-06,9e-06,0.0776,31100000000.0,1180000000.0,7.95,-96.57
8e-13,1e-13,5e-10,5e-10,5.5e-06,6.5e-06,0.0853,29500000000.0,2260000000.0,10.02,-95.51
8e-13,1e-13,5e-10,5e-10,6e-06,5.5e-06,0.0931,29400000000.0,3700000000.0,11.41,-87.25
8e-13,1e-13,5e-10,5e-10,6e-06,6e-06,0.0931,29000000000.0,308000000.0,10.09,-93.26
8e-13,1e-13,5e-10,5e-10,6e-06,7.5e-06,0.0931,29400000000.0,2460000000.0,9.633,-93.71
8e-13,1e-13,5e-10,5e-10,6.5e-06,6e-06,0.101,28800000000.0,3720000000.0,9.579,-72.19
8e-13,1e-13,5e-10,5e-10,6.5e-06,6.5e-06,0.101,28500000000.0,3670000000.0,10.92,-84.92
8e-13,1e-13,5e-10,5e-10,6.5e-06,7.5e-06,0.101,27700000000.0,3570000000.0,9.929,-91.71
8e-13,1e-13,5e-10,5e-10,6.5e-06,8e-06,0.101,28700000000.0,1720000000.0,9.564,-92.48
8e-13,1e-13,5e-10,5e-10,6.5e-06,9e-06,0.101,28200000000.0,1970000000.0,8.786,-90.47
8e-13,1e-13,5e-10,5e-10,7e-06,6.5e-06,0.109,29200000000.0,3030000000.0,8.017,-80.13
8e-13,1e-13,5e-10,5e-10,7e-06,7.5e-06,0.109,27700000000.0,3650000000.0,10.43,-69.43
8e-13,1e-13,5e-10,5e-10,7e-06,8.5e-06,0.109,27100000000.0,1050000000.0,11.9,-92.12
8e-13,1e-13,5e-10,5e-10,7.5e-06,7.5e-06,0.116,27900000000.0,3660000000.0,7.495,-79.8
8e-13,1e-13,5e-10,5e-10,7.5e-06,9e-06,0.116,26800000000.0,3630000000.0,9.635,-88.76
8e-13,1e-13,5e-10,5e-10,8e-06,5.5e-06,0.124,27300000000.0,1940000000.0,7.794,-83.11
8e-13,1e-13,5e-10,5e-10,8e-06,6e-06,0.124,27100000000.0,2320000000.0,7.757,-82.93
8e-13,1e-13,5e-10,5e-10,8e-06,6.5e-06,0.124,27200000000.0,2800000000.0,7.709,-82.73
8e-13,1e-13,5e-10,5e-10,8e-06,7e-06,0.124,27400000000.0,3220000000.0,7.61,-82.32
8e-13,1e-13,5e-10,5e-10,8e-06,8e-06,0.124,27500000000.0,3600000000.0,7.212,-80.39
8e-13,1e-13,5e-10,5e-10,8e-06,8.5e-06,0.124,26400000000.0,3630000000.0,8.601,-84.98
8e-13,1e-13,5e-10,5e-10,8e-06,9e-06,0.124,26600000000.0,3640000000.0,9.72,-61.07
8e-13,1e-13,5e-10,5e-10,8.5e-06,5e-06,0.132,26700000000.0,1600000000.0,7.604,-84.06
8e-13,1e-13,5e-10,5e-10,8.5e-06,5.5e-06,0.132,26600000000.0,1660000000.0,7.552,-83.86
8e-13,1e-13,5e-10,5e-10,8.5e-06,7e-06,0.132,27600000000.0,2540000000.0,7.405,-83.34
8e-13,1e-13,5e-10,5e-10,8.5e-06,7.5e-06,0.132,26800000000.0,2880000000.0,7.324,-83.03
8e-13,1e-13,5e-10,5e-10,8.5e-06,8.5e-06,0.132,26500000000.0,1830000000.0,12.47,-89.41
8e-13,1e-13,5e-10,5e-10,9e-06,5e-06,0.14,26100000000.0,1490000000.0,7.396,-84.73
8e-13,1e-13,5e-10,5e-10,9e-06,5.5e-06,0.14,26000000000.0,1530000000.0,7.335,-84.49
8e-13,1e-13,5e-10,5e-10,9e-06,6e-06,0.14,26000000000.0,1580000000.0,7.276,-84.46
8e-13,1e-13,5e-10,5e-10,9e-06,6.5e-06,0.14,25700000000.0,1700000000.0,7.22,-84.29
8e-13,1e-13,5e-10,5e-10,9e-06,7e-06,0.14,25600000000.0,1930000000.0,7.166,-84.13
8e-13,1e-13,5e-10,5e-10,9e-06,7.5e-06,0.14,26000000000.0,2240000000.0,7.111,-83.96
8e-13,1e-13,5e-10,5e-10,9e-06,8e-06,0.14,25700000000.0,2580000000.0,7.041,-83.73
8e-13,1e-13,5e-10,5e-10,9e-06,8.5e-06,0.14,25600000000.0,2830000000.0,6.933,-83.28
8e-13,1e-13,5e-10,5e-10,9e-06,9e-06,0.14,25600000000.0,3260000000.0,6.775,-82.46
8e-13,1e-13,5e-10,5.5e-10,5e-06,5e-06,0.0776,29900000000.0,3600000000.0,11.14,-92.19
8e-13,1e-13,5e-10,5.5e-10,5e-06,5.5e-06,0.0776,29700000000.0,1200000000.0,11.97,-94.6
8e-13,1e-13,5e-10,5.5e-10,5e-06,6e-06,0.0776,29600000000.0,2220000000.0,10.36,-95.36
8e-13,1e-13,5e-10,5.5e-10,5e-06,6.5e-06,0.0776,29500000000.0,1060000000.0,11.69,-92.71
8e-13,1e-13,5e-10,5.5e-10,5e-06,7e-06,0.0776,29500000000.0,1450000000.0,9.622,-96.92
8e-13,1e-13,5e-10,5.5e-10,5e-06,7.5e-06,0.0776,29600000000.0,1500000000.0,9.13,-96.26
8e-13,1e-13,5e-10,5.5e-10,5e-06,8e-06,0.0776,29600000000.0,879000000.0,11.34,-85.82
8e-13,1e-13,5e-10,5.5e-10,5e-06,8.5e-06,0.0776,29600000000.0,1140000000.0,8.55,-96.01
8e-13,1e-13,5e-10,5.5e-10,5e-06,9e-06,0.0776,29700000000.0,1200000000.0,8.122,-93.66
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,5e-06,0.0853,29200000000.0,3790000000.0,11.83,-88.53
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,5.5e-06,0.0853,28700000000.0,3700000000.0,11.32,-74.58
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,6e-06,0.0853,28400000000.0,1560000000.0,10.65,-93.97
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,6.5e-06,0.0853,28900000000.0,1120000000.0,11.91,-93.23
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,7e-06,0.0853,29200000000.0,2640000000.0,9.764,-90.32
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,7.5e-06,0.0853,29000000000.0,903000000.0,11.68,-92.76
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,8e-06,0.0853,28900000000.0,1490000000.0,9.233,-94.5
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,8.5e-06,0.0853,28800000000.0,864000000.0,11.45,-90.89
8e-13,1e-13,5e-10,5.5e-10,5.5e-06,9e-06,0.0853,28700000000.0,1080000000.0,10.58,-90.77
8e-13,1e-13,5e-10,5.5e-10,6e-06,5e-06,0.0931,29800000000.0,3810000000.0,9.001,-81.17
8e-13,1e-13,5e-10,5.5e-10,6e-06,5.5e-06,0.0931,28500000000.0,3820000000.0,10.09,-81.29
8e-13,1e-13,5e-10,5.5e-10,6e-06,6e-06,0.0931,28100000000.0,3740000000.0,11.32,-85.52
8e-13,1e-13,5e-10,5.5e-10,6e-06,6.5e-06,0.0931,28800000000.0,1200000000.0,12.12,-93.47
8e-13,1e-13,5e-10,5.5e-10,6e-06,7e-06,0.0931,28600000000.0,1350000000.0,-2.531,-92.53
8e-13,1e-13,5e-10,5.5e-10,6e-06,7.5e-06,0.0931,28300000000.0,1940000000.0,9.891,-93.29
8e-13,1e-13,5e-10,5.5e-10,6e-06,8e-06,0.0931,28100000000.0,1480000000.0,9.59,-93.13
8e-13,1e-13,5e-10,5.5e-10,6e-06,8.5e-06,0.0931,27900000000.0,2130000000.0,9.276,-93.01
8e-13,1e-13,5e-10,5.5e-10,6e-06,9e-06,0.0931,27800000000.0,865000000.0,11.54,-87.18
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,5e-06,0.101,28000000000.0,2880000000.0,8.637,-81.68
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,5.5e-06,0.101,27800000000.0,3410000000.0,8.599,-81.46
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,6e-06,0.101,28500000000.0,3790000000.0,9.808,-86.09
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,6.5e-06,0.101,28700000000.0,2280000000.0,9.809,-75.93
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,7e-06,0.101,27300000000.0,3700000000.0,10.84,-85.49
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,7.5e-06,0.101,27200000000.0,3660000000.0,10.13,-89.54
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,8e-06,0.101,27400000000.0,3810000000.0,10.01,-89.79
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,8.5e-06,0.101,26100000000.0,1830000000.0,9.606,-92.02
8e-13,1e-13,5e-10,5.5e-10,6.5e-06,9e-06,0.101,26000000000.0,1770000000.0,9.319,-92.49
8e-13,1e-13,5e-10,5.5e-10,7e-06,5e-06,0.109,28600000000.0,2300000000.0,8.305,-82.4
8e-13,1e-13,5e-10,5.5e-10,7e-06,5.5e-06,0.109,28200000000.0,2880000000.0,8.294,-82.19
8e-13,1e-13,5e-10,5.5e-10,7e-06,6e-06,0.109,27800000000.0,3290000000.0,8.246,-81.93
8e-13,1e-13,5e-10,5.5e-10,7e-06,6.5e-06,0.109,27300000000.0,3710000000.0,8.087,-81.07
8e-13,1e-13,5e-10,5.5e-10,7e-06,7e-06,0.109,27700000000.0,3730000000.0,9.366,-86.85
8e-13,1e-13,5e-10,5.5e-10,7e-06,7.5e-06,0.109,26900000000.0,3710000000.0,10.64,-82.34
8e-13,1e-13,5e-10,5.5e-10,7e-06,8e-06,0.109,26600000000.0,3700000000.0,10.36,-71.66
8e-13,1e-13,5e-10,5.5e-10,7e-06,8.5e-06,0.109,26300000000.0,3670000000.0,9.879,-89.32
8e-13,1e-13,5e-10,5.5e-10,7e-06,9e-06,0.109,25900000000.0,3670000000.0,9.614,-91.07
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,5e-06,0.116,27000000000.0,1860000000.0,8.026,-83.12
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,5.5e-06,0.116,26800000000.0,2160000000.0,7.996,-82.97
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,6e-06,0.116,26700000000.0,2700000000.0,7.968,-82.77
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,6.5e-06,0.116,26800000000.0,3230000000.0,7.918,-82.52
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,7e-06,0.116,26900000000.0,3530000000.0,7.791,-81.88
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,7.5e-06,0.116,27600000000.0,3670000000.0,7.575,-80.59
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,8e-06,0.116,26200000000.0,3690000000.0,7.358,-79.65
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,8.5e-06,0.116,26200000000.0,3700000000.0,10.24,-84.34
8e-13,1e-13,5e-10,5.5e-10,7.5e-06,9e-06,0.116,25900000000.0,3690000000.0,10.01,-84.09
8e-13,1e-13,5e-10,5.5e-10,8e-06,5e-06,0.124,26200000000.0,1690000000.0,7.785,-84.01
8e-13,1e-13,5e-10,5.5e-10,8e-06,5.5e-06,0.124,26400000000.0,1770000000.0,7.738,-83.74
8e-13,1e-13,5e-10,5.5e-10,8e-06,6e-06,0.124,26600000000.0,2010000000.0,7.696,-83.58
8e-13,1e-13,5e-10,5.5e-10,8e-06,6.5e-06,0.124,26500000000.0,2440000000.0,7.656,-83.39
8e-13,1e-13,5e-10,5.5e-10,8e-06,7e-06,0.124,26500000000.0,2900000000.0,7.604,-83.17
8e-13,1e-13,5e-10,5.5e-10,8e-06,7.5e-06,0.124,26200000000.0,3300000000.0,7.507,-82.73
8e-13,1e-13,5e-10,5.5e-10,8e-06,8e-06,0.124,26000000000.0,4300000000.0,12.22,-86.82
8e-13,1e-13,5e-10,5.5e-10,8e-06,8.5e-06,0.124,26000000000.0,3630000000.0,7.113,-80.58
8e-13,1e-13,5e-10,5.5e-10,8e-06,9e-06,0.124,26200000000.0,3660000000.0,6.893,-79.62
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,5e-06,0.132,25600000000.0,1570000000.0,7.569,-81.39
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,5.5e-06,0.132,25600000000.0,1610000000.0,7.511,-84.58
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,6e-06,0.132,25300000000.0,1670000000.0,7.456,-84.4
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,6.5e-06,0.132,25200000000.0,1850000000.0,7.404,-84.21
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,7e-06,0.132,25600000000.0,2170000000.0,7.355,-84.03
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,7.5e-06,0.132,25200000000.0,2600000000.0,7.302,-83.84
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,8e-06,0.132,25200000000.0,2920000000.0,7.224,-83.53
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,8.5e-06,0.132,25200000000.0,3330000000.0,7.092,-82.84
8e-13,1e-13,5e-10,5.5e-10,8.5e-06,9e-06,0.132,25200000000.0,3530000000.0,6.904,-81.75
8e-13,1e-13,5e-10,5.5e-10,9e-06,5e-06,0.14,25000000000.0,1460000000.0,7.369,-85.79
8e-13,1e-13,5e-10,5.5e-10,9e-06,5.5e-06,0.14,24900000000.0,1490000000.0,7.305,-85.47
8e-13,1e-13,5e-10,5.5e-10,9e-06,6e-06,0.14,24800000000.0,1530000000.0,7.241,-83.81
8e-13,1e-13,5e-10,5.5e-10,9e-06,6.5e-06,0.14,24700000000.0,1570000000.0,7.179,-85.04
8e-13,1e-13,5e-10,5.5e-10,9e-06,7e-06,0.14,24600000000.0,1700000000.0,7.121,-84.85
8e-13,1e-13,5e-10,5.5e-10,9e-06,7.5e-06,0.14,24600000000.0,1940000000.0,7.065,-84.69
8e-13,1e-13,5e-10,5.5e-10,9e-06,8e-06,0.14,24400000000.0,2260000000.0,7.007,-84.51
8e-13,1e-13,5e-10,5.5e-10,9e-06,8.5e-06,0.14,24300000000.0,2590000000.0,6.939,-84.28
8e-13,1e-13,5e-10,5.5e-10,9e-06,9e-06,0.14,24300000000.0,2850000000.0,6.84,-83.85
8e-13,1e-13,5e-10,6.5e-10,5e-06,5e-06,0.0776,27900000000.0,1470000000.0,12.41,-97.58
8e-13,1e-13,5e-10,6.5e-10,5e-06,5.5e-06,0.0776,29000000000.0,3910000000.0,11.55,-92.87
8e-13,1e-13,5e-10,6.5e-10,5e-06,6e-06,0.0776,28600000000.0,3660000000.0,10.79,-94.6
8e-13,1e-13,5e-10,6.5e-10,5e-06,6.5e-06,0.0776,28300000000.0,1850000000.0,10.38,-96.16
8e-13,1e-13,5e-10,6.5e-10,5e-06,7e-06,0.0776,28000000000.0,2110000000.0,9.995,-96.24
8e-13,1e-13,5e-10,6.5e-10,5e-06,7.5e-06,0.0776,27900000000.0,1030000000.0,11.68,-92.3
8e-13,1e-13,5e-10,6.5e-10,5e-06,8e-06,0.0776,27700000000.0,1400000000.0,9.318,-95.8
8e-13,1e-13,5e-10,6.5e-10,5e-06,8.5e-06,0.0776,27600000000.0,852000000.0,11.34,-88.71
8e-13,1e-13,5e-10,6.5e-10,5e-06,9e-06,0.0776,27500000000.0,1250000000.0,8.547,-61.24
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,5e-06,0.0853,27300000000.0,3810000000.0,9.247,-81.31
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,5.5e-06,0.0853,28900000000.0,3950000000.0,10.33,-81.74
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,6e-06,0.0853,26600000000.0,3850000000.0,11.59,-87.27
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,6.5e-06,0.0853,27000000000.0,3760000000.0,10.69,-78.82
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,7e-06,0.0853,27300000000.0,1130000000.0,12.02,-93.86
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,7.5e-06,0.0853,26200000000.0,1900000000.0,10.03,-94.46
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,8e-06,0.0853,25900000000.0,880000000.0,11.79,-93.04
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,8.5e-06,0.0853,26100000000.0,2040000000.0,9.377,-93.94
8e-13,1e-13,5e-10,6.5e-10,5.5e-06,9e-06,0.0853,26500000000.0,822000000.0,11.59,-91.37
8e-13,1e-13,5e-10,6.5e-10,6e-06,5e-06,0.0931,28300000000.0,2970000000.0,8.809,-81.9
8e-13,1e-13,5e-10,6.5e-10,6e-06,5.5e-06,0.0931,27800000000.0,3530000000.0,8.823,-81.68
8e-13,1e-13,5e-10,6.5e-10,6e-06,6e-06,0.0931,26400000000.0,3930000000.0,10.05,-85.68
8e-13,1e-13,5e-10,6.5e-10,6e-06,6.5e-06,0.0931,26600000000.0,3860000000.0,8.589,-80.19
8e-13,1e-13,5e-10,6.5e-10,6e-06,7e-06,0.0931,25800000000.0,3790000000.0,11.1,-85.82
8e-13,1e-13,5e-10,6.5e-10,6e-06,7.5e-06,0.0931,26200000000.0,3770000000.0,10.3,-90.96
8e-13,1e-13,5e-10,6.5e-10,6e-06,8e-06,0.0931,26200000000.0,3720000000.0,10.03,-92.59
8e-13,1e-13,5e-10,6.5e-10,6e-06,8.5e-06,0.0931,26000000000.0,1660000000.0,9.716,-68.75
8e-13,1e-13,5e-10,6.5e-10,6e-06,9e-06,0.0931,25800000000.0,1000000000.0,-1.32,-90.17
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,5e-06,0.101,27400000000.0,2300000000.0,8.458,-82.71
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,5.5e-06,0.101,26200000000.0,2960000000.0,8.456,-82.46
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,6e-06,0.101,25800000000.0,3380000000.0,8.446,-82.21
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,6.5e-06,0.101,26500000000.0,3840000000.0,8.348,-81.69
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,7e-06,0.101,26000000000.0,1580000000.0,-3.605,-91.05
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,7.5e-06,0.101,25800000000.0,3810000000.0,10.95,-83.48
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,8e-06,0.101,25400000000.0,3780000000.0,10.6,-64.16
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,8.5e-06,0.101,24700000000.0,3770000000.0,10.01,-88.5
8e-13,1e-13,5e-10,6.5e-10,6.5e-06,9e-06,0.101,24400000000.0,3750000000.0,9.771,-91.98
8e-13,1e-13,5e-10,6.5e-10,7e-06,5e-06,0.109,25800000000.0,1940000000.0,8.175,-83.54
8e-13,1e-13,5e-10,6.5e-10,7e-06,5.5e-06,0.109,25700000000.0,2140000000.0,8.145,-83.29
8e-13,1e-13,5e-10,6.5e-10,7e-06,6e-06,0.109,25600000000.0,2730000000.0,8.123,-83.1
8e-13,1e-13,5e-10,6.5e-10,7e-06,6.5e-06,0.109,25700000000.0,3330000000.0,8.097,-82.86
8e-13,1e-13,5e-10,6.5e-10,7e-06,7e-06,0.109,26100000000.0,3660000000.0,8.023,-82.46
8e-13,1e-13,5e-10,6.5e-10,7e-06,7.5e-06,0.109,25500000000.0,3780000000.0,7.838,-81.26
8e-13,1e-13,5e-10,6.5e-10,7e-06,8e-06,0.109,25100000000.0,3790000000.0,7.601,-79.79
8e-13,1e-13,5e-10,6.5e-10,7e-06,8.5e-06,0.109,25000000000.0,3780000000.0,10.55,-86.46
8e-13,1e-13,5e-10,6.5e-10,7e-06,9e-06,0.109,24700000000.0,3770000000.0,10.23,-82.71
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,5e-06,0.116,25100000000.0,1780000000.0,7.934,-84.56
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,5.5e-06,0.116,25000000000.0,1820000000.0,7.886,-84.22
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,6e-06,0.116,24900000000.0,1990000000.0,7.842,-83.95
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,6.5e-06,0.116,24800000000.0,2430000000.0,7.805,-83.8
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,7e-06,0.116,24800000000.0,3000000000.0,7.768,-83.57
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,7.5e-06,0.116,24800000000.0,2290000000.0,12.89,-76.49
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,8e-06,0.116,24700000000.0,3670000000.0,7.575,-82.49
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,8.5e-06,0.116,24600000000.0,3730000000.0,8.905,-87.52
8e-13,1e-13,5e-10,6.5e-10,7.5e-06,9e-06,0.116,25400000000.0,3750000000.0,7.126,-79.75
8e-13,1e-13,5e-10,6.5e-10,8e-06,5e-06,0.124,24400000000.0,1640000000.0,7.717,-85.57
8e-13,1e-13,5e-10,6.5e-10,8e-06,5.5e-06,0.124,24300000000.0,1680000000.0,7.659,-82.72
8e-13,1e-13,5e-10,6.5e-10,8e-06,6e-06,0.124,24900000000.0,1710000000.0,7.602,-84.95
8e-13,1e-13,5e-10,6.5e-10,8e-06,6.5e-06,0.124,24100000000.0,1830000000.0,7.549,-84.68
8e-13,1e-13,5e-10,6.5e-10,8e-06,7e-06,0.124,24000000000.0,2150000000.0,7.5,-84.5
8e-13,1e-13,5e-10,6.5e-10,8e-06,7.5e-06,0.124,23800000000.0,2660000000.0,7.454,-84.3
8e-13,1e-13,5e-10,6.5e-10,8e-06,8e-06,0.124,23800000000.0,3060000000.0,7.398,-84.05
8e-13,1e-13,5e-10,6.5e-10,8e-06,8.5e-06,0.124,23900000000.0,3440000000.0,7.304,-83.58
8e-13,1e-13,5e-10,6.5e-10,8e-06,9e-06,0.124,23900000000.0,4320000000.0,9.684,-91.76
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,5e-06,0.132,23900000000.0,1360000000.0,11.54,-91.13
