C1,C2,L1,L2,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,5e-06,0.0853,31900000000.0,1370000000.0,12.58,-83.42
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,5.5e-06,0.0853,29000000000.0,3560000000.0,12.28,-92.63
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,6e-06,0.0853,28800000000.0,1510000000.0,12.31,-99.97
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,6.5e-06,0.0853,28600000000.0,1830000000.0,-5.733,-90.01
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,7e-06,0.0853,28400000000.0,2420000000.0,11.42,-96.4
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,7.5e-06,0.0853,28300000000.0,2070000000.0,11.17,-88.28
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,8e-06,0.0853,28400000000.0,1170000000.0,11.76,-94.73
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,8.5e-06,0.0853,28800000000.0,1830000000.0,10.29,-94.23
8.5e-13,1.5e-13,4e-10,5.5e-10,5.5e-06,9e-06,0.0853,28600000000.0,1400000000.0,10.23,-94.61
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,5e-06,0.0931,30800000000.0,3470000000.0,9.966,-82.69
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,5.5e-06,0.0931,30300000000.0,817000000.0,12.36,-86.07
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,6e-06,0.0931,28000000000.0,1780000000.0,12.55,-99.85
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,6.5e-06,0.0931,27600000000.0,3720000000.0,12.22,-86.46
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,7e-06,0.0931,27500000000.0,1520000000.0,11.93,-91.12
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,7.5e-06,0.0931,27300000000.0,2170000000.0,11.58,-94.59
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,8.5e-06,0.0931,27500000000.0,2290000000.0,10.79,-94.37
8.5e-13,1.5e-13,4e-10,5.5e-10,6e-06,9e-06,0.0931,27900000000.0,2090000000.0,10.47,-94.28
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,5.5e-06,0.101,30300000000.0,2550000000.0,9.601,-82.71
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,7e-06,0.101,27100000000.0,1650000000.0,12.46,-97.19
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,7.5e-06,0.101,26700000000.0,3540000000.0,11.83,-86.68
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,8e-06,0.101,26500000000.0,1870000000.0,11.54,-94.79
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,8.5e-06,0.101,26400000000.0,3450000000.0,11.02,-92.41
8.5e-13,1.5e-13,4e-10,5.5e-10,6.5e-06,9e-06,0.101,26200000000.0,2020000000.0,10.75,-93.55
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,5.5e-06,0.109,29400000000.0,2450000000.0,9.223,-83.09
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,6e-06,0.109,28000000000.0,2550000000.0,9.272,-82.9
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,6.5e-06,0.109,27800000000.0,3200000000.0,9.339,-82.76
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,7e-06,0.109,29000000000.0,3470000000.0,10.05,-90.23
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,7.5e-06,0.109,28700000000.0,3730000000.0,10.87,-88.56
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,8e-06,0.109,28100000000.0,3680000000.0,10.75,-67.09
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,8.5e-06,0.109,25900000000.0,3640000000.0,11.46,-88.37
8.5e-13,1.5e-13,4e-10,5.5e-10,7e-06,9e-06,0.109,25800000000.0,3540000000.0,11.19,-75.49
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,5e-06,0.116,28700000000.0,2280000000.0,8.931,-83.89
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,5.5e-06,0.116,27300000000.0,1630000000.0,13.28,-85.28
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,7e-06,0.116,26700000000.0,2680000000.0,8.999,-83.06
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,7.5e-06,0.116,26700000000.0,3270000000.0,9.035,-82.91
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,8e-06,0.116,27900000000.0,3630000000.0,9.051,-82.83
8.5e-13,1.5e-13,4e-10,5.5e-10,7.5e-06,9e-06,0.116,27300000000.0,612000000.0,10.84,-74.56
8.5e-13,1.5e-13,4e-10,5.5e-10,8e-06,5e-06,0.124,27000000000.0,1790000000.0,11.95,-96.32
8.5e-13,1.5e-13,4e-10,5.5e-10,8e-06,6e-06,0.124,26400000000.0,2130000000.0,13.43,-84.49
8.5e-13,1.5e-13,4e-10,5.5e-10,8e-06,8.5e-06,0.124,25300000000.0,1000000000.0,10.67,-80.23
8.5e-13,1.5e-13,4e-10,5.5e-10,8e-06,9e-06,0.124,25000000000.0,1360000000.0,13.11,-72.53
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,5e-06,0.132,26100000000.0,1980000000.0,8.498,-80.07
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,5.5e-06,0.132,25900000000.0,1720000000.0,11.83,-95.24
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,6e-06,0.132,25700000000.0,2050000000.0,8.457,-84.62
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,8e-06,0.132,25300000000.0,2390000000.0,8.393,-83.86
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,8.5e-06,0.132,27000000000.0,2660000000.0,8.388,-83.73
8.5e-13,1.5e-13,4e-10,5.5e-10,8.5e-06,9e-06,0.132,25900000000.0,3060000000.0,8.378,-83.6
8.5e-13,1.5e-13,4e-10,5.5e-10,9e-06,5e-06,0.14,25800000000.0,2000000000.0,11.2,-90.77
8.5e-13,1.5e-13,4e-10,5.5e-10,9e-06,5.5e-06,0.14,25400000000.0,1730000000.0,11.42,-92.06
8.5e-13,1.5e-13,4e-10,5.5e-10,9e-06,6e-06,0.14,25200000000.0,1910000000.0,8.249,-84.57
8.5e-13,1.5e-13,4e-10,5.5e-10,9e-06,6.5e-06,0.14,25000000000.0,1680000000.0,12.02,-96.24
8.5e-13,1.5e-13,4e-10,5.5e-10,9e-06,9e-06,0.14,24800000000.0,2420000000.0,8.096,-84.23
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,5e-06,0.0776,30800000000.0,1520000000.0,12.79,-83.73
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,5.5e-06,0.0776,28000000000.0,1830000000.0,12.57,-101.9
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,6e-06,0.0776,27800000000.0,1830000000.0,12.35,-103.1
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,6.5e-06,0.0776,27600000000.0,1770000000.0,10.36,-94.76
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,7e-06,0.0776,27400000000.0,1350000000.0,12.05,-98.93
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,8e-06,0.0776,27400000000.0,1800000000.0,11.07,-97.7
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,8.5e-06,0.0776,27600000000.0,1030000000.0,11.68,-95.34
8.5e-13,1.5e-13,4e-10,6.5e-10,5e-06,9e-06,0.0776,27600000000.0,1610000000.0,10.22,-95.45
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,5e-06,0.0853,27700000000.0,2910000000.0,13.07,-100.4
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,5.5e-06,0.0853,27200000000.0,2580000000.0,12.85,-101.6
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,6e-06,0.0853,29400000000.0,4040000000.0,12.61,-82.13
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,6.5e-06,0.0853,26600000000.0,1650000000.0,12.47,-101.3
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,7e-06,0.0853,26500000000.0,1630000000.0,12.29,-101.3
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,7.5e-06,0.0853,27300000000.0,2120000000.0,11.63,-94.84
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,8e-06,0.0853,27000000000.0,1910000000.0,11.33,-97.85
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,8.5e-06,0.0853,26600000000.0,2290000000.0,11.03,-96.3
8.5e-13,1.5e-13,4e-10,6.5e-10,5.5e-06,9e-06,0.0853,26100000000.0,2170000000.0,10.74,-94.98
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,5e-06,0.0931,27900000000.0,2840000000.0,13.44,-84.01
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,5.5e-06,0.0931,27000000000.0,2770000000.0,9.703,-83.16
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,6e-06,0.0931,26800000000.0,3470000000.0,9.825,-82.97
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,6.5e-06,0.0931,25900000000.0,3980000000.0,10.01,-82.82
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,7e-06,0.0931,26600000000.0,1820000000.0,12.56,-99.92
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,7.5e-06,0.0931,27200000000.0,3800000000.0,12.27,-87.63
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,8e-06,0.0931,25900000000.0,1710000000.0,12.03,-86.54
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,8.5e-06,0.0931,26200000000.0,3580000000.0,11.32,-85.16
8.5e-13,1.5e-13,4e-10,6.5e-10,6e-06,9e-06,0.0931,25900000000.0,1880000000.0,10.92,-94.03
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,5e-06,0.101,27000000000.0,2640000000.0,9.3,-83.97
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,5.5e-06,0.101,26900000000.0,2730000000.0,13.5,-74.05
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,7e-06,0.101,26200000000.0,3690000000.0,9.54,-82.92
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,7.5e-06,0.101,25500000000.0,3910000000.0,11.15,-75.58
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,8e-06,0.101,24900000000.0,3840000000.0,10.62,-91.84
8.5e-13,1.5e-13,4e-10,6.5e-10,6.5e-06,9e-06,0.101,25000000000.0,3670000000.0,11.63,-91.54
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,5e-06,0.109,26200000000.0,2460000000.0,9.044,-84.66
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,6e-06,0.109,26000000000.0,4320000000.0,9.066,-83.96
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,7e-06,0.109,27200000000.0,2750000000.0,9.118,-83.48
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,7.5e-06,0.109,26900000000.0,3400000000.0,9.162,-83.3
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,8.5e-06,0.109,26100000000.0,3830000000.0,10.78,-85.75
8.5e-13,1.5e-13,4e-10,6.5e-10,7e-06,9e-06,0.109,25900000000.0,3780000000.0,10.21,-82.18
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,5e-06,0.116,25600000000.0,2280000000.0,8.82,-84.34
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,6e-06,0.116,25400000000.0,2330000000.0,8.809,-84.67
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,6.5e-06,0.116,26400000000.0,2310000000.0,13.49,-87.21
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,7e-06,0.116,25500000000.0,2370000000.0,8.804,-84.1
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,8.5e-06,0.116,26200000000.0,3350000000.0,8.85,-83.52
8.5e-13,1.5e-13,4e-10,6.5e-10,7.5e-06,9e-06,0.116,25000000000.0,2210000000.0,12.71,-94.39
8.5e-13,1.5e-13,4e-10,6.5e-10,8e-06,5e-06,0.124,25200000000.0,2390000000.0,11.21,-91.36
8.5e-13,1.5e-13,4e-10,6.5e-10,8e-06,5.5e-06,0.124,24900000000.0,2050000000.0,11.46,-93.33
8.5e-13,1.5e-13,4e-10,6.5e-10,8e-06,6e-06,0.124,24600000000.0,2170000000.0,8.582,-85.39
8.5e-13,1.5e-13,4e-10,6.5e-10,8e-06,6.5e-06,0.124,24600000000.0,2190000000.0,8.566,-85.12
8.5e-13,1.5e-13,4e-10,6.5e-10,8e-06,7e-06,0.124,24100000000.0,2190000000.0,8.548,-84.82
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,5e-06,0.132,24900000000.0,1950000000.0,8.413,-87.16
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,5.5e-06,0.132,24500000000.0,1990000000.0,8.398,-86.62
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,6e-06,0.132,24000000000.0,2020000000.0,11.37,-92.07
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,6.5e-06,0.132,23900000000.0,2040000000.0,8.351,-85.39
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,7e-06,0.132,23700000000.0,2060000000.0,8.325,-85.61
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,8.5e-06,0.132,23400000000.0,2170000000.0,8.249,-84.88
8.5e-13,1.5e-13,4e-10,6.5e-10,8.5e-06,9e-06,0.132,23300000000.0,2390000000.0,8.231,-84.71
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,5e-06,0.14,24000000000.0,1810000000.0,8.218,-87.98
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,5.5e-06,0.14,24600000000.0,2490000000.0,10.95,-90.16
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,6e-06,0.14,23700000000.0,2270000000.0,11.1,-90.42
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,6.5e-06,0.14,23800000000.0,1920000000.0,8.156,-86.8
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,7e-06,0.14,23300000000.0,1790000000.0,11.48,-92.31
8.5e-13,1.5e-13,4e-10,6.5e-10,9e-06,7.5e-06,0.14,23100000000.0,1950000000.0,8.087,-85.95
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,5e-06,0.0776,27600000000.0,606000000.0,12.76,-84.5
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,5.5e-06,0.0776,29700000000.0,2420000000.0,12.74,-100.1
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,6e-06,0.0776,26900000000.0,1790000000.0,12.53,-102.6
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,6.5e-06,0.0776,26700000000.0,1600000000.0,12.31,-95.1
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,7e-06,0.0776,26900000000.0,1590000000.0,11.84,-94.65
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,8e-06,0.0776,27000000000.0,2010000000.0,11.15,-97.38
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,8.5e-06,0.0776,26800000000.0,1180000000.0,11.8,-95.83
8.5e-13,1.5e-13,4e-10,7e-10,5e-06,9e-06,0.0776,26600000000.0,1520000000.0,10.67,-96.88
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,5e-06,0.0853,27700000000.0,3420000000.0,9.869,-83.52
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,6e-06,0.0853,26700000000.0,3940000000.0,10.25,-83.06
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,6.5e-06,0.0853,26100000000.0,2010000000.0,12.63,-102.5
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,7e-06,0.0853,26100000000.0,3940000000.0,12.46,-88.86
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,7.5e-06,0.0853,25900000000.0,3770000000.0,12.22,-84.45
8.5e-13,1.5e-13,4e-10,7e-10,5.5e-06,8e-06,0.0853,25400000000.0,1470000000.0,11.57,-96.13
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,5e-06,0.0931,27100000000.0,2860000000.0,9.507,-83.99
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,5.5e-06,0.0931,26900000000.0,2890000000.0,13.39,-85.86
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,6.5e-06,0.0931,27400000000.0,3700000000.0,9.763,-83.07
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,7e-06,0.0931,27100000000.0,4040000000.0,11.01,-82.34
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,7.5e-06,0.0931,26300000000.0,3960000000.0,11.27,-88.96
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,8e-06,0.0931,24700000000.0,3750000000.0,12.24,-72.85
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,8.5e-06,0.0931,24300000000.0,3750000000.0,11.76,-96.07
8.5e-13,1.5e-13,4e-10,7e-10,6e-06,9e-06,0.0931,24200000000.0,1560000000.0,11.26,-93.01
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,5.5e-06,0.101,26000000000.0,3920000000.0,12.01,-83.88
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,6e-06,0.101,26600000000.0,2660000000.0,9.28,-83.88
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,6.5e-06,0.101,26600000000.0,2730000000.0,9.322,-83.6
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,7e-06,0.101,26300000000.0,2840000000.0,9.38,-83.38
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,7.5e-06,0.101,26100000000.0,3830000000.0,10.17,-90.83
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,8e-06,0.101,25800000000.0,3940000000.0,9.53,-82.9
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,8.5e-06,0.101,25200000000.0,3890000000.0,10.87,-88.95
8.5e-13,1.5e-13,4e-10,7e-10,6.5e-06,9e-06,0.101,24200000000.0,3690000000.0,11.95,-89.9
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,5e-06,0.109,25700000000.0,2460000000.0,8.986,-85.44
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,5.5e-06,0.109,25600000000.0,2420000000.0,12.04,-98.21
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,6e-06,0.109,25300000000.0,3990000000.0,8.997,-84.61
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,6.5e-06,0.109,25300000000.0,2490000000.0,9.005,-84.26
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,7.5e-06,0.109,26300000000.0,2840000000.0,9.045,-83.78
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,8e-06,0.109,26100000000.0,3450000000.0,9.081,-83.59
8.5e-13,1.5e-13,4e-10,7e-10,7e-06,8.5e-06,0.109,25700000000.0,3790000000.0,9.121,-83.42
8.5e-13,1.5e-13,4e-10,7e-10,7.5e-06,5e-06,0.116,25200000000.0,2580000000.0,11.23,-91.4
8.5e-13,1.5e-13,4e-10,7e-10,7.5e-06,5.5e-06,0.116,25100000000.0,2250000000.0,11.51,-94.33
8.5e-13,1.5e-13,4e-10,7e-10,7.5e-06,6e-06,0.116,24300000000.0,2270000000.0,11.88,-96.86
8.5e-13,1.5e-13,4e-10,7e-10,7.5e-06,7e-06,0.116,24200000000.0,2590000000.0,13.46,-82.5
8.5e-13,1.5e-13,4e-10,7e-10,7.5e-06,8.5e-06,0.116,24100000000.0,2950000000.0,8.748,-84.07
8.5e-13,1.5e-13,4e-10,7e-10,8e-06,5e-06,0.124,24800000000.0,2100000000.0,8.562,-87.19
8.5e-13,1.5e-13,4e-10,7e-10,8e-06,5.5e-06,0.124,24400000000.0,2140000000.0,8.556,-86.49
8.5e-13,1.5e-13,4e-10,7e-10,8e-06,6e-06,0.124,24100000000.0,2160000000.0,11.41,-92.74
8.5e-13,1.5e-13,4e-10,7e-10,8e-06,6.5e-06,0.124,23800000000.0,2160000000.0,11.71,-94.96
8.5e-13,1.5e-13,4e-10,7e-10,8e-06,9e-06,0.124,23100000000.0,2680000000.0,8.44,-84.59
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,5e-06,0.132,24700000000.0,1940000000.0,8.361,-88.28
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,5.5e-06,0.132,23700000000.0,1980000000.0,8.358,-87.65
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,6e-06,0.132,23700000000.0,2020000000.0,8.343,-87.2
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,6.5e-06,0.132,23200000000.0,2040000000.0,8.317,-86.54
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,7e-06,0.132,23100000000.0,2050000000.0,8.29,-85.79
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,8e-06,0.132,22700000000.0,2070000000.0,8.229,-85.84
8.5e-13,1.5e-13,4e-10,7e-10,8.5e-06,8.5e-06,0.132,22600000000.0,2090000000.0,8.201,-85.55
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,5e-06,0.14,24500000000.0,2800000000.0,10.64,-90.54
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,5.5e-06,0.14,23600000000.0,1840000000.0,8.165,-88.06
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,6.5e-06,0.14,22400000000.0,1910000000.0,8.126,-87.72
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,7e-06,0.14,22900000000.0,1920000000.0,8.094,-87.35
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,7.5e-06,0.14,22300000000.0,1930000000.0,8.057,-86.88
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,8e-06,0.14,22300000000.0,1940000000.0,8.021,-86.39
8.5e-13,1.5e-13,4e-10,7e-10,9e-06,8.5e-06,0.14,22300000000.0,1950000000.0,7.983,-86.37
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,5e-06,0.0776,30100000000.0,3580000000.0,12.36,-95.29
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,5.5e-06,0.0776,29700000000.0,1980000000.0,11.95,-82.44
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,6e-06,0.0776,29400000000.0,1250000000.0,12.05,-84.19
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,6.5e-06,0.0776,29100000000.0,1930000000.0,11.35,-95.29
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,7e-06,0.0776,28900000000.0,1880000000.0,10.85,-89.95
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,7.5e-06,0.0776,28800000000.0,1290000000.0,10.75,-96.57
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,8e-06,0.0776,28200000000.0,1320000000.0,10.42,-96.43
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,8.5e-06,0.0776,28100000000.0,1240000000.0,10.08,-82.09
8.5e-13,1.5e-13,4.5e-10,6e-10,5e-06,9e-06,0.0776,28000000000.0,1180000000.0,9.743,-90.43
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,5e-06,0.0853,28100000000.0,1770000000.0,12.64,-100.8
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,6e-06,0.0853,27500000000.0,1600000000.0,11.92,-93.81
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,6.5e-06,0.0853,28400000000.0,1270000000.0,12.1,-97.88
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,7e-06,0.0853,27500000000.0,2290000000.0,11.33,-97.23
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,7.5e-06,0.0853,27400000000.0,834000000.0,11.02,-97.01
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,8e-06,0.0853,27400000000.0,1810000000.0,10.5,-90.98
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,8.5e-06,0.0853,27400000000.0,996000000.0,11.66,-78.62
8.5e-13,1.5e-13,4.5e-10,6e-10,5.5e-06,9e-06,0.0853,27400000000.0,896000000.0,11.56,-93.65
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,5e-06,0.0931,29100000000.0,2370000000.0,12.89,-98.09
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,5.5e-06,0.0931,29300000000.0,3540000000.0,11.09,-85.93
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,6e-06,0.0931,26700000000.0,1570000000.0,12.52,-97.63
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,6.5e-06,0.0931,26500000000.0,3420000000.0,12.05,-87.61
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,7e-06,0.0931,26300000000.0,1270000000.0,12.21,-95.88
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,7.5e-06,0.0931,26100000000.0,2240000000.0,11.51,-96.11
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,8e-06,0.0931,26000000000.0,1880000000.0,10.95,-93.67
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,8.5e-06,0.0931,26100000000.0,2180000000.0,10.67,-93.67
8.5e-13,1.5e-13,4.5e-10,6e-10,6e-06,9e-06,0.0931,26700000000.0,2090000000.0,10.39,-94.33
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,5e-06,0.101,29100000000.0,2410000000.0,9.465,-82.75
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,5.5e-06,0.101,28400000000.0,2440000000.0,9.552,-82.6
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,6.5e-06,0.101,27200000000.0,3640000000.0,11.16,-85.53
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,7e-06,0.101,25900000000.0,2180000000.0,-5.598,-91.68
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,7.5e-06,0.101,25600000000.0,3420000000.0,11.68,-90.77
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,8e-06,0.101,25300000000.0,1210000000.0,12.17,-94.85
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,8.5e-06,0.101,25200000000.0,3330000000.0,10.9,-92.77
8.5e-13,1.5e-13,4.5e-10,6e-10,6.5e-06,9e-06,0.101,25100000000.0,2160000000.0,10.74,-89.34
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,5e-06,0.109,28200000000.0,2260000000.0,9.137,-83.24
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,5.5e-06,0.109,28000000000.0,2300000000.0,9.167,-83.04
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,6e-06,0.109,28000000000.0,2500000000.0,9.213,-82.87
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,6.5e-06,0.109,28000000000.0,2220000000.0,12.82,-93.55
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,7e-06,0.109,27700000000.0,3420000000.0,9.329,-82.62
8.5e-13,1.5e-13,4.5e-10,6e-10,7e-06,7.5e-06,0.109,26600000000.0,1620000000.0,12.52,-94.83
