Wn,Wvar,C,L1,L2,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
2.3e-05,1.3e-05,3e-13,4e-10,5e-11,0.0536,35200000000.0,1930000000.0,11.8,-74.18
2.3e-05,1.3e-05,3e-13,4e-10,1.5e-10,0.0536,35200000000.0,1930000000.0,11.8,-74.16
2.3e-05,1.3e-05,3e-13,4e-10,2e-10,0.0536,35200000000.0,1930000000.0,11.8,-74.04
2.3e-05,1.3e-05,3e-13,4e-10,2.5e-10,0.0536,35200000000.0,1930000000.0,11.81,-74.07
2.3e-05,1.3e-05,3e-13,3e-10,1e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.69
2.3e-05,1.3e-05,3e-13,3e-10,5e-11,0.0536,39000000000.0,2120000000.0,11.52,-75.39
2.3e-05,1.3e-05,3e-13,3e-10,1.5e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.39
2.3e-05,1.3e-05,3e-13,3e-10,2e-10,0.0536,39000000000.0,2120000000.0,11.52,-75.42
2.3e-05,1.3e-05,3e-13,3e-10,2.5e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.45
2.3e-05,1.3e-05,3e-13,3.5e-10,5e-11,0.0536,36900000000.0,2010000000.0,11.7,-74.6
2.3e-05,1.3e-05,3e-13,3.5e-10,1.5e-10,0.0536,36900000000.0,2010000000.0,11.69,-74.74
2.3e-05,1.3e-05,3e-13,3.5e-10,2e-10,0.0536,36900000000.0,2010000000.0,11.7,-74.69
2.3e-05,1.3e-05,3e-13,3.5e-10,2.5e-10,0.0536,36900000000.0,2010000000.0,11.7,-74.66
2.3e-05,1.3e-05,3e-13,4.5e-10,1e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.55
2.3e-05,1.3e-05,3e-13,4.5e-10,5e-11,0.0536,33800000000.0,1860000000.0,11.88,-73.66
2.3e-05,1.3e-05,3e-13,4.5e-10,1.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.53
2.3e-05,1.3e-05,3e-13,4.5e-10,2e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.64
2.3e-05,1.3e-05,3e-13,4.5e-10,2.5e-10,0.0536,33800000000.0,1860000000.0,11.88,-72.72
2.3e-05,1.3e-05,3e-13,5e-10,1e-10,0.0536,32600000000.0,1820000000.0,11.94,-73.19
2.3e-05,1.3e-05,3e-13,5e-10,5e-11,0.0536,32600000000.0,1820000000.0,11.94,-73.26
2.3e-05,1.3e-05,3e-13,5e-10,1.5e-10,0.0536,32600000000.0,1820000000.0,11.93,-73.2
2.3e-05,1.3e-05,3e-13,5e-10,2e-10,0.0536,32600000000.0,1830000000.0,11.94,-73.17
2.3e-05,1.3e-05,3e-13,5e-10,2.5e-10,0.0536,32600000000.0,1810000000.0,11.94,-73.21
2.3e-05,1.3e-05,4e-13,4e-10,5e-11,0.0536,35200000000.0,1930000000.0,11.8,-74.02
2.3e-05,1.3e-05,4e-13,4e-10,2e-10,0.0536,35200000000.0,1930000000.0,11.81,-74.03
2.3e-05,1.3e-05,4e-13,4e-10,2.5e-10,0.0536,35200000000.0,1930000000.0,11.8,-74.0
2.3e-05,1.3e-05,4e-13,3e-10,1e-10,0.0536,39000000000.0,2140000000.0,11.52,-75.38
2.3e-05,1.3e-05,4e-13,3e-10,5e-11,0.0536,39000000000.0,2130000000.0,11.52,-75.4
2.3e-05,1.3e-05,4e-13,3e-10,2e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.49
2.3e-05,1.3e-05,4e-13,3.5e-10,1e-10,0.0536,36900000000.0,2010000000.0,11.7,-74.74
2.3e-05,1.3e-05,4e-13,3.5e-10,5e-11,0.0536,36900000000.0,2010000000.0,11.69,-74.64
2.3e-05,1.3e-05,4e-13,3.5e-10,1.5e-10,0.0536,36900000000.0,2020000000.0,11.69,-74.61
2.3e-05,1.3e-05,4e-13,3.5e-10,2e-10,0.0536,36900000000.0,2020000000.0,11.69,-74.52
2.3e-05,1.3e-05,4e-13,4.5e-10,5e-11,0.0536,33800000000.0,1870000000.0,11.88,-73.66
2.3e-05,1.3e-05,4e-13,4.5e-10,1.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.56
2.3e-05,1.3e-05,4e-13,4.5e-10,2.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.58
2.3e-05,1.3e-05,4e-13,5e-10,1e-10,0.0536,32600000000.0,1820000000.0,11.93,-73.24
2.3e-05,1.3e-05,4e-13,5e-10,5e-11,0.0536,32600000000.0,1820000000.0,11.93,-73.18
2.3e-05,1.3e-05,4e-13,5e-10,1.5e-10,0.0536,32600000000.0,1820000000.0,11.93,-73.12
2.3e-05,1.3e-05,4e-13,5e-10,2e-10,0.0536,32600000000.0,1820000000.0,11.93,-73.26
2.3e-05,1.3e-05,6e-13,4e-10,5e-11,0.0536,35200000000.0,1930000000.0,11.81,-74.01
2.3e-05,1.3e-05,6e-13,4e-10,1.5e-10,0.0536,35200000000.0,1930000000.0,11.8,-74.13
2.3e-05,1.3e-05,6e-13,3e-10,1e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.34
2.3e-05,1.3e-05,6e-13,3e-10,1.5e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.65
2.3e-05,1.3e-05,6e-13,3e-10,2e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.38
2.3e-05,1.3e-05,6e-13,3.5e-10,5e-11,0.0536,36900000000.0,2010000000.0,11.69,-74.67
2.3e-05,1.3e-05,6e-13,3.5e-10,1.5e-10,0.0536,36900000000.0,2010000000.0,11.69,-74.73
2.3e-05,1.3e-05,6e-13,3.5e-10,2e-10,0.0536,36900000000.0,2010000000.0,11.69,-74.59
2.3e-05,1.3e-05,6e-13,3.5e-10,2.5e-10,0.0536,36900000000.0,2010000000.0,11.69,-74.82
2.3e-05,1.3e-05,6e-13,4.5e-10,1e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.57
2.3e-05,1.3e-05,6e-13,4.5e-10,1.5e-10,0.0536,33800000000.0,1860000000.0,11.88,-73.67
2.3e-05,1.3e-05,6e-13,4.5e-10,2e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.47
2.3e-05,1.3e-05,6e-13,4.5e-10,2.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.87
2.3e-05,1.3e-05,6e-13,5e-10,5e-11,0.0536,32600000000.0,1820000000.0,11.93,-73.25
2.3e-05,1.3e-05,6e-13,5e-10,2.5e-10,0.0536,32600000000.0,1810000000.0,11.94,-73.28
2.3e-05,1.3e-05,7e-13,4e-10,1.5e-10,0.0536,35200000000.0,1930000000.0,11.81,-74.13
2.3e-05,1.3e-05,7e-13,3e-10,1e-10,0.0536,39000000000.0,2130000000.0,11.52,-75.46
2.3e-05,1.3e-05,7e-13,3.5e-10,1e-10,0.0536,36900000000.0,2010000000.0,11.7,-76.05
2.3e-05,1.3e-05,7e-13,3.5e-10,5e-11,0.0536,36900000000.0,2010000000.0,11.7,-74.63
2.3e-05,1.3e-05,7e-13,3.5e-10,2e-10,0.0536,36900000000.0,2010000000.0,11.7,-74.62
2.3e-05,1.3e-05,7e-13,3.5e-10,2.5e-10,0.0536,36900000000.0,2010000000.0,11.69,-74.62
2.3e-05,1.3e-05,7e-13,4.5e-10,1.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.79
2.3e-05,1.3e-05,7e-13,4.5e-10,2.5e-10,0.0536,33800000000.0,1870000000.0,11.88,-73.73
2.3e-05,1.3e-05,7e-13,5e-10,1e-10,0.0536,32600000000.0,1820000000.0,11.94,-73.25
2.3e-05,1.3e-05,7e-13,5e-10,1.5e-10,0.0536,32600000000.0,1810000000.0,11.94,-73.27
2.3e-05,1.3e-05,7e-13,5e-10,2e-10,0.0536,32600000000.0,1830000000.0,11.93,-73.16
2.3e-05,1.4e-05,5e-13,4e-10,1e-10,0.0536,35000000000.0,1950000000.0,11.77,-74.08
2.3e-05,1.4e-05,5e-13,4e-10,5e-11,0.0536,35000000000.0,1960000000.0,11.77,-74.0
2.3e-05,1.4e-05,5e-13,4e-10,1.5e-10,0.0536,35000000000.0,1960000000.0,11.77,-74.08
2.3e-05,1.4e-05,5e-13,4e-10,2e-10,0.0536,35000000000.0,1950000000.0,11.77,-74.0
2.3e-05,1.4e-05,5e-13,3e-10,1e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.4
2.3e-05,1.4e-05,5e-13,3e-10,5e-11,0.0536,38800000000.0,2150000000.0,11.48,-75.38
2.3e-05,1.4e-05,5e-13,3e-10,1.5e-10,0.0536,38800000000.0,2160000000.0,11.48,-75.48
2.3e-05,1.4e-05,5e-13,3e-10,2e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.18
2.3e-05,1.4e-05,5e-13,3.5e-10,1e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.83
2.3e-05,1.4e-05,5e-13,3.5e-10,5e-11,0.0536,36600000000.0,2030000000.0,11.66,-74.66
2.3e-05,1.4e-05,5e-13,3.5e-10,1.5e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.68
2.3e-05,1.4e-05,5e-13,3.5e-10,2e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.67
2.3e-05,1.4e-05,5e-13,4.5e-10,1e-10,0.0536,33600000000.0,1900000000.0,11.84,-73.51
2.3e-05,1.4e-05,5e-13,4.5e-10,5e-11,0.0536,33600000000.0,1890000000.0,11.85,-73.62
2.3e-05,1.4e-05,5e-13,4.5e-10,1.5e-10,0.0536,33600000000.0,1890000000.0,11.85,-73.52
2.3e-05,1.4e-05,5e-13,4.5e-10,2e-10,0.0536,33600000000.0,1890000000.0,11.84,-73.63
2.3e-05,1.4e-05,5e-13,4.5e-10,2.5e-10,0.0536,33600000000.0,1890000000.0,11.85,-73.6
2.3e-05,1.4e-05,5e-13,5e-10,1e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.16
2.3e-05,1.4e-05,5e-13,5e-10,5e-11,0.0536,32400000000.0,1840000000.0,11.9,-73.24
2.3e-05,1.4e-05,5e-13,5e-10,1.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.19
2.3e-05,1.4e-05,5e-13,5e-10,2.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.21
2.3e-05,1.4e-05,3e-13,4e-10,1e-10,0.0536,35000000000.0,1960000000.0,11.77,-74.06
2.3e-05,1.4e-05,3e-13,4e-10,2e-10,0.0536,35000000000.0,1950000000.0,11.77,-75.35
2.3e-05,1.4e-05,3e-13,4e-10,2.5e-10,0.0536,35000000000.0,1950000000.0,11.77,-74.13
2.3e-05,1.4e-05,3e-13,3e-10,1e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.35
2.3e-05,1.4e-05,3e-13,3e-10,5e-11,0.0536,38800000000.0,2150000000.0,11.48,-75.34
2.3e-05,1.4e-05,3e-13,3e-10,2e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.68
2.3e-05,1.4e-05,3e-13,3.5e-10,1e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.84
2.3e-05,1.4e-05,3e-13,3.5e-10,5e-11,0.0536,36600000000.0,2040000000.0,11.65,-74.62
2.3e-05,1.4e-05,3e-13,3.5e-10,1.5e-10,0.0536,36600000000.0,2030000000.0,11.66,-74.58
2.3e-05,1.4e-05,3e-13,3.5e-10,2e-10,0.0536,36600000000.0,2030000000.0,11.66,-74.59
2.3e-05,1.4e-05,3e-13,3.5e-10,2.5e-10,0.0536,36600000000.0,2030000000.0,11.66,-75.56
2.3e-05,1.4e-05,3e-13,4.5e-10,1e-10,0.0536,33600000000.0,1890000000.0,11.85,-73.59
2.3e-05,1.4e-05,3e-13,4.5e-10,5e-11,0.0536,33600000000.0,1890000000.0,11.84,-73.51
2.3e-05,1.4e-05,3e-13,4.5e-10,1.5e-10,0.0536,33600000000.0,1890000000.0,11.85,-73.77
2.3e-05,1.4e-05,3e-13,4.5e-10,2e-10,0.0536,33600000000.0,1890000000.0,11.85,-73.67
2.3e-05,1.4e-05,3e-13,4.5e-10,2.5e-10,0.0536,33600000000.0,1900000000.0,11.84,-73.52
2.3e-05,1.4e-05,3e-13,5e-10,1e-10,0.0536,32400000000.0,1850000000.0,11.9,-73.16
2.3e-05,1.4e-05,3e-13,5e-10,5e-11,0.0536,32400000000.0,1850000000.0,11.9,-73.13
2.3e-05,1.4e-05,3e-13,5e-10,1.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.27
2.3e-05,1.4e-05,3e-13,5e-10,2e-10,0.0536,32400000000.0,1850000000.0,11.9,-73.18
2.3e-05,1.4e-05,4e-13,4e-10,1e-10,0.0536,35000000000.0,1960000000.0,11.77,-74.12
2.3e-05,1.4e-05,4e-13,4e-10,5e-11,0.0536,35000000000.0,1950000000.0,11.77,-74.11
2.3e-05,1.4e-05,4e-13,4e-10,1.5e-10,0.0536,35000000000.0,1950000000.0,11.77,-74.06
2.3e-05,1.4e-05,4e-13,4e-10,2e-10,0.0536,35000000000.0,1950000000.0,11.77,-73.7
2.3e-05,1.4e-05,4e-13,4e-10,2.5e-10,0.0536,35000000000.0,1950000000.0,11.77,-73.98
2.3e-05,1.4e-05,4e-13,3e-10,1e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.24
2.3e-05,1.4e-05,4e-13,3e-10,5e-11,0.0536,38800000000.0,2160000000.0,11.48,-75.41
2.3e-05,1.4e-05,4e-13,3e-10,1.5e-10,0.0536,38800000000.0,2140000000.0,11.48,-75.03
2.3e-05,1.4e-05,4e-13,3e-10,2e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.41
2.3e-05,1.4e-05,4e-13,3e-10,2.5e-10,0.0536,38800000000.0,2160000000.0,11.48,-75.4
2.3e-05,1.4e-05,4e-13,3.5e-10,5e-11,0.0536,36600000000.0,2030000000.0,11.66,-74.43
2.3e-05,1.4e-05,4e-13,3.5e-10,1.5e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.71
2.3e-05,1.4e-05,4e-13,3.5e-10,2.5e-10,0.0536,36600000000.0,2030000000.0,11.66,-74.78
2.3e-05,1.4e-05,4e-13,4.5e-10,5e-11,0.0536,33600000000.0,1890000000.0,11.84,-73.58
2.3e-05,1.4e-05,4e-13,5e-10,1e-10,0.0536,32400000000.0,1850000000.0,11.9,-73.21
2.3e-05,1.4e-05,4e-13,5e-10,5e-11,0.0536,32400000000.0,1850000000.0,11.9,-73.15
2.3e-05,1.4e-05,4e-13,5e-10,1.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.26
2.3e-05,1.4e-05,6e-13,4e-10,1.5e-10,0.0536,35000000000.0,1950000000.0,11.77,-74.09
2.3e-05,1.4e-05,6e-13,4e-10,2e-10,0.0536,35000000000.0,1960000000.0,11.77,-74.34
2.3e-05,1.4e-05,6e-13,3e-10,5e-11,0.0536,38800000000.0,2150000000.0,11.48,-75.46
2.3e-05,1.4e-05,6e-13,3e-10,1.5e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.21
2.3e-05,1.4e-05,6e-13,3e-10,2.5e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.5
2.3e-05,1.4e-05,6e-13,3.5e-10,2e-10,0.0536,36600000000.0,2040000000.0,11.65,-74.36
2.3e-05,1.4e-05,6e-13,4.5e-10,1.5e-10,0.0536,33600000000.0,1900000000.0,11.84,-73.63
2.3e-05,1.4e-05,6e-13,4.5e-10,2e-10,0.0536,33600000000.0,1890000000.0,11.84,-73.52
2.3e-05,1.4e-05,6e-13,4.5e-10,2.5e-10,0.0536,33600000000.0,1890000000.0,11.84,-73.53
2.3e-05,1.4e-05,6e-13,5e-10,1.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.25
2.3e-05,1.4e-05,6e-13,5e-10,2e-10,0.0536,32400000000.0,1840000000.0,11.9,-72.36
2.3e-05,1.4e-05,7e-13,4e-10,5e-11,0.0536,35000000000.0,1950000000.0,11.77,-75.06
2.3e-05,1.4e-05,7e-13,4e-10,2e-10,0.0536,35000000000.0,1960000000.0,11.77,-73.98
2.3e-05,1.4e-05,7e-13,4e-10,2.5e-10,0.0536,35000000000.0,1950000000.0,11.77,-73.99
2.3e-05,1.4e-05,7e-13,3e-10,5e-11,0.0536,38800000000.0,2150000000.0,11.48,-75.31
2.3e-05,1.4e-05,7e-13,3e-10,2e-10,0.0536,38800000000.0,2150000000.0,11.48,-75.3
2.3e-05,1.4e-05,7e-13,3.5e-10,1.5e-10,0.0536,36600000000.0,2030000000.0,11.66,-74.55
2.3e-05,1.4e-05,7e-13,4.5e-10,1e-10,0.0536,33600000000.0,1890000000.0,11.84,-73.59
2.3e-05,1.4e-05,7e-13,5e-10,1.5e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.29
2.3e-05,1.4e-05,7e-13,5e-10,2e-10,0.0536,32400000000.0,1840000000.0,11.9,-73.23
2.3e-05,1.5e-05,5e-13,4e-10,1e-10,0.0536,34800000000.0,1970000000.0,11.73,-74.02
2.3e-05,1.5e-05,5e-13,4e-10,5e-11,0.0536,34800000000.0,1960000000.0,11.73,-73.97
2.3e-05,1.5e-05,5e-13,4e-10,1.5e-10,0.0536,34800000000.0,1970000000.0,11.73,-74.23
2.3e-05,1.5e-05,5e-13,4e-10,2e-10,0.0536,34800000000.0,1960000000.0,11.73,-73.96
2.3e-05,1.5e-05,5e-13,4e-10,2.5e-10,0.0536,34800000000.0,1960000000.0,11.73,-73.93
2.3e-05,1.5e-05,5e-13,3e-10,1e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.6
2.3e-05,1.5e-05,5e-13,3e-10,5e-11,0.0536,38600000000.0,2160000000.0,11.43,-74.68
2.3e-05,1.5e-05,5e-13,3e-10,1.5e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.32
2.3e-05,1.5e-05,5e-13,3e-10,2e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.24
2.3e-05,1.5e-05,5e-13,3e-10,2.5e-10,0.0536,38600000000.0,2170000000.0,11.43,-75.85
2.3e-05,1.5e-05,5e-13,3.5e-10,1e-10,0.0536,36500000000.0,2040000000.0,11.61,-74.5
2.3e-05,1.5e-05,5e-13,3.5e-10,5e-11,0.0536,36500000000.0,2040000000.0,11.61,-74.63
2.3e-05,1.5e-05,5e-13,3.5e-10,1.5e-10,0.0536,36400000000.0,2050000000.0,11.61,-74.62
2.3e-05,1.5e-05,5e-13,3.5e-10,2e-10,0.0536,36400000000.0,2040000000.0,11.61,-74.5
2.3e-05,1.5e-05,5e-13,3.5e-10,2.5e-10,0.0536,36400000000.0,2040000000.0,11.61,-74.62
2.3e-05,1.5e-05,5e-13,4.5e-10,1e-10,0.0536,33400000000.0,1910000000.0,11.81,-73.51
2.3e-05,1.5e-05,5e-13,4.5e-10,5e-11,0.0536,33400000000.0,1900000000.0,11.81,-73.63
2.3e-05,1.5e-05,5e-13,4.5e-10,1.5e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.49
2.3e-05,1.5e-05,5e-13,4.5e-10,2e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.48
2.3e-05,1.5e-05,5e-13,4.5e-10,2.5e-10,0.0536,33400000000.0,1910000000.0,11.81,-73.64
2.3e-05,1.5e-05,5e-13,5e-10,1e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.25
2.3e-05,1.5e-05,5e-13,5e-10,5e-11,0.0536,32300000000.0,1860000000.0,11.86,-73.18
2.3e-05,1.5e-05,5e-13,5e-10,1.5e-10,0.0536,32300000000.0,1860000000.0,11.86,-73.1
2.3e-05,1.5e-05,5e-13,5e-10,2e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.16
2.3e-05,1.5e-05,5e-13,5e-10,2.5e-10,0.0536,32300000000.0,1860000000.0,11.87,-73.1
2.3e-05,1.5e-05,3e-13,4e-10,1e-10,0.0536,34800000000.0,1970000000.0,11.72,-74.04
2.3e-05,1.5e-05,3e-13,4e-10,5e-11,0.0536,34800000000.0,1960000000.0,11.73,-74.05
2.3e-05,1.5e-05,3e-13,4e-10,1.5e-10,0.0536,34800000000.0,1970000000.0,11.73,-73.91
2.3e-05,1.5e-05,3e-13,4e-10,2e-10,0.0536,34800000000.0,1960000000.0,11.73,-73.94
2.3e-05,1.5e-05,3e-13,4e-10,2.5e-10,0.0536,34800000000.0,1960000000.0,11.73,-73.95
2.3e-05,1.5e-05,3e-13,3e-10,1e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.28
2.3e-05,1.5e-05,3e-13,3e-10,5e-11,0.0536,38600000000.0,2170000000.0,11.43,-75.9
2.3e-05,1.5e-05,3e-13,3e-10,1.5e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.62
2.3e-05,1.5e-05,3e-13,3e-10,2e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.23
2.3e-05,1.5e-05,3e-13,3e-10,2.5e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.26
2.3e-05,1.5e-05,3e-13,3.5e-10,1e-10,0.0536,36500000000.0,2050000000.0,11.61,-74.86
2.3e-05,1.5e-05,3e-13,3.5e-10,5e-11,0.0536,36500000000.0,2040000000.0,11.61,-74.54
2.3e-05,1.5e-05,3e-13,3.5e-10,2e-10,0.0536,36500000000.0,2040000000.0,11.61,-74.52
2.3e-05,1.5e-05,3e-13,4.5e-10,1e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.62
2.3e-05,1.5e-05,3e-13,4.5e-10,5e-11,0.0536,33400000000.0,1900000000.0,11.81,-73.57
2.3e-05,1.5e-05,3e-13,4.5e-10,1.5e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.47
2.3e-05,1.5e-05,3e-13,4.5e-10,2e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.7
2.3e-05,1.5e-05,3e-13,4.5e-10,2.5e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.6
2.3e-05,1.5e-05,3e-13,5e-10,5e-11,0.0536,32300000000.0,1850000000.0,11.87,-73.14
2.3e-05,1.5e-05,3e-13,5e-10,1.5e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.23
2.3e-05,1.5e-05,3e-13,5e-10,2e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.24
2.3e-05,1.5e-05,3e-13,5e-10,2.5e-10,0.0536,32300000000.0,1850000000.0,11.86,-73.21
2.3e-05,1.5e-05,4e-13,4e-10,1e-10,0.0536,34800000000.0,1960000000.0,11.73,-73.98
2.3e-05,1.5e-05,4e-13,4e-10,5e-11,0.0536,34800000000.0,1960000000.0,11.73,-74.44
2.3e-05,1.5e-05,4e-13,4e-10,2e-10,0.0536,34800000000.0,1960000000.0,11.73,-74.0
2.3e-05,1.5e-05,4e-13,3e-10,1e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.47
2.3e-05,1.5e-05,4e-13,3e-10,5e-11,0.0536,38600000000.0,2170000000.0,11.43,-75.24
2.3e-05,1.5e-05,4e-13,3e-10,2e-10,0.0536,38600000000.0,2170000000.0,11.43,-75.33
2.3e-05,1.5e-05,4e-13,3e-10,2.5e-10,0.0536,38600000000.0,2180000000.0,11.43,-75.31
2.3e-05,1.5e-05,4e-13,3.5e-10,1e-10,0.0536,36500000000.0,2050000000.0,11.61,-74.62
2.3e-05,1.5e-05,4e-13,3.5e-10,5e-11,0.0536,36500000000.0,2050000000.0,11.61,-74.5
2.3e-05,1.5e-05,4e-13,3.5e-10,1.5e-10,0.0536,36500000000.0,2040000000.0,11.61,-75.3
2.3e-05,1.5e-05,4e-13,3.5e-10,2e-10,0.0536,36500000000.0,2040000000.0,11.61,-75.46
2.3e-05,1.5e-05,4e-13,4.5e-10,1e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.97
2.3e-05,1.5e-05,4e-13,4.5e-10,1.5e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.59
2.3e-05,1.5e-05,4e-13,5e-10,1e-10,0.0536,32300000000.0,1860000000.0,11.86,-73.16
2.3e-05,1.5e-05,4e-13,5e-10,5e-11,0.0536,32300000000.0,1860000000.0,11.86,-73.12
2.3e-05,1.5e-05,4e-13,5e-10,1.5e-10,0.0536,32300000000.0,1860000000.0,11.86,-73.08
2.3e-05,1.5e-05,4e-13,5e-10,2e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.2
2.3e-05,1.5e-05,6e-13,4e-10,5e-11,0.0536,34800000000.0,1960000000.0,11.73,-73.92
2.3e-05,1.5e-05,6e-13,3e-10,5e-11,0.0536,38600000000.0,2160000000.0,11.43,-75.25
2.3e-05,1.5e-05,6e-13,3e-10,1.5e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.22
2.3e-05,1.5e-05,6e-13,3e-10,2e-10,0.0536,38600000000.0,2150000000.0,11.43,-75.09
2.3e-05,1.5e-05,6e-13,3e-10,2.5e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.18
2.3e-05,1.5e-05,6e-13,3.5e-10,1e-10,0.0536,36400000000.0,2050000000.0,11.61,-74.67
2.3e-05,1.5e-05,6e-13,3.5e-10,5e-11,0.0536,36400000000.0,2040000000.0,11.61,-74.63
2.3e-05,1.5e-05,6e-13,3.5e-10,1.5e-10,0.0536,36400000000.0,2050000000.0,11.61,-74.59
2.3e-05,1.5e-05,6e-13,3.5e-10,2e-10,0.0536,36400000000.0,2040000000.0,11.61,-74.47
2.3e-05,1.5e-05,6e-13,4.5e-10,1e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.5
2.3e-05,1.5e-05,6e-13,4.5e-10,5e-11,0.0536,33400000000.0,1900000000.0,11.81,-73.61
2.3e-05,1.5e-05,6e-13,4.5e-10,1.5e-10,0.0536,33400000000.0,1900000000.0,11.81,-73.53
2.3e-05,1.5e-05,6e-13,5e-10,5e-11,0.0536,32300000000.0,1850000000.0,11.86,-73.2
2.3e-05,1.5e-05,6e-13,5e-10,1.5e-10,0.0536,32300000000.0,1860000000.0,11.87,-73.11
2.3e-05,1.5e-05,6e-13,5e-10,2e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.17
2.3e-05,1.5e-05,7e-13,4e-10,5e-11,0.0536,34800000000.0,1960000000.0,11.73,-74.07
2.3e-05,1.5e-05,7e-13,4e-10,1.5e-10,0.0536,34800000000.0,1970000000.0,11.73,-74.22
2.3e-05,1.5e-05,7e-13,4e-10,2e-10,0.0536,34800000000.0,1970000000.0,11.73,-74.01
2.3e-05,1.5e-05,7e-13,4e-10,2.5e-10,0.0536,34800000000.0,1960000000.0,11.73,-74.01
2.3e-05,1.5e-05,7e-13,3e-10,1e-10,0.0536,38600000000.0,2160000000.0,11.43,-75.4
2.3e-05,1.5e-05,7e-13,3e-10,5e-11,0.0536,38600000000.0,2160000000.0,11.43,-75.53
2.3e-05,1.5e-05,7e-13,3e-10,2e-10,0.0536,38600000000.0,2170000000.0,11.43,-75.3
2.3e-05,1.5e-05,7e-13,3.5e-10,1e-10,0.0536,36400000000.0,2040000000.0,11.61,-74.38
2.3e-05,1.5e-05,7e-13,3.5e-10,5e-11,0.0536,36400000000.0,2050000000.0,11.61,-74.57
2.3e-05,1.5e-05,7e-13,3.5e-10,2.5e-10,0.0536,36400000000.0,2040000000.0,11.61,-74.75
2.3e-05,1.5e-05,7e-13,4.5e-10,5e-11,0.0536,33400000000.0,1900000000.0,11.81,-73.55
2.3e-05,1.5e-05,7e-13,4.5e-10,2e-10,0.0536,33400000000.0,1910000000.0,11.81,-73.52
2.3e-05,1.5e-05,7e-13,5e-10,1e-10,0.0536,32300000000.0,1860000000.0,11.86,-73.17
2.3e-05,1.5e-05,7e-13,5e-10,5e-11,0.0536,32300000000.0,1860000000.0,11.86,-73.11
2.3e-05,1.5e-05,7e-13,5e-10,2.5e-10,0.0536,32300000000.0,1850000000.0,11.87,-73.11
